iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
30,30720,-6.40574,239.0,0.0,0.0,1.433143,-0.005816,0.025937,0.003726,0.566449,0.054504,0.94892,-4.559369,5.040267,-4.845777,5.700028,4.0,0.00029745,5,499,0.22764,0.25882,0.42,0.8,1.0,,,-0.01,0.00973,-0.00098,-0.03528,-0.00083,-0.00756
31,31744,nan,nan,0.0,0.0,1.121855,-0.00698,0.032133,0.00357,0.41577,0.052917,0.893434,-3.611121,4.054942,-3.623716,3.992974,4.0,0.00029737,0,623,0.21314,0.2546,0.42,0.0,0.0,,,-0.01,0.00731,-0.00123,-0.0256,-0.00461,0.0
32,32768,-7.34001,300.0,0.0,0.0,1.096539,-0.007609,0.019384,0.005531,0.441771,0.090454,0.951161,-3.605205,4.421477,-3.805598,4.778366,4.0,0.00029728,5,532,0.19311,0.22917,0.47,0.2,1.0,,,-0.01,0.00805,-0.00162,-0.0249,0.00074,0.0
33,33792,-4.9603,293.33333,0.0,0.0,1.518949,-0.003937,0.018928,0.004492,0.513559,0.070862,0.967138,-4.917256,5.530671,-5.333355,6.227652,4.0,0.00029719,3,530,0.19791,0.23302,0.49,0.33333,1.0,,,-0.01,0.00492,-0.00061,-0.03544,0.00306,-0.00232
34,34816,-10.13957,293.2,0.0,0.0,1.550893,-0.005266,0.022021,0.003836,0.508604,0.052673,0.965905,-4.954224,6.052236,-5.360943,6.839932,4.0,0.0002971,5,569,0.2099,0.25516,0.52,0.2,1.0,,,-0.01,0.00711,-0.00136,-0.03626,-0.00132,-0.00226
35,35840,-11.1058,300.0,0.0,0.0,1.690434,-0.003837,0.025762,0.004699,0.41059,0.038391,0.969894,-5.70063,7.359529,-6.064422,8.206861,4.0,0.00029702,3,536,0.20206,0.22636,0.55,0.0,1.0,,,-0.01,0.00789,-0.00118,-0.03704,0.00063,0.0
36,36864,-8.88285,300.0,0.0,0.0,1.300535,-0.004614,0.024901,0.003149,0.420195,0.045471,0.96891,-4.28264,6.684895,-4.549709,7.184272,4.0,0.00029693,3,487,0.20425,0.244,0.58,0.0,1.0,,,-0.01,0.00659,-0.00153,-0.03026,-0.0024,0.0
37,37888,-8.8058,296.0,0.0,0.0,1.487041,-0.004963,0.020891,0.003009,0.399499,0.036255,0.97921,-5.341166,8.076342,-5.573201,8.658887,4.0,0.00029684,5,535,0.19055,0.22989,0.62,0.2,1.0,,,-0.01,0.00793,-0.00057,-0.03391,0.00178,-0.00235
38,38912,nan,nan,0.0,0.0,1.602924,-0.005289,0.01665,0.003884,0.415909,0.03009,0.982373,-5.855911,8.702336,-6.189166,9.444302,4.0,0.00029675,0,521,0.2037,0.24237,0.62,0.0,0.0,,,-0.01,0.00739,-0.00065,-0.03597,0.00177,0.0
39,39936,-9.37799,300.0,0.0,0.0,1.627842,-0.007059,0.013708,0.007767,0.486738,0.114441,0.987454,-6.415355,9.662769,-6.701538,10.338701,4.0,0.00029666,5,576,0.19302,0.22581,0.65,0.0,0.0,,,-0.01,0.00692,-0.0008,-0.03516,0.00249,0.0
40,40960,-11.69377,300.0,0.0,0.0,1.692494,-0.002094,0.018455,0.003235,0.424523,0.026245,0.98696,-7.080868,10.718398,-7.399877,11.366842,4.0,0.00029658,3,556,0.18121,0.21978,0.67,0.0,1.0,,,-0.01,0.00824,-0.00077,-0.03275,0.00282,0.0
41,41984,-9.07301,300.0,0.0,0.0,1.439061,-0.004012,0.02683,0.001884,0.335064,0.021057,0.980455,-6.330796,10.236229,-6.32236,10.373321,4.0,0.00029649,5,517,0.18704,0.21663,0.7,0.0,1.0,,,-0.01,0.00734,-0.00074,-0.02935,0.00012,0.0
