iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
12,12288,-5.55884,164.375,0.0,0.02273,1.220093,-0.002894,0.035936,0.00176,0.319655,0.010289,0.862415,-1.282596,2.904608,-1.59518,2.815401,4.0,0.00029887,8,808,0.23462,0.3198,0.27273,1.0,1.0,0.625,,,-0.01,0.01131,-0.001,-0.01557,-0.02792,-0.0279
13,13312,-5.34221,141.83333,0.0,0.02,1.044271,-0.003554,0.027029,0.002461,0.286835,0.023507,0.855247,-1.477299,2.424417,-1.707075,2.377717,4.0,0.00029877,6,857,0.25891,0.35088,0.24,1.0,1.0,0.73333,,,-0.01,0.00993,-0.00076,-0.01428,-0.02214,-0.02377
14,14336,-4.31778,151.25,0.0,0.01852,0.959563,-0.00539,0.015259,0.002814,0.24034,0.031913,0.909365,-1.93997,2.131539,-2.109877,2.155426,4.0,0.00029867,4,896,0.2173,0.3041,0.22222,1.0,1.0,0.73333,,,-0.01,0.01094,-0.00175,-0.01234,-0.0198,-0.017
15,15360,-5.02152,126.0,0.0,0.01724,0.989623,-0.005802,0.018681,0.00327,0.250029,0.048235,0.899316,-2.209359,2.095668,-2.39281,2.20706,4.0,0.00029857,4,895,0.25252,0.33591,0.2069,1.0,1.0,0.57143,,,-0.01,0.0095,-0.00371,-0.01261,-0.01788,-0.01662
16,16384,-4.79025,274.8,0.0,0.01587,1.025214,-0.005502,0.015911,0.002224,0.246693,0.024763,0.925255,-2.449421,2.159157,-2.610075,2.367839,4.0,0.00029846,5,894,0.22956,0.30169,0.22222,1.0,1.0,0.87755,,,-0.01,0.00831,-0.00196,-0.01643,-0.00986,-0.01227
17,17408,-6.90529,305.5,0.0,0.01538,0.894535,-0.004007,0.015461,0.00228,0.220851,0.023403,0.92234,-2.677813,2.124931,-2.778278,2.214846,4.0,0.00029836,2,906,0.22542,0.31237,0.23077,1.0,0.5,0.80952,,,-0.01,0.00873,-0.00053,-0.01231,-0.01376,-0.00468
18,18432,-4.78682,299.0,0.0,0.01429,0.881449,-0.003618,0.01481,0.001303,0.219723,0.010951,0.938925,-2.905409,2.28556,-2.95448,2.444153,4.0,0.00029826,5,915,0.21022,0.29515,0.24286,1.0,1.0,0.68571,,,-0.01,0.01005,-0.00199,-0.01278,-0.00924,-0.01367
19,19456,-5.06961,360.33333,0.0,0.0137,0.889795,-0.003587,0.024661,0.002246,0.210479,0.024588,0.9133,-2.910812,2.435711,-3.040922,2.681288,4.0,0.00029816,3,930,0.20379,0.28576,0.24658,1.0,1.0,0.85,,,-0.01,0.01047,-0.00048,-0.0244,-0.01061,-0.009
20,20480,-6.89038,337.5,0.0,0.01333,0.762844,-0.005402,0.026791,0.002445,0.227011,0.030552,0.911278,-3.09248,2.5532,-3.236813,2.802502,4.0,0.00029805,2,964,0.19986,0.2943,0.25333,1.0,0.5,0.66667,,,-0.01,0.00714,0.00094,-0.02286,-0.01388,-0.00495
21,21504,-5.82702,450.0,0.0,0.01316,0.770398,-0.006692,0.021314,0.002808,0.281619,0.041469,0.92767,-3.362242,2.505187,-3.463814,2.807626,4.0,0.00029795,1,973,0.1854,0.26131,0.26316,1.0,1.0,0.5625,,,-0.01,0.00896,-0.00019,-0.02271,-0.00575,0.0
22,22528,-4.52283,393.75,0.0,0.0125,0.941717,-0.006764,0.023643,0.003211,0.253102,0.041434,0.930003,-3.658547,2.709964,-3.717486,2.982399,4.0,0.00029785,4,916,0.20851,0.28169,0.275,1.0,1.0,0.60606,,,-0.01,0.01,0.00024,-0.02088,-0.01081,-0.00857
23,23552,-6.01069,237.5,0.0,0.01163,1.2478,-0.005631,0.029883,0.002779,0.241735,0.035121,0.924569,-3.753942,2.899929,-3.84814,3.142067,4.0,0.00029775,6,850,0.21853,0.29821,0.27907,1.0,1.0,0.64706,,,-0.01,0.0081,0.00495,-0.02115,-0.01219,-0.0132
24,24576,11.92122,275.25,0.25,0.02222,1.186426,-0.003997,1.722396,0.002547,0.721353,0.034912,0.066521,-3.80221,2.549008,-2.774252,7.18118,4.0,0.00029764,4,838,0.20913,0.29649,0.27778,0.5,0.75,0.41026,,,-0.01,0.00967,0.00208,-0.01576,-0.00731,0.1063
25,25600,-4.99301,180.0,0.0,0.02151,0.801989,-0.004888,0.042626,0.00251,0.238902,0.029646,0.885427,-2.602122,2.812626,-2.56847,2.80915,4.0,0.00029754,3,919,0.19747,0.27332,0.26882,0.5,1.0,0.42105,,,-0.01,0.00892,-0.00074,-0.01941,-0.01027,-0.01435
26,26624,11.37643,257.25,0.25,0.03093,1.091048,-0.001266,1.265403,0.002208,0.622799,0.031982,0.141906,-2.262813,2.989864,-1.422469,6.591748,4.0,0.00029744,4,848,0.20999,0.29118,0.26804,0.33333,1.0,0.51515,,,-0.01,0.01011,0.00282,-0.01449,-0.00099,0.10953
27,27648,24.1236,292.0,0.4,0.05,1.129751,-0.002864,2.378506,0.001666,1.721751,0.017229,0.10368,-1.370675,2.71412,0.849383,9.726845,4.0,0.00029734,5,866,0.22526,0.31082,0.26,0.2,0.8,0.575,,,-0.01,0.01024,0.00213,-0.014,-0.00911,0.24326
28,28672,45.06269,140.0,0.66667,0.07,0.837427,-0.001706,1.686893,0.001286,0.884748,0.009521,0.175529,2.707685,3.440659,5.072853,9.867185,4.0,0.00029724,3,938,0.19681,0.28609,0.23,0.14286,0.66667,0.27273,,,-0.01,0.01019,0.00658,-0.02274,-0.0095,0.3143
29,29696,-3.71547,312.2,0.0,0.07,0.917518,-0.003352,0.128276,0.002461,0.468072,0.028425,0.770367,6.008061,5.290269,5.988966,5.104193,4.0,0.00029713,5,924,0.19158,0.26647,0.23,0.14286,0.8,0.42105,,,-0.01,0.01029,0.00377,-0.02254,-0.00532,-0.00842
30,30720,9.53272,263.4,0.2,0.08,0.928595,-0.002465,0.634446,0.001961,0.415082,0.019287,0.428323,6.75935,4.741148,7.750289,8.066588,4.0,0.00029703,5,923,0.18341,0.26051,0.24,0.125,0.4,0.42553,,,-0.01,0.01034,0.00354,-0.02373,-0.00491,0.13507
31,31744,-3.09881,122.0,0.0,0.08,0.891343,-0.004909,0.099668,0.003114,0.579185,0.047433,0.779907,7.954885,5.355217,7.730096,5.193461,4.0,0.00029693,2,936,0.19951,0.284,0.23,0.125,1.0,0.0,,,-0.01,0.01035,0.00649,-0.02346,-0.00981,-0.00863
32,32768,16.22213,424.66667,0.33333,0.09,0.976449,-0.000955,0.408927,0.002034,0.466246,0.024798,0.390734,8.70498,4.940947,9.874061,7.139907,4.0,0.00029683,3,885,0.2089,0.28913,0.25,0.11111,1.0,0.54839,,,-0.01,0.01143,0.0064,-0.02739,-0.00421,0.12402
33,33792,13.78975,236.0,0.25,0.1,1.151895,-0.001619,0.386878,0.003038,0.280011,0.046387,0.531739,8.363575,5.335052,9.102946,8.272761,4.0,0.00029672,4,860,0.2162,0.29959,0.26,0.1,1.0,0.34211,,,-0.01,0.00996,0.00549,-0.02461,-0.00234,0.1095
34,34816,36.27341,328.2,0.6,0.12,1.304323,-0.002274,0.766875,0.003152,1.233212,0.033238,0.4118,8.106612,5.334704,11.279128,11.435811,4.0,0.00029662,5,830,0.22006,0.30912,0.28,0.07692,1.0,0.30097,,,-0.01,0.00905,0.00797,-0.02217,0.00105,0.30491
35,35840,nan,nan,0.0,0.12,1.096698,-0.004667,0.119873,0.003078,0.876838,0.039621,0.794307,15.864805,7.972782,16.392033,7.594096,4.0,0.00029652,0,895,0.22868,0.32213,0.28,0.07692,0.0,0.0,,,-0.01,0.00539,0.01239,-0.03005,0.00178,0.0
36,36864,61.53971,304.0,1.0,0.16,1.285371,-0.002843,0.511587,0.00207,0.436956,0.015381,0.537121,15.782339,8.20418,18.469296,12.159778,4.0,0.00029642,4,861,0.2026,0.29431,0.26,0.05882,0.75,0.30769,,,-0.01,0.00773,0.00892,-0.02422,0.00055,0.38973
37,37888,19.51787,295.33333,0.33333,0.18,1.177059,-0.004692,0.274358,0.003802,0.30336,0.049735,0.630312,20.382816,8.925647,22.5772,11.135489,4.0,0.00029631,6,867,0.19001,0.2779,0.29,0.05263,0.66667,0.28873,,,-0.01,0.00854,0.00776,-0.02165,0.00131,0.21773
38,38912,58.94536,204.42857,0.85714,0.24,1.493634,-0.004545,0.318623,0.005029,0.881292,0.072789,0.637536,20.711857,8.829239,26.139404,13.642001,4.0,0.00029621,7,801,0.17334,0.26315,0.3,0.08,0.71429,0.31818,,,-0.01,0.00994,0.00871,-0.01992,0.00543,0.51328
39,39936,69.87116,146.16667,1.0,0.3,1.346644,-0.003733,0.185363,0.003376,0.671675,0.041992,0.739591,26.359165,10.943549,31.583988,13.058221,4.0,0.00029611,6,824,0.17179,0.26808,0.3,0.09677,0.66667,0.3012,,,-0.01,0.01075,0.01068,-0.02125,0.00392,0.55467
40,40960,51.6506,130.25,0.75,0.33,1.111359,-0.002777,0.13912,0.002723,0.574889,0.026088,0.727144,33.013214,11.470317,34.685459,12.292896,4.0,0.00029601,4,894,0.17507,0.27505,0.3,0.11765,0.75,0.28814,,,-0.01,0.00722,0.01127,-0.02429,0.00308,0.33832
41,41984,69.24548,161.66667,1.0,0.36,1.0571,-0.005316,0.070597,0.002532,0.816741,0.035645,0.80545,40.693424,10.036997,41.951862,10.816339,4.0,0.0002959,3,939,0.1966,0.3009,0.29,0.10811,0.0,0.26154,,,-0.01,0.00676,0.01275,-0.03009,-0.00098,0.36774
42,43008,36.98201,300.14286,0.57143,0.4,0.987667,-0.002541,0.074423,0.001918,0.234677,0.017578,0.721574,36.631523,9.941991,39.637585,10.708057,4.0,0.0002958,7,892,0.16062,0.25727,0.3,0.09756,0.85714,0.37931,,,-0.01,0.01015,0.0101,-0.02621,0.00674,0.46549
43,44032,51.74801,153.125,0.75,0.46,1.0959,-0.002975,0.092981,0.004046,0.193404,0.038191,0.664844,39.814426,8.807029,43.4674,11.837079,4.0,0.0002957,8,824,0.14458,0.23534,0.28,0.08511,0.375,0.26923,,,-0.01,0.01139,0.00874,-0.01992,-0.00304,0.59912
44,45056,58.37419,112.16667,0.83333,0.51,1.005031,-0.001918,0.08819,0.002073,0.281098,0.016148,0.61992,44.423828,9.98244,46.581692,11.586532,4.0,0.0002956,6,861,0.15398,0.24108,0.24,0.07692,0.66667,0.4375,,,-0.01,0.00973,0.00396,-0.02197,0.00622,0.56005
45,46080,61.61686,147.55556,0.88889,0.58,1.219595,-0.002266,0.083305,0.002465,0.421202,0.015241,0.657639,51.259792,11.528775,53.313229,12.36231,4.0,0.00029549,9,823,0.16483,0.26126,0.21,0.06667,0.66667,0.375,,,-0.01,0.00794,0.01023,-0.02259,0.00612,0.76267
46,47104,71.30934,104.5,1.0,0.63,1.217398,-0.003627,0.024266,0.003303,0.40284,0.031076,0.777196,53.654255,8.687662,55.44619,8.722569,4.0,0.00029539,6,809,0.16012,0.25982,0.21,0.06061,0.5,0.40476,,,-0.01,0.00754,0.00738,-0.02173,0.00494,0.565
47,48128,52.1884,191.25,0.75,0.65,0.924916,-0.00404,0.018613,0.002054,0.503695,0.029053,0.822425,54.190548,8.205828,54.288593,8.514412,4.0,0.00029529,4,904,0.1844,0.26759,0.2,0.05797,0.25,0.39583,,,-0.01,0.00802,0.00063,-0.02681,0.00731,0.37272
48,49152,51.86615,155.75,0.75,0.68,0.98433,-0.001853,0.052873,0.002413,0.471756,0.019741,0.589248,53.600029,7.70129,53.454071,10.463932,4.0,0.00029519,8,850,0.16971,0.25192,0.2,0.06667,0.75,0.5375,,,-0.01,0.00891,0.00349,-0.02283,0.00229,0.65744
49,50176,67.80335,170.6,1.0,0.72,1.101198,-0.004827,0.019398,0.003738,0.312915,0.0497,0.806648,53.412022,9.209609,54.161842,9.551519,4.0,0.00029508,5,866,0.18281,0.27086,0.17,0.0625,0.8,0.48684,,,-0.01,0.00591,0.00243,-0.02401,0.00697,0.51271
50,51200,48.82702,254.75,0.75,0.75,1.220802,-0.004378,0.013852,0.004431,0.402743,0.056676,0.869429,54.298931,9.116678,53.934639,9.704803,4.0,0.00029498,4,846,0.20008,0.29163,0.16,0.06024,0.25,0.46154,,,-0.01,0.00791,0.00526,-0.02515,0.00075,0.28316
51,52224,26.33442,242.5,0.5,0.76,1.308777,-0.001465,0.033305,0.002949,0.474425,0.02424,0.746803,55.282017,9.511345,53.599182,11.173717,4.0,0.00029488,2,865,0.22449,0.3247,0.15,0.05952,1.0,0.60976,,,-0.01,0.00614,0.00056,-0.02655,-0.00278,0.08658
52,53248,49.28767,296.0,0.83333,0.79,1.496598,-0.004177,0.01595,0.00367,0.238136,0.033203,0.73232,54.323303,8.777471,54.956398,8.332051,4.0,0.00029478,6,812,0.22725,0.32445,0.14,0.05618,0.5,0.57203,,,-0.01,0.00706,0.00698,-0.02752,0.00083,0.40076
53,54272,38.62366,315.33333,0.66667,0.8,1.45234,-0.005024,0.010489,0.003918,0.41404,0.056292,0.846036,55.114979,7.637246,54.00246,7.99926,4.0,0.00029468,3,814,0.21793,0.31745,0.13,0.05495,0.66667,0.57297,,,-0.01,0.00655,0.00176,-0.0226,-0.00176,0.16585
54,55296,17.09469,237.0,0.33333,0.78,1.295571,-0.001069,0.043682,0.001936,0.461772,0.012451,0.595607,52.037357,7.375304,49.700169,11.088359,4.0,0.00029457,3,851,0.20585,0.30676,0.13,0.05435,1.0,0.55172,,,-0.01,0.00606,0.0114,-0.02342,-0.00477,0.09187
55,56320,64.033,244.2,1.0,0.79,1.311941,-0.002979,0.024634,0.00175,0.153869,0.012347,0.603543,49.209831,8.737482,49.993679,8.712246,4.0,0.00029447,5,848,0.21104,0.30993,0.12,0.07216,1.0,0.46667,,,-0.01,0.00679,0.00828,-0.02179,-0.00143,0.46554
56,57344,17.25859,305.0,0.33333,0.79,1.369852,-0.001702,0.027471,0.002616,0.339119,0.021589,0.614723,51.478519,7.000923,49.822998,8.958804,4.0,0.00029437,3,847,0.22933,0.34008,0.12,0.07143,0.66667,0.43262,,,-0.01,0.00753,0.01092,-0.02093,-0.00172,0.08523
57,58368,64.63556,228.0,1.0,0.81,1.068226,-0.003557,0.014588,0.002709,0.20969,0.030901,0.627484,47.788975,6.118922,47.710457,6.837767,4.0,0.00029427,4,868,0.23239,0.33669,0.1,0.06,0.5,0.5,,,-0.01,0.00571,0.00648,-0.02577,0.00121,0.43422
58,59392,64.75236,254.0,1.0,0.81,1.065729,-0.002445,0.007275,0.001507,0.229515,0.012939,0.828154,47.378658,6.610958,46.79834,7.080285,4.0,0.00029416,2,905,0.24869,0.35563,0.1,0.06,1.0,0.42857,,,-0.01,0.00599,0.00392,-0.03012,-0.00226,0.23304
59,60416,39.27375,339.33333,0.66667,0.8,1.156543,-0.003045,0.009411,0.002421,0.181048,0.027588,0.766733,46.527882,6.507659,46.409782,7.007039,4.0,0.00029406,3,876,0.21181,0.30399,0.11,0.06,0.33333,0.45033,,,-0.01,0.00718,0.00688,-0.02443,0.00301,0.20115
60,61440,32.78816,316.4,0.6,0.78,1.242098,-0.002006,0.036834,0.002531,0.271059,0.026646,0.507572,47.107952,6.260075,45.764702,9.729585,4.0,0.00029396,5,855,0.21871,0.32027,0.11,0.06,1.0,0.54545,,,-0.01,0.00675,0.00612,-0.02451,-0.00015,0.26407
61,62464,63.35768,241.0,1.0,0.79,1.234859,-0.003198,0.01921,0.003424,0.179494,0.036377,0.630512,45.435627,6.916336,45.719097,8.068005,4.0,0.00029386,4,847,0.21821,0.31896,0.11,0.06,0.75,0.54015,,,-0.01,0.00636,0.00435,-0.02504,-0.00153,0.38007
62,63488,53.30286,217.4,0.8,0.8,1.15297,-0.002352,0.018466,0.002138,0.149501,0.018869,0.627206,44.750038,6.581283,45.444912,7.961462,4.0,0.00029375,5,852,0.21485,0.30458,0.1,0.06,1.0,0.46324,,,-0.01,0.00662,0.00571,-0.02493,0.00549,0.3993
63,64512,55.41243,210.33333,0.83333,0.81,1.204115,-0.006366,0.017715,0.005496,0.233573,0.080497,0.638117,45.413025,6.140212,46.523556,7.803349,4.0,0.00029365,6,844,0.20136,0.29328,0.1,0.06,0.5,0.45098,,,-0.01,0.00638,0.00911,-0.02505,0.00393,0.47695
64,65536,55.08177,192.8,0.8,0.81,0.981554,-0.003835,0.018525,0.00224,0.185686,0.026053,0.628959,46.062969,6.343834,46.729378,7.963677,4.0,0.00029355,5,886,0.20919,0.31245,0.1,0.07,0.8,0.46465,,,-0.01,0.0067,0.00753,-0.02265,-0.00316,0.48158
65,66560,37.7567,229.8,0.6,0.79,0.95528,-0.00144,0.032036,0.003093,0.174485,0.034284,0.450859,46.75827,5.941599,46.245884,8.492992,4.0,0.00029345,5,885,0.18064,0.26425,0.11,0.06,0.8,0.5,,,-0.01,0.00724,0.00747,-0.0251,-0.00117,0.34088
66,67584,44.18655,257.66667,0.66667,0.79,0.989144,-0.003393,0.007546,0.001839,0.189582,0.01845,0.80067,47.492126,6.558859,47.588551,6.883213,4.0,0.00029334,3,887,0.19126,0.27517,0.12,0.06,1.0,0.425,,,-0.01,0.00774,0.006,-0.02206,0.00077,0.22534
67,68608,68.91614,138.6,1.0,0.8,1.042351,-0.004527,0.016922,0.002429,0.192524,0.023542,0.607189,47.473209,5.948273,48.583549,7.45396,4.0,0.00029324,5,865,0.17844,0.27252,0.12,0.05,0.8,0.36111,,,-0.01,0.00798,0.01017,-0.02328,0.00505,0.52374
68,69632,33.33552,286.83333,0.5,0.77,1.063492,-0.004918,0.012145,0.003653,0.198379,0.05249,0.726433,48.435131,6.385751,48.935051,7.5609,4.0,0.00029314,6,858,0.17096,0.25717,0.15,0.05,0.66667,0.39744,,,-0.01,0.00685,0.00981,-0.02488,0.00674,0.30869
69,70656,56.36294,120.8,0.8,0.76,1.097107,-0.002546,0.024714,0.002623,0.175495,0.025391,0.645762,48.700153,7.035443,48.980934,9.583274,4.0,0.00029304,5,863,0.18414,0.27516,0.15,0.05,0.6,0.25758,,,-0.01,0.00812,0.01258,-0.02349,0.0047,0.41438
70,71680,41.78329,159.25,0.625,0.74,0.996519,-0.002887,0.041314,0.00243,0.155301,0.022531,0.479796,47.699261,6.379429,47.810303,10.144417,4.0,0.00029293,8,859,0.17241,0.26787,0.15,0.05,0.875,0.33793,,,-0.01,0.00864,0.01307,-0.0225,-0.00157,0.53426
71,72704,54.60469,163.22222,0.77778,0.75,1.052316,-0.002134,0.03101,0.0017,0.161574,0.019601,0.631071,48.410587,7.607513,49.427593,10.896654,4.0,0.00029283,9,837,0.19493,0.28338,0.14,0.05,0.44444,0.27273,,,-0.01,0.00912,0.0083,-0.02199,0.00263,0.72724
72,73728,57.57809,128.83333,0.83333,0.75,0.950344,-0.001515,0.035046,0.001223,0.151321,0.010219,0.623804,48.239895,8.436339,48.975258,11.06013,4.0,0.00029273,6,863,0.20175,0.28456,0.14,0.05,0.83333,0.42623,,,-0.01,0.01104,0.00431,-0.02506,-0.00039,0.56838
73,74752,59.39538,181.875,0.875,0.76,1.110228,-0.003615,0.018257,0.00349,0.260556,0.042201,0.767642,50.106503,9.450418,52.122231,10.129845,4.0,0.00029263,8,837,0.188,0.27408,0.13,0.05,0.75,0.5,,,-0.01,0.01008,0.00329,-0.02263,0.0041,0.69424
74,75776,54.8557,131.0,0.8,0.77,1.120969,-0.001609,0.028421,0.001951,0.153973,0.018415,0.670192,52.794319,8.6906,52.79488,10.704463,4.0,0.00029252,5,842,0.18963,0.28383,0.13,0.05,0.6,0.40541,,,-0.01,0.00999,0.00997,-0.02264,-0.0001,0.39741
75,76800,69.86038,140.4,1.0,0.79,1.012612,-0.004097,0.010738,0.002595,0.181714,0.035645,0.825462,53.364483,8.226903,54.342957,8.896231,4.0,0.00029242,5,882,0.20048,0.28973,0.12,0.04,0.6,0.36842,,,-0.01,0.00706,0.01061,-0.02171,0.00648,0.54412
76,77824,69.37986,152.0,1.0,0.79,0.883075,-0.006359,0.005909,0.003615,0.227676,0.048793,0.905754,54.295403,9.530761,54.31509,9.67767,4.0,0.00029232,3,931,0.19155,0.27752,0.12,0.04,0.33333,0.3125,,,-0.01,0.0063,0.00481,-0.02359,0.00547,0.36696
77,78848,60.28939,183.5,0.875,0.79,0.825183,-0.002956,0.009026,0.002761,0.172779,0.025984,0.832,52.9403,7.765313,53.798565,8.594906,4.0,0.00029222,8,894,0.17454,0.26305,0.12,0.04,0.25,0.43448,,,-0.01,0.00777,0.00678,-0.02283,0.00305,0.85954
78,79872,40.16387,244.2,0.6,0.79,0.660404,-0.002904,0.008731,0.002833,0.149697,0.033343,0.830081,51.766644,7.535337,51.874634,8.472714,4.0,0.00029212,5,932,0.1771,0.23999,0.14,0.04,0.2,0.4381,,,-0.01,0.00882,0.00181,-0.018,-0.0022,0.44749
79,80896,35.21935,273.5,0.5,0.78,0.692679,-0.003233,0.006326,0.001897,0.203254,0.018206,0.883049,54.643776,8.082407,54.144382,8.464976,4.0,0.00029201,2,940,0.19671,0.27775,0.15,0.04,0.5,0.5,,,-0.01,0.00758,0.00018,-0.02759,0.00021,0.14832
80,81920,33.95778,299.0,0.5,0.77,0.686364,-0.004997,0.003688,0.003124,0.257202,0.042934,0.945974,55.451172,9.476966,54.503445,9.45114,4.0,0.00029191,2,967,0.19132,0.26671,0.16,0.04,1.0,0.47059,,,-0.01,0.00643,0.00345,-0.03334,5e-05,0.15625
81,82944,52.70111,192.5,0.75,0.77,0.86909,-0.003223,0.006937,0.002402,0.198616,0.02839,0.871213,56.099243,8.438973,55.770985,8.66198,4.0,0.00029181,4,901,0.17285,0.25841,0.16,0.04,0.5,0.5102,,,-0.01,0.00671,0.00716,-0.02965,0.00166,0.37308
82,83968,33.87727,291.77778,0.55556,0.75,0.990533,-0.002937,0.010388,0.002197,0.154073,0.028948,0.730222,56.719769,6.732727,57.078587,7.299763,4.0,0.00029171,9,807,0.16741,0.24797,0.18,0.02,0.44444,0.51293,,,-0.01,0.009,0.00326,-0.02222,0.00221,0.49761
83,84992,70.37918,117.6,1.0,0.75,0.818467,-0.002057,0.008755,0.001568,0.151211,0.012172,0.781712,57.059074,7.040158,57.173065,7.376721,4.0,0.0002916,5,890,0.17073,0.25392,0.18,0.02,0.6,0.57317,,,-0.01,0.00849,0.00243,-0.01886,0.00228,0.64231
84,86016,44.77473,173.0,0.66667,0.76,0.85899,-0.001275,0.023571,0.001895,0.261508,0.021031,0.67498,57.559013,7.796185,56.07761,10.051485,4.0,0.0002915,3,889,0.16852,0.24049,0.17,0.02,0.66667,0.63043,,,-0.01,0.00675,0.00238,-0.02264,0.00321,0.25405
85,87040,15.12909,374.25,0.25,0.74,0.894716,-0.006782,0.004621,0.003917,0.280851,0.05113,0.926921,57.712189,8.563231,56.728424,8.795006,4.0,0.0002914,4,912,0.18018,0.27557,0.19,0.02,0.5,0.4434,,,-0.01,0.0052,0.01742,-0.02632,0.00011,0.12164
86,88064,47.98251,191.0,0.75,0.73,0.869327,-0.001844,0.02532,0.003096,0.287465,0.036377,0.681112,56.607029,8.018506,54.83279,10.390127,4.0,0.0002913,4,889,0.20913,0.28429,0.19,0.02,1.0,0.46667,,,-0.01,0.00607,0.00212,-0.02855,-0.00289,0.3467
87,89088,51.59374,242.4,0.8,0.75,1.05296,-0.004457,0.008614,0.003559,0.199536,0.041957,0.840033,56.875294,8.338283,56.576527,8.57777,4.0,0.00029119,5,846,0.18861,0.26746,0.17,0.02,0.6,0.48062,,,-0.01,0.00956,0.00553,-0.02517,0.00329,0.39595
