iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
158,161792,30.4748,124.4,0.9,0.88,1.100394,-0.081729,23.882152,0.000533,3338,0.13745,-0.01,0.0092,-0.00205,-0.00132,0.0015,0.3788
159,162816,46.9206,105.75,1.0,0.89,1.113123,0.037922,14.99464,0.000544,3181,0.14675,-0.01,0.00901,-0.00247,-0.00251,0.00326,0.40499
160,163840,32.91766,117.0,0.88889,0.89,1.134518,-0.000206,18.271362,0.000225,3209,0.14246,-0.01,0.00852,-0.00036,-0.00176,-0.00365,0.33387
161,164864,29.96171,113.25,0.875,0.89,1.090526,0.000583,20.175057,0.00047,3339,0.15058,-0.01,0.00862,-0.00111,-0.00311,-0.00771,0.28266
162,165888,41.66457,128.25,0.875,0.89,1.150972,0.000222,16.112509,0.000174,3162,0.14546,-0.01,0.01017,-0.00195,-0.0015,0.00483,0.35416
163,166912,32.12534,114.5,0.9,0.89,1.073662,0.035195,22.788493,6.6e-05,3169,0.14078,-0.01,0.00918,-0.00185,-0.00184,-0.00621,0.38496
164,167936,28.31299,112.22222,0.77778,0.89,1.11036,-0.000852,25.120301,0.000468,3178,0.13732,-0.01,0.00929,-0.00207,-0.00229,-0.02246,0.31918
165,168960,49.12639,100.5,1.0,0.89,1.066384,-0.023391,13.900431,0.000311,2970,0.14765,-0.01,0.00857,-0.002,-0.00239,0.00356,0.41601
166,169984,26.74307,128.9,0.7,0.88,1.089394,0.000541,23.766431,0.000198,3024,0.13636,-0.01,0.00872,-0.00152,-0.00174,-0.01473,0.31737
167,171008,34.89717,100.0,0.85714,0.88,1.065484,0.000194,22.669454,0.000365,3113,0.17282,-0.01,0.00893,-0.00195,-0.00254,-0.02312,0.30068
168,172032,32.6003,139.25,0.875,0.88,1.17417,-0.284281,26.918146,0.000321,3342,0.1517,-0.01,0.00814,-0.00332,-0.00121,0.00327,0.35606
169,173056,24.3567,156.85714,0.85714,0.87,1.04705,0.004157,10.693345,0.000224,3223,0.14883,-0.01,0.00671,-0.00303,-0.00253,0.00129,0.21161
170,174080,38.97356,118.42857,1.0,0.88,1.166532,-0.000505,24.35844,0.000547,3318,0.14557,-0.01,0.00875,-0.00566,-0.00142,0.002,0.34353
171,175104,27.55253,150.4,1.0,0.88,0.991737,-0.113861,23.907916,0.000124,3338,0.14219,-0.01,0.00995,-0.00267,-0.00032,-0.01598,0.39449
172,176128,39.18393,95.28571,0.85714,0.88,1.030106,0.037574,15.854675,0.000273,3018,0.15015,-0.01,0.0086,-0.00262,-0.00237,-0.00624,0.30602
173,177152,36.13176,112.75,1.0,0.89,1.090566,0.000324,17.839721,0.000276,3177,0.14908,-0.01,0.00873,-0.00484,-0.00098,-0.01872,0.34101
174,178176,32.90114,111.25,0.83333,0.88,0.982455,-0.00012,21.600509,9.6e-05,3030,0.14077,-0.01,0.00645,-0.00481,-0.00235,-0.01384,0.4892
175,179200,33.68179,121.625,0.75,0.87,1.035716,0.188137,41.476069,0.00021,2871,0.14312,-0.01,0.00865,-0.00295,-0.00217,-0.0027,0.29952
176,180224,39.27526,109.33333,0.88889,0.88,1.145787,0.034456,27.97958,0.000172,3214,0.1413,-0.01,0.0085,-0.00287,-0.0019,-0.00808,0.43919
177,181248,29.87382,129.11111,0.77778,0.86,1.022743,-0.000508,23.364573,4.2e-05,2942,0.13568,-0.01,0.00965,-0.00288,-0.00201,-0.00201,0.32011
178,182272,20.70975,96.11111,0.66667,0.86,1.053949,0.040523,44.017635,0.000217,3193,0.14458,-0.01,0.00888,-0.00382,-0.0009,-0.0508,0.26003
179,183296,31.67551,113.44444,1.0,0.87,1.096349,-0.000207,23.805738,0.000139,3337,0.1413,-0.01,0.00864,-0.00371,-0.00183,0.00224,0.38279
180,184320,37.81728,118.0,0.9,0.88,1.019236,-5e-06,17.400383,0.000239,2927,0.15139,-0.01,0.00722,-0.00086,-0.00189,0.00314,0.4202
181,185344,26.76104,114.8,0.8,0.86,0.978846,-0.000594,31.857749,0.000155,3143,0.14837,-0.01,0.00823,-0.00074,-0.00198,-0.01684,0.33873
182,186368,43.82021,99.22222,1.0,0.86,1.012244,0.007044,19.013331,8.5e-05,2846,0.1526,-0.01,0.00862,-0.00335,-0.00229,0.00221,0.42011
183,187392,37.09975,102.25,0.875,0.86,1.035494,-0.00037,20.542067,0.000139,2977,0.15989,-0.01,0.00809,-0.00405,-0.0024,-0.00273,0.3368
184,188416,30.60978,123.9,0.8,0.85,1.026176,-0.067209,19.658924,0.000384,3072,0.14192,-0.01,0.00919,-0.00326,-0.00122,-0.00783,0.3677
185,189440,28.44906,130.25,1.0,0.86,1.080009,0.000215,22.164926,0.000311,3289,0.14286,-0.01,0.00954,-0.00482,-0.00159,0.00195,0.28387
186,190464,40.95785,119.75,1.0,0.88,1.077974,0.000363,30.039456,0.000266,3208,0.1429,-0.01,0.0093,-0.00591,-0.00196,-0.01528,0.3981
187,191488,18.56829,116.0,0.8,0.87,0.998088,0.000132,30.862338,0.000374,3311,0.12909,-0.01,0.00971,-0.00783,-0.00103,-0.01448,0.28057
188,192512,39.12823,110.9,0.9,0.88,1.006859,-0.101372,21.985467,0.000783,2914,0.13379,-0.01,0.00846,-0.00322,-0.00169,-0.00568,0.439
189,193536,43.43078,103.11111,1.0,0.91,1.008688,0.077847,17.944707,0.001252,2863,0.14301,-0.01,0.00903,-0.00315,-0.00161,0.00386,0.4256
190,194560,30.4457,100.14286,0.85714,0.9,1.12589,-0.054237,23.59394,0.000132,3157,0.15704,-0.01,0.00899,-0.00267,-0.0027,-0.03126,0.26339
191,195584,38.22022,125.0,1.0,0.91,1.106791,-0.000123,21.548296,0.000329,3194,0.13986,-0.01,0.00959,-0.00397,-0.00055,0.00361,0.4674
192,196608,34.66702,108.375,0.875,0.91,1.065749,-0.0015,22.303359,0.000498,3555,0.14131,-0.01,0.00997,-0.0037,-0.00248,-0.00767,0.35716
193,197632,27.26031,105.07692,0.76923,0.89,1.030768,0.000243,26.061774,0.000156,3174,0.14589,-0.01,0.00969,-0.00068,-0.00155,-0.01692,0.42166
194,198656,32.37221,97.11111,0.77778,0.89,1.033946,-0.000161,28.141706,0.000163,3276,0.15011,-0.01,0.00806,-0.00199,-0.0016,-0.04329,0.34222
195,199680,36.74277,91.0,0.8,0.88,1.034011,-0.141086,31.241162,0.000414,3125,0.1446,-0.01,0.00888,-0.00076,-0.00198,-0.01172,0.41292
196,200704,22.74619,119.55556,0.66667,0.85,0.96508,-7.1e-05,33.244347,4.8e-05,3471,0.14106,-0.01,0.00808,-0.0041,-0.00215,-0.05761,0.30935
197,201728,25.12889,107.44444,0.88889,0.86,1.0168,-0.002398,29.125282,0.001013,3432,0.14069,-0.01,0.00954,-0.00138,-0.00068,-0.00954,0.31716
198,202752,22.0732,96.7,0.6,0.82,0.976344,-0.032102,33.609134,0.001816,3494,0.14548,-0.01,0.00911,-0.00368,-0.00161,-0.03623,0.31932
199,203776,10.15726,114.27273,0.45455,0.77,0.977626,0.053156,45.26737,0.000295,3309,0.1264,-0.01,0.00951,0.00071,-0.00157,-0.03944,0.18179
200,204800,30.18485,89.91667,0.75,0.75,0.971775,-0.007737,36.845403,0.000743,3162,0.12861,-0.01,0.00966,0.00069,-0.00102,-0.02103,0.42005
201,205824,34.83461,95.11111,0.88889,0.74,1.00191,2.9e-05,33.071784,0.000216,3371,0.13213,-0.01,0.01016,-0.00211,-0.0014,-0.04882,0.39339
202,206848,32.79121,99.7,0.9,0.75,0.906345,0.098594,24.880529,0.000127,3444,0.12998,-0.01,0.00713,-0.00133,-0.00107,-0.00891,0.41763
203,207872,29.80612,122.22222,0.77778,0.75,1.017518,-0.000932,35.888564,0.000228,3241,0.15245,-0.01,0.01012,-0.0019,-0.00213,-0.00559,0.33064
204,208896,29.20366,96.90909,0.81818,0.75,1.004363,-0.000465,29.483323,0.000234,3236,0.1446,-0.01,0.00905,-0.00051,-0.00227,-0.01661,0.39169
205,209920,39.92594,106.375,1.0,0.77,1.071499,-0.000809,22.960818,0.000428,3541,0.1457,-0.01,0.00889,-0.00509,-0.0012,0.00358,0.40058
206,210944,28.78485,121.57143,0.71429,0.77,1.090213,-0.000984,20.739548,0.00054,3543,0.15868,-0.01,0.00672,-0.00587,-0.0029,-0.00706,0.25879
207,211968,34.91392,125.66667,0.88889,0.77,0.988758,0.051947,17.374811,0.00016,3203,0.15107,-0.01,0.0067,-0.00192,-0.00263,0.00175,0.34753
208,212992,35.55659,127.0,0.85714,0.78,1.062583,-0.000535,24.628099,0.000128,3586,0.15804,-0.01,0.00928,-0.00392,-0.00196,0.00147,0.31529
209,214016,32.13038,147.75,0.875,0.81,1.055479,0.109601,36.742571,0.000668,3647,0.1479,-0.01,0.0094,-0.0048,-0.00171,-0.02365,0.35699
210,215040,38.85504,99.75,1.0,0.85,1.092759,-0.024563,17.313392,0.00025,3873,0.15352,-0.01,0.00765,-0.00604,-0.00169,0.00195,0.43378
211,216064,21.31331,143.9,0.8,0.87,1.08541,-0.068439,19.652496,0.000289,3366,0.15093,-0.01,0.00777,-0.00245,-0.00173,-0.00665,0.29858
212,217088,29.73182,122.77778,0.77778,0.85,1.03032,0.215523,42.119292,0.000436,3277,0.14166,-0.01,0.00821,-0.00247,-0.00229,-0.00838,0.32392
213,218112,24.88362,96.1,0.8,0.85,1.021852,-0.035467,26.380698,0.000329,3326,0.14286,-0.01,0.00845,-0.00144,-0.00192,-0.017,0.3122
214,219136,28.72612,101.44444,0.77778,0.84,1.020411,-0.000762,30.20574,0.00018,3474,0.15239,-0.01,0.00919,-0.0051,-0.00209,-0.01945,0.33924
215,220160,23.71336,100.90909,0.81818,0.84,0.980119,-4.9e-05,30.307511,0.000255,3082,0.13791,-0.01,0.00898,-0.00239,-0.00163,-0.01238,0.31624
216,221184,41.96377,101.09091,1.0,0.85,1.006781,0.000635,19.393713,0.000641,3025,0.14494,-0.01,0.00916,-0.00384,-0.00152,0.00281,0.49883
217,222208,29.42859,89.625,0.75,0.85,0.984738,-0.143714,26.987419,5.1e-05,3103,0.15124,-0.01,0.00881,-0.00474,-0.00235,-0.01544,0.2906
218,223232,42.00509,99.27273,1.0,0.87,1.095649,-0.09286,20.984241,0.000259,3029,0.15009,-0.01,0.00827,-0.00626,-0.00191,0.00471,0.53681
219,224256,24.14936,126.375,0.75,0.85,1.075434,-0.032937,25.194897,0.000263,3380,0.15036,-0.01,0.01075,-0.00962,-0.00176,-0.02442,0.28987
220,225280,36.52151,126.44444,0.88889,0.85,1.11306,0.092212,20.89378,0.000132,3042,0.14549,-0.01,0.00888,-0.00383,-0.00197,0.00346,0.37998
221,226304,30.95381,114.7,0.9,0.86,0.984319,-0.000411,28.537201,6.2e-05,3081,0.13852,-0.01,0.00939,-0.00148,-0.00201,-0.00954,0.38507
222,227328,38.23598,111.33333,1.0,0.87,1.163521,0.020405,15.777389,0.000462,3297,0.157,-0.01,0.00951,-0.00729,-0.00344,0.00448,0.41314
223,228352,42.46996,96.66667,1.0,0.88,1.146225,0.00398,16.486417,0.000303,3146,0.1411,-0.01,0.00819,0.00053,-0.00183,0.00235,0.40764
224,229376,30.01714,110.0,0.77778,0.89,0.980439,-0.047122,25.698068,0.00028,3307,0.14181,-0.01,0.00916,-0.00017,-0.00164,-0.02477,0.34241
225,230400,17.97897,104.6,0.7,0.88,1.002824,-0.000434,36.013853,0.000228,3622,0.15256,-0.01,0.00978,-0.00551,-0.00208,-0.03014,0.27163
226,231424,26.00376,117.625,0.875,0.88,1.00408,-0.000272,22.081688,0.000165,3554,0.14057,-0.01,0.00847,-0.00419,-0.0021,-0.00757,0.26843
227,232448,38.85899,102.33333,1.0,0.88,1.041961,0.019395,24.134391,0.000175,3403,0.16142,-0.01,0.00834,-0.00365,-0.00159,-0.02382,0.42479
228,233472,23.41535,144.55556,0.66667,0.87,0.927933,0.020521,18.607047,0.000235,3272,0.14449,-0.01,0.01018,-0.00283,-0.00155,-0.01193,0.28747
229,234496,38.78546,89.83333,0.83333,0.86,1.170283,-0.000133,24.232909,0.000328,3487,0.16882,-0.01,0.00934,-0.01483,-0.00264,-0.00593,0.28109
230,235520,28.8708,155.11111,0.88889,0.87,1.155327,-0.000739,28.539685,0.001038,3353,0.16152,-0.01,0.00801,-0.01193,-0.00114,-0.02167,0.36678
231,236544,25.12309,119.22222,0.66667,0.85,1.058362,-0.028043,27.543929,0.00022,3243,0.14803,-0.01,0.00821,-0.00311,-0.00235,-0.0171,0.28781
232,237568,41.09833,102.5,0.9,0.85,1.063544,-0.000343,23.149869,0.000177,3099,0.14958,-0.01,0.0091,-0.00468,-0.00226,-0.00271,0.44397
233,238592,27.72668,117.44444,0.77778,0.83,1.05204,4.7e-05,38.336356,3.9e-05,3518,0.15421,-0.01,0.00978,-0.00727,-0.00228,-0.01874,0.34284
234,239616,31.71207,116.22222,0.88889,0.82,1.02801,-0.001036,22.254691,0.000143,3404,0.16342,-0.01,0.00804,-0.00509,-0.00368,-0.006,0.35428
235,240640,43.79587,105.75,1.0,0.83,1.108156,-0.094536,34.143517,0.000877,3217,0.15344,-0.01,0.00968,-0.00239,-0.00288,0.00485,0.39077
236,241664,39.2272,115.0,1.0,0.84,1.163412,-0.015171,18.324159,0.000494,3432,0.14918,-0.01,0.00638,-0.00543,-0.00337,0.00285,0.32018
237,242688,30.82447,166.0,0.875,0.86,1.141968,0.017067,12.516669,0.000354,3226,0.15084,-0.01,0.00699,-0.00147,-0.00321,0.00239,0.27874
238,243712,26.61984,122.8,0.8,0.85,1.004336,-0.00032,25.187357,8.3e-05,3264,0.14971,-0.01,0.00941,-0.00081,-0.00179,-0.01064,0.32069
239,244736,26.90682,107.0,0.77778,0.85,0.997596,-0.040415,49.122349,0.000932,3270,0.15044,-0.01,0.0102,-0.00612,-0.00285,-0.0151,0.29673
240,245760,28.46896,116.88889,1.0,0.86,1.090879,-0.000107,29.923036,0.000224,3532,0.15981,-0.01,0.00939,-0.00709,-0.00282,-0.00022,0.33391
241,246784,32.62967,105.6,0.9,0.87,1.024969,-0.066787,23.069653,0.000296,3120,0.14321,-0.01,0.00851,-0.00027,-0.00289,-0.01943,0.38458
242,247808,39.79075,107.25,1.0,0.89,0.992314,0.035835,19.898259,0.00069,3251,0.14594,-0.01,0.00836,-0.00103,-0.00312,-0.01945,0.3602
243,248832,37.78106,94.63636,0.90909,0.9,1.066637,-0.000654,28.981917,0.000334,3179,0.15488,-0.01,0.00968,0.00019,-0.00267,-0.00762,0.50296
244,249856,26.28107,122.88889,0.77778,0.9,0.981627,-0.00062,38.999433,0.000309,3044,0.1418,-0.01,0.00936,-0.0065,-0.00205,-0.02782,0.30292
245,250880,44.71721,99.33333,1.0,0.9,1.138178,-0.002702,20.369314,0.000276,3331,0.17133,-0.01,0.00935,-0.01072,-0.00247,0.00055,0.30796
246,251904,18.15277,151.14286,0.85714,0.9,1.188106,-0.052384,21.298103,0.001318,3248,0.16198,-0.01,0.00716,-0.01335,-0.00227,-0.0131,0.22895
247,252928,29.82678,165.875,0.875,0.89,1.150828,-0.098406,24.218979,0.001206,3633,0.16833,-0.01,0.00834,-0.01389,-0.0008,-0.03515,0.35438
248,253952,32.37373,132.66667,0.83333,0.88,1.023142,-0.000239,17.882407,7.8e-05,3887,0.14719,-0.01,0.00714,-0.00102,-0.00271,-0.01792,0.28966
249,254976,25.53859,129.44444,0.77778,0.87,1.011813,-0.000703,28.01009,0.00016,3668,0.146,-0.01,0.00942,-0.00027,-0.00266,-0.0096,0.33297
250,256000,20.03712,148.33333,0.83333,0.88,1.088272,-0.000126,35.106438,0.000131,3807,0.17273,-0.01,0.00933,-0.01248,-0.0024,-0.01656,0.19011
251,257024,30.74262,104.66667,0.83333,0.88,1.039914,-0.000197,24.589677,7.5e-05,3348,0.16182,-0.01,0.00947,-0.01349,-0.00185,-0.00609,0.47511
252,258048,29.28361,131.25,0.875,0.87,1.009583,0.091448,24.288476,0.000195,3244,0.14485,-0.01,0.00802,-0.00118,-0.00268,-0.00067,0.28175
253,259072,42.18601,98.25,1.0,0.88,1.064758,-0.000536,20.378144,9.1e-05,2987,0.16174,-0.01,0.00944,-0.00244,-0.00234,0.00473,0.37278
254,260096,26.83814,119.3,0.8,0.86,1.013317,-0.017781,20.752404,0.000434,3378,0.15475,-0.01,0.0108,-0.00817,-0.00229,-0.00743,0.34105
255,261120,42.48276,116.77778,1.0,0.87,1.09688,-0.0006,20.98267,0.000254,3191,0.15456,-0.01,0.00978,-0.00619,-0.00245,0.00483,0.42184
256,262144,41.20285,94.0,0.9,0.87,1.053677,7e-06,20.087355,0.000117,3047,0.15017,-0.01,0.00873,-0.00323,-0.00331,-0.00371,0.44202
257,263168,36.63815,108.55556,1.0,0.89,1.06529,-0.061791,20.604954,0.000155,3190,0.14965,-0.01,0.00873,-0.00363,-0.00276,0.00096,0.37709
258,264192,35.08075,111.27273,0.81818,0.87,1.053195,-0.000566,21.846874,0.000156,3270,0.14761,-0.01,0.01016,-0.00239,-0.00279,-0.00583,0.4547
259,265216,41.5208,108.25,1.0,0.89,1.069396,-0.000629,19.94989,0.000188,3162,0.14876,-0.01,0.01019,-0.00171,-0.00208,-0.02229,0.35981
260,266240,42.41373,100.36364,1.0,0.92,1.088268,-0.000346,22.825216,0.000112,3152,0.15027,-0.01,0.00886,-0.00174,-0.00325,0.0027,0.53097
261,267264,31.04982,111.125,1.0,0.93,1.147452,-0.08875,23.936786,0.000385,3380,0.14635,-0.01,0.00793,-0.00039,-0.00403,0.00158,0.2893
262,268288,41.40004,129.85714,0.85714,0.93,1.085833,4.5e-05,14.956001,0.000268,3441,0.15146,-0.01,0.00862,-0.00227,-0.00247,-0.01721,0.34253
263,269312,27.64442,134.3,0.7,0.91,1.083993,-0.069773,22.001692,9.5e-05,3325,0.16,-0.01,0.0071,-0.00573,-0.00348,-0.01698,0.39168
264,270336,37.52149,125.375,0.875,0.9,1.038704,-0.000286,16.170167,0.000214,3310,0.15853,-0.01,0.00768,-0.00237,-0.00306,0.00017,0.35104
265,271360,22.25046,111.71429,0.85714,0.9,1.04742,-0.094263,22.611911,0.00031,3463,0.15577,-0.01,0.00908,-0.00384,-0.00391,-0.00998,0.19991
266,272384,25.83752,133.14286,0.71429,0.89,1.145682,-0.0016,24.336343,0.000806,3594,0.14562,-0.01,0.00951,-0.007,-0.0024,-0.00814,0.24843
267,273408,19.73223,151.88889,0.77778,0.87,1.095243,-0.061301,30.520132,0.001198,3572,0.1594,-0.01,0.01019,-0.00778,-0.00255,-0.02657,0.2568
268,274432,25.58359,107.27273,0.90909,0.87,1.03513,-0.000108,24.542874,0.000171,3447,0.14566,-0.01,0.00926,-0.00248,-0.00315,-0.01015,0.37007
269,275456,10.90682,98.71429,0.42857,0.85,1.15604,0.005813,36.616957,0.00022,3456,0.14438,-0.01,0.00942,-0.00438,-0.00222,-0.03705,0.13207
270,276480,20.33873,125.1,0.6,0.81,0.945557,-0.01582,25.075899,0.000242,3540,0.1353,-0.01,0.00883,-0.00153,-0.00243,-0.0308,0.29885
271,277504,32.94481,111.5,0.875,0.8,1.082257,-1.3e-05,21.010852,0.000289,3177,0.14044,-0.01,0.00881,-0.00198,-0.0027,-0.0048,0.2915
272,278528,32.27111,108.36364,0.81818,0.78,1.015163,-0.037091,20.223433,0.000337,3200,0.14749,-0.01,0.00966,-0.00034,-0.00325,-0.01511,0.41275
273,279552,21.47647,110.14286,0.71429,0.76,1.051404,0.10884,22.135334,0.000439,3449,0.1518,-0.01,0.00946,-0.00211,-0.00157,-0.02037,0.20397
274,280576,35.73519,108.77778,1.0,0.78,1.13939,-0.02768,24.814243,0.000118,3360,0.14353,-0.01,0.00955,-0.00268,-0.00159,0.00447,0.38032
275,281600,37.39711,166.85714,1.0,0.8,1.124082,-0.000121,20.147019,0.00035,3381,0.14888,-0.01,0.01023,-0.00378,-0.00256,-0.01224,0.3204
276,282624,27.48712,106.63636,0.81818,0.79,1.010508,-0.101338,28.08381,0.000208,3307,0.12621,-0.01,0.00959,-0.00101,-0.00206,-0.01658,0.37615
277,283648,33.41273,106.4,1.0,0.82,1.061395,-0.00042,22.939317,0.000285,3216,0.13949,-0.01,0.01054,-0.00079,-0.00204,0.00112,0.38609
278,284672,16.42811,98.4,0.6,0.8,1.074176,-0.00032,22.554782,7.4e-05,3730,0.15479,-0.01,0.00942,-0.00166,-0.00331,-0.02019,0.12591
279,285696,32.93261,112.22222,0.88889,0.82,1.046629,-0.000722,17.646359,0.000176,3522,0.14649,-0.01,0.00736,-0.00308,-0.0025,-0.01071,0.38541
280,286720,26.64209,173.85714,0.71429,0.81,1.040687,-0.000913,23.041055,0.000429,3360,0.14692,-0.01,0.01026,-0.00069,-0.00274,0.00055,0.226
281,287744,35.1524,109.6,1.0,0.84,1.061087,-0.00096,32.669472,0.000175,3560,0.13678,-0.01,0.00994,-0.00081,-0.00321,-0.01451,0.44768
282,288768,21.60262,142.75,1.0,0.88,1.07924,-0.031694,23.364041,0.000644,3979,0.13667,-0.01,0.01025,-0.00247,-0.0018,-0.00304,0.27282
283,289792,21.9402,119.4,0.7,0.86,1.071724,-0.080998,20.539995,0.000276,3256,0.13711,-0.01,0.0106,-0.00103,-0.00314,-0.02821,0.30264
284,290816,35.45254,106.25,0.875,0.87,1.089171,0.038987,26.804496,0.000889,3415,0.14621,-0.01,0.00979,0.00057,-0.00359,-0.02468,0.36087
285,291840,37.38671,106.75,0.875,0.88,1.101967,-0.001247,21.409338,0.000384,3281,0.14002,-0.01,0.00897,-0.00125,-0.00367,-0.00778,0.38047
286,292864,23.20148,152.57143,0.85714,0.87,1.088657,-0.000477,27.196275,0.000323,3552,0.14754,-0.01,0.00979,0.00021,-0.00232,-0.02004,0.2356
287,293888,40.16107,105.63636,0.90909,0.86,1.143224,-0.03894,26.131733,0.000934,3452,0.1412,-0.01,0.01002,-0.00295,-0.00287,-0.00894,0.56032
288,294912,21.39858,136.85714,0.71429,0.86,1.07332,0.000214,23.726839,0.000177,3277,0.15785,-0.01,0.01157,-0.00221,-0.00287,-0.00604,0.20509
289,295936,34.23328,108.11111,0.88889,0.85,1.062142,-0.000152,23.245059,0.000213,3175,0.15602,-0.01,0.01034,-0.0024,-0.00322,-0.0103,0.36923
290,296960,33.80656,98.69231,0.92308,0.87,0.97614,-0.010118,22.998332,9.8e-05,3047,0.1389,-0.01,0.01006,0.00099,-0.00329,-0.00589,0.49264
291,297984,19.29569,105.375,0.625,0.86,1.044567,-0.000132,25.453891,0.000113,3447,0.13801,-0.01,0.00731,-1e-05,-0.00405,-0.02651,0.21527
292,299008,26.53636,100.6,0.8,0.85,1.136254,-0.001174,32.589393,0.000362,3522,0.1447,-0.01,0.01005,-0.00299,-0.00295,-0.02571,0.18594
293,300032,29.31409,139.83333,0.75,0.82,1.083108,-0.000911,25.579643,0.000484,3000,0.15034,-0.01,0.00908,-0.00258,-0.00323,-0.00251,0.41561
294,301056,39.12262,104.4,1.0,0.85,1.050736,0.023236,20.06748,0.002025,3102,0.14659,-0.01,0.0106,-0.00055,-0.00293,0.00296,0.4519
295,302080,32.70649,88.88889,0.77778,0.84,1.062455,-0.029902,31.539074,6.9e-05,2961,0.14925,-0.01,0.01026,-0.00064,-0.00417,-0.01721,0.34916
296,303104,28.64899,114.66667,1.0,0.86,1.04351,-0.000956,22.074544,0.000109,3258,0.15025,-0.01,0.00887,-0.00227,-0.0027,-0.01333,0.45554
297,304128,30.63371,94.77778,0.77778,0.84,1.075146,0.004516,29.828079,0.000184,3000,0.15095,-0.01,0.01039,-0.0015,-0.00401,-0.02045,0.33306
298,305152,37.17492,107.44444,1.0,0.87,1.155717,0.080648,21.444084,0.000219,2957,0.1557,-0.01,0.01076,-0.00773,-0.00426,0.00712,0.40625
299,306176,37.33641,117.6,0.9,0.86,1.170077,-0.019685,16.577265,0.000812,3182,0.15374,-0.01,0.0094,-0.00301,-0.00204,0.00318,0.42756
300,307200,39.31184,98.6,1.0,0.87,1.067482,-0.001102,24.199891,0.00021,3164,0.14417,-0.01,0.01085,-0.00121,-0.00358,0.00011,0.42847
301,308224,35.60627,102.45455,1.0,0.9,1.085591,0.089201,21.853932,0.000218,3243,0.15149,-0.01,0.01052,-0.00322,-0.00248,0.00213,0.46092
302,309248,36.76096,109.66667,1.0,0.92,1.132568,0.116208,23.370519,0.000296,3451,0.15445,-0.01,0.00876,-0.00454,-0.00398,0.00145,0.26944
303,310272,41.49853,103.0,1.0,0.92,1.199657,0.049879,14.278598,0.000372,3624,0.15778,-0.01,0.00748,-0.0126,-0.00288,0.00294,0.26723
304,311296,30.29763,160.0,0.7,0.92,1.100747,0.065273,26.785689,0.000186,3017,0.1431,-0.01,0.00918,-0.00225,-0.00355,-0.00648,0.36521
305,312320,34.36599,120.375,0.875,0.91,1.134888,1.4e-05,23.691033,0.00012,3602,0.16321,-0.01,0.01003,-0.01064,-0.00311,-0.00585,0.3694
306,313344,37.39039,120.63636,0.90909,0.92,1.079085,-0.000434,24.40714,0.00019,3202,0.1499,-0.01,0.01046,-0.00357,-0.00385,-0.00017,0.48146
307,314368,27.16128,92.7,0.6,0.88,1.129019,-0.131495,28.516078,0.00013,3082,0.13935,-0.01,0.00934,0.0002,-0.00382,-0.03321,0.32854
308,315392,32.35483,107.55556,1.0,0.89,1.061458,0.0002,20.191298,0.000283,3422,0.14277,-0.01,0.00959,-0.00249,-0.00265,0.00131,0.35249
309,316416,37.8901,96.77778,1.0,0.9,1.066986,-0.00055,24.312903,0.000107,3224,0.15292,-0.01,0.01081,0.00079,-0.004,0.00112,0.37983
310,317440,28.51712,113.54545,0.81818,0.89,1.106757,0.039291,28.678754,0.000462,3336,0.16711,-0.01,0.00999,-0.00648,-0.00196,-0.01403,0.39705
311,318464,30.41288,128.875,0.875,0.88,1.080945,-0.00043,21.216069,0.000309,3430,0.15804,-0.01,0.00807,-0.00631,-0.0035,-0.00128,0.30046
312,319488,26.48847,102.85714,0.85714,0.87,1.036636,-0.000105,34.552342,0.000168,3660,0.13222,-0.01,0.0092,-0.00109,-0.00308,-0.0336,0.25266
313,320512,29.45204,126.25,0.75,0.85,1.038019,1.5e-05,24.895336,0.000111,3920,0.15765,-0.01,0.00863,-0.01063,-0.00268,-0.00732,0.37263
314,321536,35.9229,135.2,0.8,0.84,1.052602,-0.000584,22.352717,0.000417,3053,0.14755,-0.01,0.00961,-0.00389,-0.00279,-0.00399,0.42105
315,322560,34.00306,104.375,0.875,0.85,1.021962,-0.004327,28.298457,0.0001,2115,0.14563,-0.01,0.00948,-0.00155,-0.00347,-0.00907,0.32608
316,323584,28.56642,106.0,0.88889,0.85,1.067228,0.00728,21.115513,0.000131,3230,0.14353,-0.01,0.00909,0.00079,-0.004,-0.00852,0.31596
317,324608,19.28424,164.125,0.75,0.84,1.037853,0.020877,28.977343,0.000128,3004,0.1467,-0.01,0.00719,-0.00653,-0.00236,-0.02667,0.22434
318,325632,37.55353,102.125,0.875,0.86,1.095598,-0.032662,21.793584,7.7e-05,2489,0.1452,-0.01,0.00925,-0.0042,-0.00322,-0.01987,0.36637
319,326656,13.40651,149.57143,0.71429,0.85,1.033515,-0.042565,21.022857,0.000158,3529,0.14704,-0.01,0.00813,-0.00795,-0.00271,-0.00893,0.1839
320,327680,37.78894,108.5,0.9,0.84,1.100812,-0.000184,27.914073,6.1e-05,3132,0.157,-0.01,0.01005,-0.00323,-0.00303,-0.00526,0.433
321,328704,33.50942,105.0,0.88889,0.83,1.038693,-0.031712,25.452458,0.000159,2676,0.14167,-0.01,0.00912,-0.00062,-0.00412,-0.00511,0.35369
