iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
41,41984,72.01882,90.0,1.0,0.93,1.866058,-0.00617,0.005825,0.005557,0.356528,0.074768,0.672052,64.10347,5.008729,65.17366,4.967416,4.0,0.0002959,10,635,0.38985,0.42723,0.07,0.2,0.875,0.52162,2.85262,-0.01,0.02834,-0.00173,-0.02507,0.02436,0.69507
42,43008,73.05758,86.33333,1.0,0.94,1.931637,-0.006326,0.005796,0.004754,0.391902,0.048035,0.76282,64.510742,5.17867,64.425758,5.768235,4.0,0.0002958,6,771,0.40334,0.4392,0.06,0.16667,0.57143,0.38636,3.13908,-0.01,0.02389,-0.00269,-0.02521,0.02054,0.41951
43,44032,70.81041,89.55556,1.0,0.94,1.908581,-0.005009,0.006421,0.003935,0.394577,0.040222,0.882499,60.586792,7.784671,59.842255,8.927222,4.0,0.0002957,9,727,0.37103,0.41106,0.06,0.11111,1.0,0.4023,4.02715,-0.01,0.02124,-0.00359,-0.0287,0.01419,0.62531
44,45056,60.16856,140.85714,0.85714,0.93,1.950638,-0.007202,0.005363,0.005101,0.377865,0.0578,0.932672,58.489319,9.850688,58.211563,11.154919,4.0,0.0002956,7,710,0.38642,0.42735,0.07,0.0,1.0,0.59677,3.45742,-0.01,0.02305,-0.00375,-0.02839,0.01451,0.41796
45,46080,55.76962,152.3,0.8,0.91,1.87664,-0.007553,0.006824,0.006599,0.365409,0.084778,0.855365,61.471432,7.589023,62.125206,8.723136,4.0,0.00029549,10,654,0.41535,0.46188,0.09,0.1,0.86207,0.54965,2.42115,-0.01,0.02825,-0.00236,-0.02988,0.02171,0.56663
46,47104,73.27593,87.625,1.0,0.91,1.793447,-0.006561,0.007044,0.004624,0.380024,0.062683,0.905368,60.522507,9.675746,60.210846,10.789396,4.0,0.00029539,8,781,0.37546,0.42027,0.09,0.0,0.9,0.54088,2.42761,-0.01,0.02357,-0.00253,-0.0257,0.01774,0.5973
47,48128,59.44221,133.875,0.875,0.9,1.737701,-0.005616,0.007862,0.00432,0.325141,0.057129,0.857979,59.623707,8.511302,59.189861,9.323038,4.0,0.00029529,8,775,0.39539,0.44522,0.1,0.375,0.94118,0.56794,3.0718,-0.01,0.02591,-0.00392,-0.02781,0.01317,0.51124
48,49152,55.1133,163.66667,0.77778,0.92,1.748796,-0.005801,0.00778,0.004783,0.341338,0.047119,0.91974,58.411961,11.468833,58.082764,12.621105,4.0,0.00029519,9,659,0.37982,0.43466,0.08,0.11111,0.91667,0.39037,2.83034,-0.01,0.02159,-0.00437,-0.02369,0.02393,0.531
49,50176,72.91744,90.7,1.0,0.93,1.776198,-0.005739,0.004737,0.004701,0.326418,0.058533,0.946277,61.433029,11.186105,61.816109,12.20628,4.0,0.00029508,10,767,0.35885,0.40472,0.07,0.1,1.0,0.48864,1.88619,-0.01,0.0309,-0.00377,-0.02532,0.02163,0.74907
50,51200,61.04316,134.42857,0.85714,0.92,1.799164,-0.005593,0.006678,0.004246,0.397206,0.057556,0.953332,59.636185,13.893318,58.988964,14.706758,4.0,0.00029498,7,730,0.34427,0.3888,0.08,0.28571,0.94737,0.625,2.02073,-0.01,0.02734,-0.00311,-0.02664,0.01857,0.43874
