iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
76,77824,-6.77649,349.33333,0.0,0.35,1.93871,0.080614,1.72504,0.007983,1827,0.19379,1.0,0.86957,,,-0.01,0.01125,-0.01398,-0.02076,-0.00686,-0.00068
77,78848,-3.78023,337.0,0.0,0.35,1.966219,-0.04878,1.217322,0.001827,1769,0.19118,1.0,0.625,,,-0.01,0.00985,-0.01336,-0.02228,0.00025,-0.00063
78,79872,3.42867,399.5,0.25,0.35,1.927236,0.044834,15.160996,0.002727,1353,0.17882,0.5,0.65882,,,-0.01,0.01039,-0.00695,-0.02243,0.00307,0.08133
79,80896,17.57899,348.5,0.5,0.36,1.972437,-0.002292,19.136796,0.000555,1505,0.1905,0.5,0.65714,,,-0.01,0.00997,-0.02174,-0.02164,0.00114,0.08433
80,81920,4.86399,298.25,0.25,0.36,1.947008,-0.000984,14.889011,0.000728,1367,0.17665,0.5,0.62,,,-0.01,0.01089,-0.01318,-0.0181,-0.00341,0.06557
81,82944,-2.98038,414.0,0.33333,0.37,1.984364,-0.00048,6.413909,0.001456,1288,0.17511,0.0,0.79167,,,-0.01,0.01095,-0.00943,-0.02187,0.0018,0.02844
82,83968,36.14511,220.5,1.0,0.38,2.004872,0.000411,37.679077,0.002936,1665,0.20604,0.0,0.54545,,,-0.01,0.00836,-0.02089,-0.03581,0.0018,0.15576
83,84992,12.16294,402.6,0.6,0.4,2.002726,0.000761,37.664545,0.004317,1375,0.17797,0.4,0.76531,,,-0.01,0.01227,-0.01327,-0.02068,-0.00122,0.18801
84,86016,3.98259,148.33333,0.33333,0.41,2.045245,-0.013299,6.462527,0.003497,1351,0.1798,0.66667,0.66667,,,-0.01,0.01113,-0.00844,-0.01785,-0.00622,0.03293
85,87040,-4.90341,450.0,0.0,0.4,1.896769,0.036952,1.787177,0.005271,1607,0.19919,1.0,1.0,,,-0.01,0.00977,-0.01114,-0.02481,-0.00309,0.0
86,88064,10.10089,359.0,0.33333,0.4,1.919654,-0.001551,29.685374,0.00306,1866,0.19217,0.33333,0.59322,,,-0.01,0.01163,-0.00699,-0.01687,-0.00429,0.12033
87,89088,-5.94143,385.2,0.0,0.37,1.968628,0.075123,1.673407,0.001779,1404,0.18061,1.0,0.64151,,,-0.01,0.01109,-0.00597,-0.01559,0.00177,-0.00051
88,90112,3.27629,290.66667,0.33333,0.35,2.00357,-0.001162,8.603532,0.003068,1350,0.17899,1.0,0.53846,,,-0.01,0.0097,-0.00495,-0.02687,-0.00043,0.0305
89,91136,nan,nan,0.0,0.35,2.067465,-0.007968,1.24182,0.00345,1383,0.18642,0.0,0.0,,,-0.01,0.00801,-0.00841,-0.03228,0.00181,0.0
90,92160,20.48856,349.71429,0.71429,0.37,2.006904,0.001141,62.50317,0.004344,1195,0.16162,1.0,0.57955,,,-0.01,0.01027,-0.00368,-0.0248,0.00182,0.28537
91,93184,28.88874,268.0,0.66667,0.38,1.995793,0.004968,35.755651,0.008387,1330,0.16,0.33333,0.52174,,,-0.01,0.01051,-0.00076,-0.01447,-0.00149,0.15682
92,94208,33.32572,304.0,1.0,0.38,1.925158,-0.001813,16.263682,0.002051,1804,0.20988,1.0,0.42105,,,-0.01,0.00632,-0.01795,-0.01837,0.00196,0.07861
93,95232,9.47254,289.5,0.5,0.4,1.926879,0.025965,17.537022,0.001188,1535,0.19938,1.0,0.79412,,,-0.01,0.01045,-0.01926,-0.02456,-0.00253,0.1017
94,96256,-0.81924,310.0,0.2,0.4,1.945316,0.016325,3.49424,0.002389,1214,0.17771,0.8,0.7377,,,-0.01,0.01227,-0.00871,-0.02363,-0.00182,0.03809
