iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
351,359424,33.7821,122.125,1.0,0.92,1.429965,-0.00112,20.132035,0.000482,3422,0.16173,-0.01,0.00713,-0.00371,-0.00222,-0.02202,0.32617
352,360448,38.0832,127.6,0.9,0.93,1.437124,-0.000563,13.059008,0.00104,2965,0.14996,-0.01,0.00806,0.00074,-0.00327,0.00554,0.41353
353,361472,40.49139,113.75,0.875,0.92,1.410376,-0.000439,19.149026,0.000381,3205,0.14743,-0.01,0.00853,-0.00084,-0.00264,-0.00597,0.37366
354,362496,35.89542,111.5,1.0,0.94,1.417531,-0.052026,17.495098,0.001052,3307,0.15817,-0.01,0.00905,-0.00885,-0.00183,-0.01847,0.35974
355,363520,38.52367,134.75,1.0,0.94,1.411262,0.052915,15.962542,0.000503,3033,0.15683,-0.01,0.00841,-0.0018,-0.00249,0.00163,0.335
356,364544,27.84883,127.125,0.875,0.93,1.402391,0.000219,28.002489,0.001179,3295,0.14857,-0.01,0.00867,-0.00251,-0.00254,-0.02201,0.28267
357,365568,37.40288,107.2,0.9,0.92,1.410321,-0.00132,25.562292,0.000469,3090,0.15258,-0.01,0.00847,-0.00126,-0.00261,-0.01177,0.42017
358,366592,33.22657,116.33333,1.0,0.94,1.423346,-0.001575,24.325606,0.000701,3427,0.15967,-0.01,0.00945,-0.00421,-0.00248,-0.01678,0.3692
359,367616,25.14865,132.25,0.625,0.91,1.438815,-0.011432,27.329886,0.000902,3291,0.16605,-0.01,0.00702,-0.01368,-0.00218,-0.01399,0.26946
360,368640,34.02891,142.5,0.875,0.91,1.545248,0.11112,16.485719,0.000884,3015,0.15528,-0.01,0.00844,-0.00498,-0.00256,-0.00482,0.30921
361,369664,36.23825,122.875,0.875,0.91,1.45132,-0.000947,16.426849,0.00081,3019,0.15075,-0.01,0.00769,-0.0011,-0.00292,-0.00595,0.31531
362,370688,46.90278,124.57143,1.0,0.91,1.474929,0.001005,13.670914,0.000801,2987,0.1511,-0.01,0.00779,-0.00171,-0.0033,0.00391,0.3455
363,371712,35.07199,136.11111,1.0,0.91,1.405029,0.121162,23.302258,0.000846,3102,0.15827,-0.01,0.00822,-0.00318,-0.00333,-0.0314,0.38438
364,372736,30.48846,120.88889,0.77778,0.9,1.422833,-0.00085,22.861947,0.000657,3148,0.15485,-0.01,0.00841,-0.00033,-0.00338,-0.02143,0.31922
365,373760,39.31788,114.0,1.0,0.91,1.37535,0.17405,37.566555,0.002287,3303,0.14827,-0.01,0.00971,-0.00384,-0.00182,-0.01401,0.31394
366,374784,18.30164,153.5,0.75,0.89,1.437259,-0.003091,22.872459,0.001664,3511,0.1602,-0.01,0.00701,-0.00602,-0.00233,-0.0106,0.22023
367,375808,21.35749,120.66667,0.83333,0.88,1.441427,0.009728,21.390549,0.00142,3342,0.1519,-0.01,0.00762,-0.00187,-0.00331,-0.0209,0.1757
368,376832,30.65708,164.0,1.0,0.88,1.489754,-0.002705,18.812186,0.001185,3364,0.17586,-0.01,0.00709,-0.01614,-0.00302,-0.00015,0.20034
369,377856,16.45678,175.83333,0.66667,0.87,1.50382,-0.00165,9.319723,0.001127,3114,0.15818,-0.01,0.00559,-0.00129,-0.00343,-0.0044,0.13005
370,378880,43.64753,142.85714,1.0,0.88,1.510954,-0.001694,16.058711,0.000863,3266,0.14794,-0.01,0.0075,-0.00187,-0.00258,-0.00011,0.34682
371,379904,23.74465,170.14286,0.71429,0.86,1.513378,-0.000311,12.38641,0.000281,3283,0.16381,-0.01,0.00684,-0.01104,-0.00275,-0.00708,0.21032
372,380928,41.04749,167.25,1.0,0.87,1.500284,-0.001184,13.000611,0.000774,3125,0.15816,-0.01,0.00799,-0.00666,-0.00261,0.00366,0.35805
373,381952,23.84065,149.66667,0.83333,0.88,1.480986,0.000358,29.407262,0.00022,3386,0.14636,-0.01,0.00816,-0.00117,-0.00326,-0.03103,0.19813
374,382976,30.457,138.0,1.0,0.89,1.494519,-0.000908,16.918301,0.001051,3382,0.15043,-0.01,0.00828,-0.00265,-0.00271,-0.02063,0.24351
375,384000,15.64694,164.0,0.57143,0.87,1.512573,-0.101538,24.253763,0.000868,3060,0.14221,-0.01,0.00717,-0.00242,-0.00266,-0.04952,0.15707
376,385024,27.03781,170.8,1.0,0.87,1.497746,-0.034452,14.542788,0.000818,3312,0.15294,-0.01,0.0075,-0.0009,-0.00252,0.00117,0.17721
377,386048,28.76747,152.42857,0.85714,0.86,1.528058,-0.053072,19.752071,0.000816,3162,0.15512,-0.01,0.00814,-0.00048,-0.00268,-0.02339,0.2359
378,387072,30.84087,156.66667,1.0,0.86,1.513501,-0.063147,10.665547,0.002074,3266,0.14324,-0.01,0.00651,-0.00023,-0.00297,0.00213,0.21644
379,388096,32.6772,158.875,1.0,0.88,1.488676,-0.017178,15.656492,0.000751,3103,0.14339,-0.01,0.0086,0.00017,-0.00257,0.00169,0.28618
380,389120,38.33766,126.71429,0.85714,0.87,1.491861,0.000487,18.041388,0.000307,3166,0.13708,-0.01,0.00832,0.00144,-0.00279,-0.02515,0.29236
381,390144,25.69608,160.125,0.875,0.88,1.501187,-0.000972,18.494342,0.000398,3293,0.14954,-0.01,0.00633,-0.00193,-0.00218,-0.01437,0.28397
382,391168,28.45229,134.33333,0.66667,0.86,1.511876,-0.000409,23.292311,0.00081,3164,0.13543,-0.01,0.00658,-0.00017,-0.00248,-0.01495,0.20381
383,392192,30.91327,155.16667,1.0,0.87,1.537289,0.05165,11.132202,0.000783,3410,0.15026,-0.01,0.00806,-0.00228,-0.00311,-0.01503,0.23519
384,393216,29.81135,181.0,0.8,0.88,1.502478,-0.001771,21.932925,0.001386,3429,0.14873,-0.01,0.00596,-0.00295,-0.00238,-0.04903,0.20159
385,394240,25.72687,167.28571,0.85714,0.87,1.529311,-0.001484,15.516483,0.00056,3163,0.15085,-0.01,0.00597,-0.00012,-0.00326,-0.0112,0.23235
386,395264,17.04496,183.25,0.75,0.87,1.558231,-0.04122,17.837662,0.001505,3370,0.15445,-0.01,0.00627,-0.00042,-0.00361,-0.05213,0.12165
387,396288,28.56275,230.0,0.8,0.87,1.571626,-0.030706,13.224878,0.000741,3325,0.16781,-0.01,0.00558,-0.00281,-0.00319,-0.01244,0.17868
388,397312,27.7464,199.75,1.0,0.87,1.624172,-0.000448,11.30771,0.000353,3243,0.17433,-0.01,0.00648,-0.00117,-0.00339,0.00016,0.13994
389,398336,27.79958,241.4,1.0,0.88,1.620889,-0.048534,6.838066,0.00118,3200,0.16447,-0.01,0.00532,-0.0015,-0.00262,0.00091,0.1623
390,399360,17.18606,215.25,0.75,0.87,1.628361,-0.021354,12.598317,0.001201,3274,0.16131,-0.01,0.00559,-0.00196,-0.00239,-0.01406,0.09805
391,400384,32.08452,238.5,1.0,0.87,1.623734,0.037123,4.732091,0.001339,3262,0.16825,-0.01,0.00475,-0.00238,-0.00292,0.00035,0.14784
392,401408,29.36385,246.0,0.83333,0.89,1.533806,-0.048878,11.907495,0.0021,3186,0.16818,-0.01,0.00588,-0.00117,-0.00226,0.00139,0.19977
393,402432,12.88834,211.5,0.5,0.88,1.603456,-0.000522,15.515285,0.000595,3229,0.17314,-0.01,0.00535,-0.00072,-0.00315,-0.04666,0.03876
394,403456,21.95838,226.625,0.875,0.87,1.586742,-0.153064,17.518269,0.000604,3250,0.16194,-0.01,0.00629,-0.00402,-0.00218,0.00096,0.25056
395,404480,24.1952,181.0,0.75,0.87,1.585587,-0.002214,14.44899,0.000714,3259,0.16323,-0.01,0.00745,-0.00156,-0.00274,-0.01272,0.12337
396,405504,37.98454,198.8,1.0,0.87,1.570739,-0.001536,8.704384,0.000692,3040,0.16133,-0.01,0.00541,-0.00024,-0.00254,-0.0001,0.20332
397,406528,18.91679,201.0,0.83333,0.86,1.513414,-0.001595,10.533551,0.000761,3422,0.17072,-0.01,0.00572,-0.00272,-0.00208,-0.00782,0.14756
398,407552,35.84566,217.66667,1.0,0.86,1.486518,-0.084048,7.307819,0.00062,3141,0.18702,-0.01,0.00454,-0.00308,-0.0029,0.00013,0.11927
399,408576,20.58848,226.5,0.66667,0.85,1.497123,0.037257,10.3163,0.000741,3183,0.17712,-0.01,0.00504,-0.0021,-0.00298,-0.01342,0.16213
400,409600,36.92873,193.2,1.0,0.85,1.521983,-0.000639,20.021189,0.000631,3281,0.17514,-0.01,0.00561,-0.00199,-0.00299,-0.01438,0.21287
401,410624,30.56177,205.5,1.0,0.86,1.532909,-0.020407,14.358687,0.000296,3353,0.17796,-0.01,0.00594,-0.00439,-0.00307,-0.02092,0.15606
402,411648,21.3343,198.28571,0.85714,0.87,1.522897,-0.000244,8.143094,0.00088,3304,0.17986,-0.01,0.00548,-0.00408,-0.0023,0.00075,0.20567
403,412672,16.25753,158.0,0.5,0.85,1.503273,-0.022048,18.902865,0.000951,3253,0.17059,-0.01,0.00589,-0.00666,-0.00224,-0.03653,0.10343
404,413696,14.53701,204.0,0.83333,0.84,1.532496,0.001196,23.07338,0.002263,3527,0.15752,-0.01,0.005,-0.00487,-0.00175,-0.06211,0.16788
405,414720,24.1506,208.0,1.0,0.85,1.582089,-0.026408,17.660471,0.001267,3266,0.16945,-0.01,0.00651,-0.00331,-0.00227,-0.0419,0.16732
406,415744,-8.16052,244.0,0.66667,0.85,1.579617,-0.004566,5.109812,0.000439,3400,0.16613,-0.01,0.00412,-0.00528,-0.00181,-0.0143,0.04223
407,416768,30.02048,219.83333,1.0,0.86,1.54943,-0.000516,10.807622,0.000967,3311,0.16445,-0.01,0.00607,-0.00271,-0.00232,-0.00017,0.21034
408,417792,30.22448,212.0,0.75,0.86,1.584515,-0.054758,12.585555,0.000327,3397,0.17487,-0.01,0.00563,-0.00673,-0.00233,-0.01915,0.14597
409,418816,13.29185,220.25,0.75,0.85,1.541171,0.001659,18.37884,0.000828,3287,0.17586,-0.01,0.00438,-0.00834,-0.0031,-0.02426,0.09681
410,419840,19.14371,222.2,0.8,0.84,1.518491,-0.000457,7.93962,0.00032,3505,0.18177,-0.01,0.00488,-0.00665,-0.00237,-0.00029,0.14785
411,420864,14.88297,246.66667,0.66667,0.84,1.562573,-0.069702,7.351583,0.000886,3260,0.16698,-0.01,0.00552,-0.00116,-0.00284,-0.0138,0.07055
412,421888,29.44214,212.57143,1.0,0.85,1.493889,-0.01452,9.207125,0.000922,3034,0.15935,-0.01,0.00581,-0.00093,-0.00194,0.00051,0.23105
413,422912,30.69462,192.83333,0.83333,0.85,1.513273,-0.001076,19.409473,0.000679,3233,0.15624,-0.01,0.00679,-0.0013,-0.0026,-0.02701,0.21619
414,423936,34.11945,184.83333,1.0,0.85,1.44897,0.117024,11.903599,0.001723,3214,0.15139,-0.01,0.0063,-0.00133,-0.00202,0.00256,0.24182
415,424960,26.63554,203.2,1.0,0.87,1.452402,-0.000403,9.681764,0.000282,3357,0.15034,-0.01,0.00696,-0.00357,-0.00183,0.00105,0.15556
416,425984,26.07174,187.6,1.0,0.87,1.390881,0.031477,12.476994,0.001829,3286,0.15784,-0.01,0.0065,-0.0028,-0.002,-0.02082,0.17414
417,427008,5.45891,165.14286,0.57143,0.85,1.458703,-0.042571,30.885405,0.001301,3236,0.14123,-0.01,0.006,-0.00305,-0.00205,-0.05998,0.11116
418,428032,19.39475,157.33333,0.83333,0.86,1.488732,-0.048226,23.902046,0.001614,3303,0.14323,-0.01,0.00763,0.00025,-0.0021,-0.05219,0.16796
419,429056,29.76481,184.75,1.0,0.86,1.502292,-0.005673,3.679802,0.00113,3023,0.14992,-0.01,0.00662,-0.00188,-0.00273,0.00235,0.14387
420,430080,41.66166,199.83333,1.0,0.86,1.455539,-0.000901,8.889504,0.001009,3157,0.15379,-0.01,0.00557,-0.00124,-0.00249,0.00261,0.26121
421,431104,39.99414,190.85714,0.85714,0.86,1.416044,-0.040755,9.948814,0.00235,3010,0.15714,-0.01,0.00724,-0.00236,-0.0023,-0.00467,0.2969
422,432128,12.65766,173.0,0.75,0.87,1.432172,-0.000186,18.836494,0.000969,3326,0.16095,-0.01,0.00643,-7e-05,-0.00224,-0.02947,0.08852
423,433152,30.91699,184.33333,1.0,0.88,1.442124,-0.001524,16.198601,0.000238,3187,0.17035,-0.01,0.00613,-0.00154,-0.002,-0.04489,0.2229
424,434176,31.98846,197.2,1.0,0.88,1.433883,-0.001348,7.186328,0.000903,3103,0.16176,-0.01,0.00541,-0.0018,-0.00234,0.00055,0.2018
425,435200,42.68298,190.6,1.0,0.89,1.42252,0.022958,13.225757,0.000733,3010,0.16456,-0.01,0.0054,-0.00265,-0.00263,-0.01003,0.23115
426,436224,26.89156,191.0,1.0,0.89,1.39697,0.070745,9.019159,0.000972,3188,0.16493,-0.01,0.00564,-0.0019,-0.002,0.00011,0.20414
427,437248,16.61811,201.4,0.6,0.88,1.395348,-0.000235,10.737783,0.000375,3242,0.15166,-0.01,0.00547,-0.00129,-0.00165,-0.01504,0.11562
428,438272,31.79961,185.0,1.0,0.9,1.41168,0.024209,12.148679,0.000924,3094,0.14629,-0.01,0.00658,-0.00144,-0.00263,-0.01319,0.15308
429,439296,28.0809,183.85714,1.0,0.91,1.39116,-0.000656,26.323508,0.000453,3236,0.14326,-0.01,0.00648,-0.00454,-0.00159,-0.05668,0.26755
430,440320,-16.28854,189.5,0.25,0.88,1.414994,-1.3e-05,19.99051,0.000626,3307,0.16197,-0.01,0.00536,-0.0055,-0.002,-0.05251,0.01402
431,441344,16.59759,183.8,0.8,0.88,1.392107,0.075665,18.415859,0.00117,3060,0.15737,-0.01,0.00505,-0.00183,-0.00209,-0.04501,0.13153
432,442368,21.10509,211.28571,0.71429,0.86,1.385177,-0.000219,11.109633,0.001407,3285,0.16166,-0.01,0.00567,-0.00108,-0.00153,-0.02168,0.21882
433,443392,17.06881,175.66667,0.66667,0.85,1.41692,-0.068795,10.761784,0.001582,3010,0.15869,-0.01,0.00463,-0.00102,-0.00269,-0.01648,0.07645
434,444416,31.70694,217.66667,0.83333,0.84,1.364027,-5.5e-05,7.095952,0.000799,2977,0.16081,-0.01,0.00414,-0.00278,-0.00204,-0.0199,0.22745
435,445440,39.86404,211.66667,1.0,0.84,1.454017,-0.005192,10.059909,0.001043,3011,0.17304,-0.01,0.00481,-0.00479,-0.00282,-0.01919,0.13064
436,446464,7.45407,257.33333,0.83333,0.86,1.388913,0.000482,17.61391,0.000469,3317,0.13833,-0.01,0.00522,-0.00259,-0.00126,-0.0371,0.12967
437,447488,24.51029,180.5,0.75,0.85,1.426731,0.030407,21.543614,0.000885,3117,0.14124,-0.01,0.00521,-0.00255,-0.00178,-0.03549,0.12854
438,448512,15.14885,226.4,0.8,0.85,1.40475,-0.000221,8.398212,0.000699,3252,0.14118,-0.01,0.00475,-0.00082,-0.00158,0.00011,0.11857
439,449536,26.03119,175.125,0.875,0.84,1.371202,-0.036518,18.719023,0.000961,3127,0.13545,-0.01,0.0067,-0.00272,-0.00121,-0.02183,0.26639
440,450560,18.54285,147.0,0.66667,0.83,1.357494,0.146151,39.362849,0.00073,3034,0.12762,-0.01,0.00788,0.00096,-0.00128,-0.07379,0.16703
441,451584,17.93629,143.66667,0.83333,0.83,1.341752,-0.012337,9.271645,0.000401,2990,0.13264,-0.01,0.00659,-0.0001,-0.00153,-0.01938,0.17282
442,452608,29.40538,160.28571,0.85714,0.82,1.491523,0.013838,12.950665,0.001256,2997,0.13353,-0.01,0.00644,-0.00439,-0.00079,-0.01392,0.23777
443,453632,38.45444,167.875,1.0,0.82,1.398857,0.000702,14.740509,0.000993,2985,0.13568,-0.01,0.00682,-0.00093,-0.00165,-0.01657,0.35295
444,454656,9.6569,160.5,0.75,0.81,1.415317,-0.000536,30.842935,0.0004,3192,0.13512,-0.01,0.00799,-0.00194,-0.00192,-0.07774,0.10557
445,455680,30.55189,181.16667,1.0,0.83,1.453336,-0.000145,8.492305,0.000219,3035,0.13506,-0.01,0.00643,-0.00285,-0.00202,0.00218,0.21951
446,456704,39.28835,160.0,1.0,0.83,1.426646,0.073263,8.174739,0.000558,2982,0.13706,-0.01,0.00556,-0.00245,-0.0019,0.00011,0.21056
447,457728,26.73574,190.0,1.0,0.84,1.382831,-0.00078,21.970353,0.000428,3053,0.13093,-0.01,0.0063,-0.00128,-0.00084,-0.02744,0.28737
448,458752,-8.32962,148.0,0.33333,0.84,1.430135,0.00059,42.505172,0.000739,3257,0.12323,-0.01,0.00515,-0.00107,-0.00092,-0.15549,0.04152
449,459776,13.7401,175.66667,0.83333,0.84,1.469821,-0.073149,5.592595,0.000259,2926,0.13267,-0.01,0.00513,-0.00217,-0.00134,0.0019,0.17423
450,460800,38.09133,185.625,1.0,0.86,1.414474,-0.046533,12.547524,0.001325,2993,0.12777,-0.01,0.00569,-0.0004,-0.00117,-0.02341,0.34717
451,461824,25.25704,182.66667,1.0,0.87,1.480564,-0.07481,15.407847,0.001893,3127,0.13409,-0.01,0.00539,-0.00267,-0.00204,-0.04574,0.11115
452,462848,31.10125,218.16667,1.0,0.88,1.506139,-0.017537,6.605097,0.00053,2850,0.14337,-0.01,0.00604,-0.00385,-0.00165,0.00207,0.22167
453,463872,19.92671,193.83333,0.83333,0.88,1.473823,-0.00165,20.511383,0.000614,3139,0.1374,-0.01,0.0062,-0.00149,-0.00168,-0.05496,0.19032
454,464896,37.46365,200.33333,1.0,0.89,1.587027,-0.07811,7.940253,0.001071,3024,0.14428,-0.01,0.00471,-0.00119,-0.00172,0.00095,0.11867
455,465920,30.2759,223.0,0.83333,0.89,1.521525,0.062532,9.705612,0.00167,2970,0.14099,-0.01,0.00608,-0.00266,-0.00161,-0.01097,0.22179
456,466944,17.95919,210.5,1.0,0.89,1.532057,0.00052,13.118611,0.000932,2959,0.14604,-0.01,0.00514,-0.00059,-0.0024,-0.02756,0.10848
457,467968,15.4874,242.0,0.75,0.89,1.550959,0.001409,11.799823,0.000484,3191,0.15348,-0.01,0.00466,-0.00286,-0.00201,-0.04115,0.09467
458,468992,25.01625,243.0,1.0,0.9,1.625587,0.020909,5.647863,0.001939,2991,0.16338,-0.01,0.00435,-0.0018,-0.00264,-0.013,0.07525
459,470016,18.395,258.6,0.6,0.89,1.551844,-3.1e-05,17.317615,0.000536,2993,0.1535,-0.01,0.00409,-0.00285,-0.00168,-0.03938,0.13618
460,471040,15.43731,263.5,0.75,0.89,1.613013,0.036711,4.832783,0.000465,3160,0.16902,-0.01,0.0044,-0.00143,-0.00207,-0.00076,0.10008
461,472064,3.72206,269.0,0.4,0.87,1.582921,-0.000615,12.051564,0.00067,3120,0.15369,-0.01,0.00351,-0.00137,-0.00172,-0.02675,0.06077
462,473088,38.63028,270.5,1.0,0.87,1.600196,0.005088,2.906709,0.000841,3164,0.17143,-0.01,0.0034,-0.00354,-0.00246,0.00085,0.08254
463,474112,-3.19282,300.0,0.0,0.83,1.604725,0.060107,1.982918,0.000814,3214,0.15941,-0.01,0.0028,-0.00058,-0.00228,0.00039,0.0
464,475136,2.33575,300.0,0.25,0.8,1.522464,-0.020169,4.052041,0.003785,3016,0.14663,-0.01,0.00298,-0.0008,-0.00204,-0.01961,0.02249
465,476160,27.88199,266.33333,1.0,0.81,1.564602,0.009435,6.0271,0.001723,3276,0.13499,-0.01,0.00311,-0.00045,-0.00191,0.00173,0.11151
466,477184,23.89883,298.0,0.66667,0.8,1.528552,-0.001223,8.784657,0.001583,3219,0.13372,-0.01,0.00388,-0.0004,-0.00226,0.00127,0.07971
467,478208,20.60695,246.0,0.71429,0.78,1.47842,-0.000652,15.85504,0.000768,3097,0.12266,-0.01,0.00531,-0.00172,-0.00111,-0.01428,0.17783
468,479232,18.72697,203.0,0.66667,0.77,1.479796,-0.060442,12.680413,0.000777,3136,0.12194,-0.01,0.00456,-0.00093,-0.00198,-0.06071,0.07678
469,480256,28.52648,218.57143,1.0,0.77,1.467068,-0.000396,12.829696,0.001836,3149,0.13059,-0.01,0.00688,-0.00054,-0.00175,0.00305,0.2698
470,481280,25.04896,191.6,1.0,0.79,1.488395,0.000165,13.722949,0.000665,3225,0.13181,-0.01,0.00547,-0.00086,-0.00208,-0.03902,0.1763
471,482304,27.19646,198.0,0.75,0.79,1.483794,-0.000587,15.106712,0.000253,3102,0.13817,-0.01,0.00555,-0.00164,-0.00156,-0.01119,0.12936
472,483328,32.65371,180.4,0.8,0.78,1.478785,-0.001323,16.527175,0.000395,3149,0.13326,-0.01,0.00526,-0.00016,-0.00179,-0.02698,0.18879
473,484352,14.93818,195.625,0.875,0.77,1.43134,-0.001233,22.653876,0.000717,3313,0.13046,-0.01,0.00569,-0.00173,-0.00116,-0.07243,0.233
474,485376,22.90867,181.33333,0.66667,0.76,1.425943,-0.03839,11.792747,0.00105,3161,0.12143,-0.01,0.00537,0.00039,-0.00169,-0.03164,0.08103
475,486400,28.38269,196.25,1.0,0.76,1.470396,0.11344,17.914773,0.000817,3373,0.13033,-0.01,0.00563,-0.00286,-0.00162,-0.01398,0.16788
476,487424,23.87706,204.125,0.875,0.76,1.450766,0.053469,18.713736,0.000839,3246,0.12107,-0.01,0.00652,-0.00189,-0.00125,-0.0279,0.24982
477,488448,33.2758,171.25,0.75,0.75,1.470992,0.017097,18.371703,0.001254,3204,0.12464,-0.01,0.00578,0.00027,-0.0027,-0.03237,0.14777
478,489472,17.92956,205.0,0.8,0.75,1.511202,-0.000884,11.387677,0.000368,3137,0.13549,-0.01,0.00558,-0.00156,-0.00194,-0.00651,0.13129
479,490496,13.35827,197.66667,0.66667,0.74,1.409233,-0.001061,23.376244,0.00091,3374,0.12951,-0.01,0.00538,-0.00073,-0.00162,-0.07808,0.15544
480,491520,20.45914,224.75,1.0,0.75,1.490974,0.000312,8.907222,0.0002,3244,0.12906,-0.01,0.00462,-0.00035,-0.00176,-0.01993,0.13052
481,492544,29.27397,241.5,1.0,0.77,1.409197,-0.00665,10.534332,0.001032,3431,0.13671,-0.01,0.00476,-0.00038,-0.00202,0.00034,0.13899
482,493568,20.75545,228.0,0.75,0.77,1.519218,-0.000286,4.311499,0.000305,3316,0.13368,-0.01,0.00368,-0.00236,-0.00156,-0.02484,0.11887
483,494592,-5.66713,239.5,0.0,0.76,1.496278,0.186152,34.166544,0.001039,3291,0.13088,-0.01,0.00479,-0.001,-0.00196,-0.06764,-0.00053
484,495616,-3.07218,267.66667,0.33333,0.76,1.592125,-0.01885,5.154164,0.001497,3051,0.14332,-0.01,0.00235,-0.00046,-0.0018,-0.00712,0.05972
485,496640,-3.2468,300.0,0.0,0.76,1.567186,-0.002354,0.332907,0.003319,3113,0.16357,-0.01,0.00224,-0.00201,-0.00248,0.0,0.0
486,497664,-3.60899,300.0,0.0,0.73,1.532981,-0.0033,0.208951,0.003677,3073,0.14331,-0.01,0.00011,-0.00097,-0.00197,0.0,0.0
487,498688,-3.53016,300.0,0.0,0.71,1.507471,-0.001626,0.12793,0.001784,3353,0.1582,-0.01,0.00154,-0.00146,-0.00229,0.0,0.0
488,499712,-3.68383,300.0,0.0,0.68,1.482955,-0.003359,0.086145,0.004406,3337,0.15308,-0.01,0.00247,-0.00121,-0.00253,0.0,0.0
489,500736,-3.60861,300.0,0.0,0.66,1.554767,-0.005202,0.066449,0.004553,3407,0.15283,-0.01,0.00275,-0.00144,-0.00204,0.0,0.0
490,501760,-3.3397,300.0,0.0,0.65,1.571988,-0.006262,0.056264,0.007122,3380,0.15576,-0.01,0.00271,-0.00145,-0.00182,0.0,0.0
491,502784,-2.97058,300.0,0.0,0.6,1.585168,-0.004448,0.033246,0.005268,3326,0.13599,-0.01,0.00272,-0.00098,-0.00112,0.0,0.0
492,503808,-3.32839,300.0,0.0,0.59,1.621414,-0.001871,0.029681,0.003369,3394,0.12402,-0.01,0.00348,-0.00066,-0.00082,0.0,0.0
493,504832,-2.55167,300.0,0.0,0.53,1.591556,-0.007096,0.029698,0.006878,3208,0.11792,-0.01,0.00377,-0.00039,-0.00054,0.0,0.0
494,505856,-1.97728,300.0,0.0,0.51,1.631202,-0.003828,0.038745,0.004712,3388,0.13403,-0.01,0.00352,-0.00083,-0.00081,0.0,0.0
495,506880,-2.45639,300.0,0.0,0.47,1.659876,-0.003074,0.026154,0.004395,3335,0.12939,-0.01,0.00322,-0.00081,-0.00042,0.0,0.0
496,507904,-2.41797,300.0,0.0,0.45,1.652052,-0.005675,0.027652,0.007428,3388,0.13745,-0.01,0.00446,-0.00107,-0.0008,0.0,0.0
497,508928,-2.13058,300.0,0.0,0.44,1.6574,-0.004097,0.018757,0.005565,3307,0.14941,-0.01,0.00362,-0.00143,-0.00089,0.0,0.0
498,509952,-2.36609,300.0,0.0,0.39,1.603471,-0.00294,0.016405,0.003256,3251,0.13525,-0.01,0.00326,-0.00088,-0.00104,0.0,0.0
499,510976,-2.95708,300.0,0.0,0.38,1.658676,-0.003904,0.012204,0.004403,3423,0.1499,-0.01,0.00256,-0.00155,-0.00066,0.0,0.0
500,512000,-2.69911,300.0,0.0,0.33,1.656771,-0.004125,0.011839,0.004101,3295,0.12769,-0.01,0.00296,-0.00088,-0.00049,0.0,0.0
501,513024,-2.33655,300.0,0.0,0.31,1.698017,-0.003137,0.011896,0.003168,3390,0.13916,-0.01,0.00435,-0.00128,-9e-05,0.0,0.0
502,514048,-2.10734,300.0,0.0,0.27,1.6879,-0.002251,0.016172,0.001249,3283,0.125,-0.01,0.00426,-0.00098,3e-05,0.0,0.0
503,515072,-2.36329,300.0,0.0,0.25,1.691954,-0.002712,0.014589,0.003346,3394,0.12915,-0.01,0.00466,-0.00136,0.00043,0.0,0.0
504,516096,-1.75159,300.0,0.0,0.23,1.688168,-0.002115,0.013723,0.003762,3380,0.10913,-0.01,0.00472,-0.00082,0.00027,0.0,0.0
505,517120,-1.88994,300.0,0.0,0.2,1.645411,-0.00418,0.01469,0.004056,3305,0.10962,-0.01,0.00453,-0.00036,-0.00021,0.0,0.0
506,518144,-1.49191,300.0,0.0,0.18,1.616731,-0.003218,0.016142,0.004244,3317,0.09033,-0.01,0.00472,-0.0001,0.00122,0.0,0.0
507,519168,-1.46197,300.0,0.0,0.13,1.575349,-0.003771,0.016442,0.004552,3348,0.07642,-0.01,0.00484,0.00019,0.0009,0.0,0.0
508,520192,-1.1418,300.0,0.0,0.12,1.55182,-0.002654,0.014119,0.003867,3416,0.09058,-0.01,0.00545,-0.00013,0.00084,0.0,0.0
509,521216,-1.08239,300.0,0.0,0.07,1.453819,-0.003812,0.020827,0.005076,3301,0.08765,-0.01,0.00677,-0.00029,0.0004,0.0,0.0
510,522240,-0.68245,300.0,0.0,0.05,1.357363,-0.003063,0.016703,0.003066,3408,0.08423,-0.01,0.00612,-0.00019,0.00069,0.0,0.0
511,523264,-0.8008,300.0,0.0,0.03,1.365391,-0.00033,0.015029,0.001591,3440,0.0752,-0.01,0.00531,3e-05,0.00116,0.0,0.0
512,524288,-1.13392,300.0,0.0,0.02,1.343676,-0.001161,0.018847,0.000831,3330,0.07251,-0.01,0.00661,7e-05,0.00076,0.0,0.0
513,525312,-0.9196,300.0,0.0,0.01,1.327546,-0.001022,0.022272,0.000843,3402,0.07739,-0.01,0.00871,2e-05,0.00109,0.0,0.0
514,526336,-0.42988,300.0,0.0,0.0,1.32355,-0.002019,0.016828,0.001738,3351,0.0791,-0.01,0.00467,-0.00027,0.00094,0.0,0.0
515,527360,-1.43161,300.0,0.0,0.0,1.271668,-0.001961,0.022556,0.002086,3444,0.07764,-0.01,0.00627,-0.00012,0.00093,0.0,0.0
516,528384,-0.88091,300.0,0.0,0.0,1.173847,-0.001101,0.021344,0.001139,3337,0.07666,-0.01,0.00681,-5e-05,0.00064,0.0,0.0
