iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
59,60416,11.29978,22.45833,0.625,0.56,1.094437,-0.00064,36.182266,0.001912,3818,-0.01,0.01425,0.00896,-0.00292,0.01647,0.3869
60,61440,9.50075,53.52,0.44,0.59,1.151003,-0.00018,33.708852,0.003257,3887,-0.01,0.01331,0.00949,-0.00404,0.01223,0.33373
61,62464,11.61705,37.60606,0.57576,0.57,1.075792,0.001093,39.974181,0.002401,3422,-0.01,0.01414,0.01172,-0.00377,0.01801,0.48809
62,63488,11.979,30.17241,0.58621,0.53,1.115535,-0.000704,34.561202,0.000645,3360,-0.01,0.01435,0.00805,-0.00472,0.02031,0.41708
63,64512,14.31204,32.0,0.58974,0.59,0.98739,0.00023,46.135566,0.004298,3044,-0.01,0.01535,0.01245,-0.00345,0.02557,0.63966
64,65536,10.24049,24.47619,0.52381,0.56,0.793111,-0.001431,45.056584,0.003013,3112,-0.01,0.01958,0.01794,-0.00235,0.02072,0.52903
65,66560,15.56554,23.65714,0.68571,0.59,0.913421,-0.040134,54.222152,0.001388,3386,-0.01,0.01614,0.01442,-0.00256,0.03065,0.71845
66,67584,12.26762,36.04,0.64,0.61,1.110576,-0.001872,34.90171,0.002258,4040,-0.01,0.01096,0.01182,-0.00305,0.02329,0.47314
67,68608,9.93708,34.05,0.55,0.62,0.867883,-0.001442,45.665099,0.002347,3266,-0.01,0.01626,0.01497,-0.00344,0.01436,0.52559
68,69632,14.54246,22.92308,0.58974,0.59,0.835791,0.002587,60.417134,0.002834,3305,-0.01,0.01552,0.01413,-0.00353,0.03525,0.72338
69,70656,16.21977,30.13158,0.65789,0.63,0.860813,0.047276,47.277148,0.001991,3285,-0.01,0.01637,0.01624,-0.00298,0.0406,0.82089
70,71680,14.80029,22.34483,0.68966,0.67,1.020771,-0.001029,42.822648,0.002853,3551,-0.01,0.01472,0.01165,-0.00419,0.02782,0.56844
71,72704,8.59573,61.15385,0.53846,0.66,1.337301,-0.012062,19.933793,0.00252,4342,-0.01,0.00822,0.00298,-0.00631,0.00889,0.17695
72,73728,13.23754,45.3,0.6,0.64,1.047798,0.002042,40.592327,0.00469,3612,-0.01,0.01062,0.00842,-0.00415,0.02337,0.51081
73,74752,10.57602,30.1875,0.53125,0.58,0.951442,0.000269,38.846008,0.001913,3615,-0.01,0.0147,0.01208,-0.00275,0.0138,0.47747
