iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
393,402432,73.30487,83.28571,1.0,0.94,1.035619,-0.004324,0.012311,0.005164,0.361258,0.066964,0.924636,59.191563,11.485487,58.729244,12.653767,4.0,0.00025986,7,808,0.0932,0.09574,0.02,0.0,0.0,1.0,,,-0.01,0.01497,-0.00058,-0.00099,-0.00147,0.56503
394,403456,56.99829,193.6,0.8,0.93,1.063027,-0.004003,0.008669,0.002296,0.297195,0.023158,0.960131,55.924805,14.003357,55.219482,14.350565,4.0,0.00025976,5,827,0.11288,0.11455,0.03,0.0,0.0,0.0,,,-0.01,0.01172,0.00093,-0.00423,-0.0015,0.33089
395,404480,71.06362,123.33333,1.0,0.94,1.001809,-0.003094,0.016516,0.002741,0.301194,0.026646,0.917415,56.614704,13.490145,57.814735,14.137906,4.0,0.00025965,12,789,0.09856,0.10609,0.03,0.0,0.0,0.375,,,-0.01,0.01387,9e-05,-0.00481,-0.00048,0.93978
396,405504,61.45319,145.42857,0.85714,0.94,0.968592,-0.003203,0.016001,0.003267,0.235761,0.03547,0.937459,58.101566,14.804544,57.909756,15.80568,4.0,0.00025955,7,802,0.07467,0.07758,0.04,0.0,0.14286,1.0,,,-0.01,0.01597,0.00068,-0.00077,-0.00411,0.49043
397,406528,67.29917,88.57143,0.92857,0.94,0.913961,-0.002209,0.040703,0.002816,0.230456,0.035331,0.836866,57.621338,14.632399,57.753986,16.579401,4.0,0.00025945,14,803,0.08567,0.10113,0.04,0.0,0.14286,0.33333,,,-0.01,0.01255,0.00052,-0.00184,-0.00253,1.10627
398,407552,72.91358,88.4,1.0,0.95,0.921437,-0.002855,0.018404,0.00599,0.419509,0.084054,0.945402,58.002983,17.107378,57.383327,17.724773,4.0,0.00025935,5,820,0.07332,0.07949,0.03,0.0,0.0,0.0,,,-0.01,0.01769,0.00031,-0.00192,-0.00194,0.42257
399,408576,54.25626,163.77778,0.77778,0.93,0.984115,-0.000865,0.047019,0.004894,0.312824,0.065988,0.830845,59.451633,15.145679,58.648296,17.323074,4.0,0.00025924,9,815,0.09329,0.10231,0.03,0.0,0.33333,0.0,,,-0.01,0.01432,0.0,-0.00251,-0.00204,0.56231
400,409600,72.77664,91.2,1.0,0.93,1.150007,-0.0034,0.026947,0.004374,0.356114,0.060756,0.60418,65.391518,6.572335,64.317268,8.078222,4.0,0.00025914,10,768,0.07441,0.08291,0.03,0.0,0.0,1.0,,,-0.01,0.01728,0.0003,-0.00042,-0.00269,0.73038
401,410624,72.99711,79.625,1.0,0.93,0.910525,-0.002967,0.027488,0.004342,0.243455,0.053223,0.903352,54.945427,16.028858,54.890408,16.670038,4.0,0.00025904,8,812,0.08264,0.09644,0.03,0.0,0.25,1.0,,,-0.01,0.01525,-0.00018,-0.00158,-0.00213,0.72089
402,411648,61.8548,126.57143,0.85714,0.93,1.039623,-0.003192,0.017345,0.00265,0.270737,0.025879,0.921469,56.711906,13.565326,56.326977,14.752218,4.0,0.00025894,7,806,0.08006,0.08604,0.02,0.0,0.14286,1.0,,,-0.01,0.01205,-4e-05,-0.0002,0.00011,0.4878
403,412672,62.52172,137.85714,0.85714,0.92,0.991051,-0.005328,0.019204,0.005378,0.425605,0.083217,0.940054,53.738953,16.607531,52.424999,17.307381,4.0,0.00025884,7,828,0.09732,0.10957,0.03,0.0,0.0,0.0,,,-0.01,0.01311,4e-05,-0.00018,-0.00277,0.53328
404,413696,64.39926,132.0,0.88889,0.92,0.931494,-0.002374,0.030088,0.003713,0.303987,0.04412,0.911781,50.346741,17.641754,50.477749,18.561087,4.0,0.00025873,9,830,0.10679,0.12141,0.04,0.0,0.22222,0.0,,,-0.01,0.01363,-0.00079,-0.00187,-0.00268,0.72209
405,414720,41.86516,231.6,0.6,0.9,0.82895,-0.003621,0.043754,0.004204,0.266456,0.06114,0.88204,48.005669,18.971235,47.579018,19.529997,4.0,0.00025863,5,847,0.0902,0.10372,0.05,0.0,0.6,1.0,,,-0.01,0.01244,0.00066,-1e-05,-0.00391,0.29643
406,415744,58.16062,145.72727,0.81818,0.89,1.017438,-0.001738,0.031443,0.00327,0.19735,0.038574,0.849553,57.557686,12.96139,57.470966,15.348406,4.0,0.00025853,11,805,0.09584,0.10874,0.04,0.0,0.18182,1.0,,,-0.01,0.01186,-0.00029,-0.00158,-0.00075,0.71638
407,416768,72.66079,87.63636,1.0,0.89,1.117116,-0.005195,0.006309,0.003402,0.374726,0.036307,0.649334,63.543694,3.677991,64.911537,3.959167,4.0,0.00025843,11,761,0.11049,0.13267,0.04,0.0,0.0,0.5,,,-0.01,0.01435,0.00027,-0.00219,0.0,0.77858
408,417792,72.31331,95.375,1.0,0.9,1.174922,-0.004078,0.014208,0.004891,0.30008,0.059954,0.817589,62.034451,7.934265,61.887722,8.774206,4.0,0.00025832,8,771,0.11883,0.13568,0.03,0.0,0.125,0.5,,,-0.01,0.01283,-0.0008,-0.00142,-0.00137,0.5875
409,418816,60.99673,137.71429,0.85714,0.89,1.230278,-0.00435,0.01086,0.003965,0.337811,0.050746,0.956055,57.773823,14.85905,56.980732,16.637094,4.0,0.00025822,7,791,0.13537,0.15108,0.03,0.0,0.14286,1.0,,,-0.01,0.01238,-0.00073,-0.00265,-0.00102,0.45225
410,419840,69.42095,165.42857,1.0,0.9,1.258208,-0.005625,0.007726,0.004567,0.287165,0.055594,0.396387,64.970711,4.91347,65.27655,3.786875,4.0,0.00025812,7,768,0.10798,0.12193,0.03,0.0,0.0,0.7,,,-0.01,0.01216,-0.00118,-0.00094,0.0,0.47773
411,420864,62.46768,110.25,0.875,0.9,1.126611,-0.002724,0.034899,0.003069,0.549434,0.037458,0.838444,61.177612,11.677951,59.077595,14.618782,4.0,0.00025802,8,790,0.11257,0.1319,0.03,0.0,0.125,1.0,,,-0.01,0.01191,-0.0006,-0.00063,-0.00524,0.54619
412,421888,70.65281,135.5,1.0,0.91,1.199629,-0.00154,0.043162,0.004445,0.246349,0.055559,0.685067,57.398956,13.972145,57.916981,12.378951,4.0,0.00025791,8,782,0.12741,0.14206,0.03,0.0,0.0,0.0,,,-0.01,0.0141,-0.00154,-9e-05,-4e-05,0.61229
413,422912,72.47984,93.0,1.0,0.91,1.20331,-0.004981,0.011677,0.004004,0.263439,0.039586,0.90558,56.480217,10.283246,56.53616,11.254221,4.0,0.00025781,7,772,0.15336,0.16894,0.03,0.0,0.0,0.0,,,-0.01,0.01573,-0.00357,-0.00049,-0.00107,0.5358
414,423936,71.14314,137.625,1.0,0.92,1.216416,-0.003117,0.020347,0.003606,0.193243,0.043945,0.880157,54.093132,13.142453,54.25909,13.160977,4.0,0.00025771,8,793,0.16501,0.17986,0.03,0.0,0.0,0.66667,,,-0.01,0.01308,-0.00478,-0.00317,-0.00069,0.62676
415,424960,62.81907,159.22222,0.88889,0.92,1.124485,-0.004404,0.017612,0.003636,0.30138,0.038016,0.833651,57.464775,10.270272,58.444233,10.533897,4.0,0.00025761,9,769,0.12848,0.14712,0.03,0.0,0.11111,1.0,,,-0.01,0.01785,-0.00226,-0.00218,-0.00045,0.59518
416,425984,73.00843,89.57143,1.0,0.93,0.955452,-0.004118,0.019062,0.002436,0.31297,0.025391,0.879136,56.873432,10.829932,56.411625,12.14865,4.0,0.0002575,7,818,0.09579,0.11147,0.02,0.0,0.0,1.0,,,-0.01,0.01476,0.00015,-0.00289,-0.0041,0.60479
417,427008,52.89091,145.25,0.75,0.93,1.090346,-0.002258,0.032047,0.001917,0.220094,0.011858,0.818208,57.143501,10.414717,56.492519,13.431223,4.0,0.0002574,8,819,0.11912,0.13616,0.01,0.0,0.25,1.0,,,-0.01,0.01193,-0.00119,-0.00314,-0.00021,0.4856
418,428032,70.44022,146.11111,1.0,0.94,1.217059,-0.002267,0.016172,0.003439,0.287767,0.033238,0.637071,61.111004,7.087356,61.912884,6.571382,4.0,0.0002573,9,778,0.11085,0.12642,0.01,0.0,0.22222,0.75,,,-0.01,0.01194,-0.00087,-0.00146,-6e-05,0.64053
419,429056,71.41443,118.625,1.0,0.95,1.204901,-0.004441,0.00461,0.004063,0.306841,0.047154,0.592625,63.655285,3.05673,64.384583,3.217593,4.0,0.0002572,8,776,0.11272,0.12709,0.01,0.0,0.0,1.0,,,-0.01,0.01433,-0.00103,-0.00241,0.0,0.55817
420,430080,72.44512,95.15385,1.0,0.95,1.153651,-0.003714,0.003353,0.004769,0.447823,0.053432,0.729769,64.777565,2.728976,65.948799,3.20815,4.0,0.00025709,13,764,0.10045,0.11691,0.01,0.0,0.0,0.9,,,-0.01,0.01588,-0.00138,-0.00348,0.0,0.91696
421,431104,72.14634,95.6,1.0,0.96,1.201884,-0.004092,0.002376,0.004553,0.430037,0.059082,0.698014,66.634789,2.874108,67.201851,2.701019,4.0,0.00025699,10,765,0.10338,0.11621,0.01,0.0,0.0,1.0,,,-0.01,0.01533,-0.00053,-0.00105,0.0,0.70521
422,432128,73.06928,91.77778,1.0,0.96,1.116139,-0.004054,0.002098,0.005596,0.413865,0.074498,0.705924,66.882996,2.540756,67.178101,2.69155,4.0,0.00025689,9,769,0.10965,0.125,0.01,0.0,0.0,0.66667,,,-0.01,0.01831,-0.00093,-0.003,0.0,0.63581
423,433152,72.46645,94.54545,1.0,0.97,1.105966,-0.005453,0.002131,0.006836,0.355933,0.089739,0.853837,66.926712,3.411165,67.119934,3.86909,4.0,0.00025679,11,765,0.09766,0.11147,0.01,0.0,0.0,0.77778,,,-0.01,0.0148,-0.00066,-0.0006,0.0,0.77611
424,434176,66.90979,113.09091,0.90909,0.96,1.021904,-0.003422,0.003297,0.003443,0.262505,0.033029,0.871941,67.721695,4.366302,67.617538,4.966828,4.0,0.00025668,11,770,0.0792,0.09376,0.02,0.0,0.0,0.8,,,-0.01,0.02175,-0.00057,3e-05,-0.001,0.72023
425,435200,63.41177,108.0,0.875,0.95,1.043797,-0.000347,0.024507,0.004015,0.377597,0.050502,0.679067,67.345016,4.95662,65.849213,9.301788,4.0,0.00025658,8,792,0.07945,0.08644,0.02,0.0,0.125,1.0,,,-0.01,0.01682,-0.00045,0.00048,-0.00045,0.51125
426,436224,71.77206,134.625,1.0,0.96,1.104224,-0.003201,0.012724,0.003539,0.343639,0.046666,0.789665,65.1092,6.505704,64.572929,7.265769,4.0,0.00025648,8,779,0.09306,0.10551,0.01,0.0,0.0,0.0,,,-0.01,0.01693,-0.0007,3e-05,-0.00075,0.56852
427,437248,72.209,113.125,1.0,0.97,1.135024,-0.001835,0.013706,0.004014,0.216439,0.046666,0.523202,64.093719,7.334404,64.33886,5.593196,4.0,0.00025638,8,796,0.08112,0.0866,0.01,0.0,0.125,1.0,,,-0.01,0.01645,-0.00063,-1e-05,0.00012,0.57799
428,438272,73.00706,99.42857,1.0,0.98,1.155894,-0.003478,0.004292,0.003884,0.311275,0.048898,0.69435,64.633202,2.59075,64.483711,3.583942,4.0,0.00025628,7,776,0.08259,0.08915,0.01,0.0,0.0,1.0,,,-0.01,0.01695,-0.00053,0.00042,0.0,0.49277
429,439296,72.44995,115.375,1.0,0.98,1.186098,-0.004147,0.00677,0.004385,0.38214,0.054618,0.805545,63.175777,4.727682,62.706509,5.685798,4.0,0.00025617,8,808,0.09009,0.10107,0.01,0.0,0.0,0.5,,,-0.01,0.01631,-0.00077,-0.0003,-0.00083,0.56405
430,440320,59.65744,184.16667,0.83333,0.97,1.102798,-0.002635,0.009462,0.004067,0.378525,0.048689,0.925985,58.441769,9.960043,57.591709,11.010916,4.0,0.00025607,6,853,0.12167,0.12593,0.02,0.0,0.0,1.0,,,-0.01,0.01329,-0.00066,-0.00341,-0.00175,0.39183
431,441344,72.24132,116.0,1.0,0.97,1.020399,-0.005229,0.002601,0.003537,0.334645,0.044189,0.988497,54.255756,14.57439,53.704929,15.134987,4.0,0.00025597,4,886,0.12313,0.12279,0.02,0.0,0.0,0.0,,,-0.01,0.01455,-0.00091,-0.00205,0.0,0.34017
432,442368,54.46395,177.125,0.75,0.95,1.087611,-0.002292,0.008463,0.003423,0.216582,0.034075,0.959612,55.689697,13.593849,55.245918,15.417397,4.0,0.00025587,8,853,0.13233,0.13601,0.03,0.0,0.125,0.5,,,-0.01,0.01666,-0.00086,-0.0032,9e-05,0.46134
433,443392,46.56772,227.33333,0.66667,0.93,1.165702,-0.0053,0.003992,0.004728,0.345142,0.059884,0.966242,61.485298,10.513884,60.952534,10.802191,4.0,0.00025576,6,834,0.11314,0.1206,0.05,0.0,0.16667,0.85714,,,-0.01,0.01775,-0.00056,-0.0012,0.0,0.28757
434,444416,72.56681,116.66667,1.0,0.93,1.242931,-0.004688,0.005692,0.00427,0.342749,0.053606,0.902969,61.794949,6.551856,61.687412,7.55826,4.0,0.00025566,9,825,0.10505,0.11258,0.05,0.0,0.0,0.0,,,-0.01,0.01555,-0.00069,-0.00055,0.0,0.62852
435,445440,64.07047,157.11111,0.88889,0.92,1.124127,-0.004915,0.005786,0.006409,0.379138,0.094552,0.904003,63.067219,7.491571,63.583805,7.852258,4.0,0.00025556,9,810,0.11063,0.11816,0.06,0.0,0.0,0.6,,,-0.01,0.0202,-0.00057,-0.00189,0.0,0.55768
436,446464,72.5087,113.57143,1.0,0.92,1.175373,-0.00425,0.018293,0.004803,0.302936,0.063511,0.636457,63.804848,7.111835,63.66856,6.835474,4.0,0.00025546,7,766,0.11842,0.12829,0.06,0.0,0.14286,0.5,,,-0.01,0.0192,-0.00051,0.00011,-0.00121,0.50187
437,447488,72.21696,119.72727,1.0,0.93,1.133809,-0.003238,0.009125,0.004196,0.39055,0.05242,0.695165,64.033615,5.957771,64.916481,5.366429,4.0,0.00025535,11,810,0.11875,0.12746,0.05,0.0,0.09091,0.5,,,-0.01,0.01905,-0.00062,-0.00095,0.00064,0.78572
438,448512,72.81605,99.0,1.0,0.94,1.090859,-0.003494,0.002359,0.005706,0.451054,0.076521,0.796955,65.998398,2.938657,66.225952,3.346231,4.0,0.00025525,8,818,0.09849,0.10672,0.05,0.0,0.0,0.0,,,-0.01,0.01786,-0.00069,0.00203,0.0,0.56328
439,449536,73.70114,93.875,1.0,0.94,1.121059,-0.004159,0.005609,0.003051,0.275153,0.030971,0.82666,65.250687,4.494981,65.013031,5.496674,4.0,0.00025515,8,813,0.09892,0.10887,0.05,0.0,0.0,0.0,,,-0.01,0.01966,-0.0004,0.00141,-0.00074,0.56707
440,450560,70.82931,162.71429,1.0,0.94,1.130759,-0.005009,0.004905,0.004297,0.315283,0.0512,0.941602,62.284084,9.093531,61.985077,9.411666,4.0,0.00025505,7,811,0.1037,0.11156,0.05,0.0,0.0,0.5,,,-0.01,0.01635,-0.00078,-0.00082,0.0005,0.50791
441,451584,73.26317,96.28571,1.0,0.94,1.057786,-0.003685,0.009526,0.003628,0.324685,0.047817,0.939152,61.008282,11.246832,60.313606,11.858553,4.0,0.00025494,7,812,0.09893,0.10813,0.05,0.0,0.0,0.0,,,-0.01,0.01882,-0.00034,0.00194,0.00074,0.54254
442,452608,72.15766,136.28571,1.0,0.94,1.04481,-0.002857,0.025407,0.003667,0.318703,0.036726,0.863241,55.726265,13.320646,54.951241,13.534349,4.0,0.00025484,7,829,0.10731,0.1179,0.05,0.0,0.28571,0.0,,,-0.01,0.01424,-0.00079,0.00049,-0.00277,0.56538
443,453632,42.87708,176.8,0.6,0.91,1.048853,-0.001979,0.033329,0.003814,0.331719,0.049735,0.840369,58.09034,11.526911,56.859463,15.482285,4.0,0.00025474,10,803,0.1051,0.11851,0.06,0.0,0.3,0.5,,,-0.01,0.01399,-0.00041,-0.00313,-0.0009,0.46809
444,454656,72.32833,91.0,1.0,0.94,1.018901,-0.003114,0.012893,0.003119,0.343981,0.033273,0.589976,63.920994,5.225817,65.062767,5.325282,4.0,0.00025464,12,783,0.10716,0.12032,0.04,0.0,0.08333,0.0,,,-0.01,0.01737,-0.00066,-0.00545,-0.00046,0.85149
445,455680,73.17317,90.5,1.0,0.95,1.026888,-0.002634,0.010002,0.003569,0.258467,0.042236,0.722519,65.214523,6.107861,65.918495,5.956222,4.0,0.00025453,8,782,0.09584,0.10368,0.03,0.0,0.125,1.0,,,-0.01,0.01752,-0.00027,-0.00047,0.00014,0.57808
446,456704,63.57035,98.625,0.875,0.94,0.991681,-0.002637,0.031028,0.001776,0.426353,0.015276,0.820188,61.919193,10.312776,59.933769,13.256615,4.0,0.00025443,8,811,0.10174,0.11415,0.03,0.0,0.125,1.0,,,-0.01,0.01476,-0.00034,-0.00325,-0.00224,0.56259
447,457728,72.36075,100.14286,1.0,0.95,0.958815,-0.00523,0.005135,0.002945,0.333304,0.038853,0.979239,57.523552,14.523709,57.26339,15.270217,4.0,0.00025433,7,839,0.09591,0.11037,0.02,0.0,0.0,0.0,,,-0.01,0.01349,-0.00046,-0.00088,8e-05,0.58694
448,458752,65.21706,140.18182,0.90909,0.94,0.966509,-0.002469,0.013145,0.005273,0.267258,0.075753,0.955525,60.874123,16.489483,61.157135,16.712372,4.0,0.00025423,11,822,0.09537,0.10647,0.03,0.0,0.09091,0.0,,,-0.01,0.01764,-0.00037,-0.00205,-2e-05,0.80785
449,459776,65.35956,129.9,0.9,0.93,0.967505,-0.004211,0.001866,0.003809,0.280081,0.048375,0.990618,64.639603,13.448524,64.909447,13.707089,4.0,0.00025412,10,803,0.0913,0.10125,0.04,0.0,0.1,1.0,,,-0.01,0.01901,-0.00041,-0.00115,0.0,0.67579
450,460800,72.87126,97.8,1.0,0.93,1.188843,-0.005308,0.001826,0.004536,0.322922,0.052839,0.605222,68.881119,1.984979,68.72998,2.074358,4.0,0.00025402,10,777,0.0911,0.10254,0.04,0.0,0.0,0.0,,,-0.01,0.01697,-0.00058,-0.00058,0.0,0.70449
451,461824,72.8675,97.08333,1.0,0.93,1.058545,-0.003238,0.007615,0.005,0.276766,0.060477,0.500631,67.469238,4.363221,67.596107,3.955742,4.0,0.00025392,12,752,0.08522,0.09961,0.04,0.0,0.0,1.0,,,-0.01,0.01723,-0.0003,0.00066,4e-05,0.87257
452,462848,73.84309,79.88889,1.0,0.93,1.001774,-0.003079,0.002873,0.003121,0.335441,0.035366,0.783732,67.967804,2.977087,68.154541,3.401332,4.0,0.00025382,9,769,0.07092,0.08201,0.04,0.0,0.0,1.0,,,-0.01,0.02332,0.00017,0.0009,0.00073,0.64351
453,463872,72.874,107.6,1.0,0.97,1.163382,-0.002087,0.00532,0.006237,0.338164,0.086007,0.681499,67.60981,4.195445,67.504486,4.000463,4.0,0.00025372,10,784,0.09017,0.10395,0.02,0.0,0.0,0.6,,,-0.01,0.01753,-0.00011,0.00055,0.00066,0.72174
454,464896,73.46109,90.58333,1.0,0.97,1.06193,-0.003754,0.008397,0.003097,0.276251,0.034145,0.894884,65.728165,7.680203,65.360756,8.643575,4.0,0.00025361,12,782,0.08153,0.09855,0.02,0.0,0.08333,0.25,,,-0.01,0.01756,0.00069,-0.00043,0.00178,0.91621
455,465920,64.7895,108.88889,0.88889,0.96,0.979408,-0.002899,0.02168,0.002355,0.286094,0.020822,0.816766,65.058655,8.165711,63.905769,10.997945,4.0,0.00025351,9,793,0.09058,0.10113,0.02,0.0,0.33333,1.0,,,-0.01,0.01831,-0.00074,0.00029,-0.00134,0.61721
456,466944,65.8742,105.18182,0.90909,0.96,1.118479,-0.002855,0.008523,0.00254,0.217248,0.023368,0.656329,67.523254,4.233516,67.493454,4.732882,4.0,0.00025341,11,774,0.08874,0.09675,0.02,0.0,0.09091,1.0,,,-0.01,0.0178,-0.00012,0.00013,0.00246,0.7194
457,467968,72.79818,110.44444,1.0,0.97,1.075512,-0.004545,0.001888,0.003748,0.297866,0.03554,0.541854,68.283218,1.873605,68.408012,1.971776,4.0,0.00025331,9,771,0.07757,0.08608,0.01,0.0,0.0,0.66667,,,-0.01,0.01939,-0.0003,-0.00047,0.00039,0.63034
458,468992,72.6743,103.77778,1.0,0.97,1.09221,-0.001807,0.017622,0.003735,0.200534,0.045724,0.552785,66.273125,7.315475,65.686897,6.484745,4.0,0.0002532,9,782,0.07791,0.08999,0.01,0.0,0.11111,1.0,,,-0.01,0.0152,-0.00011,0.00138,-0.00135,0.66749
459,470016,72.37271,99.375,1.0,0.98,1.105144,-0.003656,0.004826,0.003756,0.274368,0.039272,0.576532,65.897591,2.83867,65.967659,3.254729,4.0,0.0002531,8,782,0.08256,0.09407,0.0,0.0,0.125,1.0,,,-0.01,0.01506,-0.0001,-0.00128,0.00052,0.56682
460,471040,73.33239,87.14286,1.0,0.98,1.145623,-0.004074,0.002344,0.004411,0.304002,0.048793,0.893542,65.426163,3.818146,65.269333,4.676526,4.0,0.000253,7,790,0.06174,0.0703,0.0,0.0,0.0,1.0,,,-0.01,0.01608,0.00017,0.00197,0.00058,0.49842
461,472064,65.30155,129.66667,0.88889,0.97,0.965315,-0.002489,0.006784,0.003396,0.306382,0.032157,0.8757,63.626797,6.062004,63.021473,7.038301,4.0,0.0002529,9,807,0.06236,0.07483,0.01,0.0,0.0,0.0,,,-0.01,0.0165,0.00031,0.00162,-0.00154,0.64021
462,473088,66.05365,124.2,0.9,0.96,0.908353,-0.002197,0.009929,0.001591,0.21108,0.013567,0.905943,62.97094,8.877004,62.737221,9.708673,4.0,0.00025279,10,800,0.0642,0.08085,0.02,0.0,0.2,0.0,,,-0.01,0.01801,0.00036,0.00111,0.00084,0.73052
463,474112,73.11747,94.57143,1.0,0.96,0.937942,-0.003348,0.006891,0.002457,0.242817,0.022252,0.965079,59.22263,13.139667,58.796021,13.846377,4.0,0.00025269,7,843,0.07301,0.08347,0.02,0.0,0.14286,0.0,,,-0.01,0.01552,0.00063,0.00154,0.00161,0.62735
464,475136,58.13385,168.9,0.8,0.94,1.034155,-0.001827,0.020677,0.002419,0.23091,0.01981,0.801156,63.75,7.621175,63.174961,10.654515,4.0,0.00025259,10,800,0.09542,0.10408,0.03,0.0,0.4,1.0,,,-0.01,0.01809,-1e-05,-0.00063,-0.00019,0.61621
465,476160,72.70539,93.90909,1.0,0.94,1.045321,-0.002916,0.00997,0.002763,0.271202,0.02982,0.756213,65.917206,5.442173,65.916954,6.012207,4.0,0.00025249,11,782,0.06896,0.08194,0.03,0.0,0.0,0.25,,,-0.01,0.01733,0.00077,-0.00081,-0.00127,0.80276
466,477184,73.09168,88.71429,1.0,0.95,1.069573,-0.001919,0.024729,0.004762,0.227758,0.064383,0.618342,62.303307,9.134974,62.212597,8.189964,4.0,0.00025238,7,795,0.07759,0.08322,0.03,0.0,0.14286,0.0,,,-0.01,0.01558,0.00055,-0.00418,-0.00071,0.54004
467,478208,61.45299,98.57143,0.85714,0.95,1.175201,-0.001776,0.025223,0.003046,0.297259,0.031529,0.716843,61.366512,6.458236,60.168354,10.134762,4.0,0.00025228,7,807,0.07887,0.08875,0.03,0.0,0.14286,0.0,,,-0.01,0.01465,0.00053,-0.00143,8e-05,0.46627
468,479232,63.50805,163.625,0.875,0.94,1.122717,-0.0035,0.028505,0.003602,0.253253,0.039272,0.766624,59.222721,10.618808,58.878139,10.58047,4.0,0.00025218,8,810,0.08513,0.09778,0.04,0.0,0.125,0.0,,,-0.01,0.01247,0.00035,0.00172,0.00028,0.55916
469,480256,52.2175,198.71429,0.71429,0.92,1.006522,-0.002394,0.016582,0.003557,0.229752,0.046108,0.860614,60.189491,10.60719,60.271832,10.538988,4.0,0.00025208,7,799,0.08234,0.09332,0.06,0.0,0.14286,0.5,,,-0.01,0.0178,0.00026,0.0008,-0.00111,0.39593
470,481280,72.81241,109.18182,1.0,0.92,0.974546,-0.002384,0.013959,0.003008,0.303125,0.028495,0.560089,62.56237,6.043257,63.741085,5.590682,4.0,0.00025197,11,786,0.08858,0.10334,0.06,0.0,0.27273,0.0,,,-0.01,0.01971,0.00022,0.00124,0.00289,0.83241
471,482304,73.4684,95.33333,1.0,0.92,1.187825,-0.004684,0.003883,0.004516,0.332833,0.052351,0.640521,65.152725,2.901164,65.486046,3.123928,4.0,0.00025187,6,782,0.10644,0.11335,0.06,0.0,0.0,0.0,,,-0.01,0.0175,-0.00058,0.00093,0.00202,0.42819
472,483328,72.42713,116.75,1.0,0.93,1.147054,-0.004645,0.003941,0.003394,0.27529,0.032785,0.858694,63.74387,4.511615,63.818897,5.100897,4.0,0.00025177,8,796,0.09741,0.10829,0.05,0.0,0.0,0.0,,,-0.01,0.01604,0.00026,0.00128,0.00167,0.58837
473,484352,72.65274,114.33333,1.0,0.93,1.089932,-0.002887,0.004234,0.004084,0.324321,0.050886,0.84672,64.152336,4.3935,64.334969,5.047094,4.0,0.00025167,9,794,0.07459,0.08749,0.05,0.0,0.0,0.5,,,-0.01,0.0174,-0.00014,0.00155,0.0,0.65326
474,485376,64.209,156.0,0.875,0.93,1.127104,-0.002272,0.004426,0.002483,0.282912,0.01695,0.905429,63.137409,6.010764,63.161213,6.640913,4.0,0.00025156,8,800,0.07162,0.08197,0.05,0.0,0.25,0.0,,,-0.01,0.01751,0.0001,0.00193,0.00096,0.51173
475,486400,72.70352,121.7,1.0,0.94,1.017621,-0.003394,0.004492,0.003077,0.283341,0.030971,0.792818,65.471519,4.005794,65.986794,4.342544,4.0,0.00025146,10,775,0.0579,0.07206,0.04,0.0,0.0,1.0,,,-0.01,0.01968,0.00031,0.00122,0.00329,0.70013
476,487424,73.24068,93.92308,1.0,0.95,0.970218,-0.002575,0.010629,0.003984,0.262052,0.050049,0.7042,65.419792,6.114661,66.173355,5.817525,4.0,0.00025136,13,790,0.05716,0.07234,0.04,0.0,0.15385,0.0,,,-0.01,0.01839,0.00033,0.00185,0.00031,0.97894
477,488448,74.35014,82.0,1.0,0.95,0.917213,-0.004333,0.005087,0.004063,0.3326,0.053781,0.864392,64.508652,4.967993,63.555611,5.655641,4.0,0.00025126,4,830,0.06919,0.08239,0.04,0.0,0.0,0.0,,,-0.01,0.01633,0.00027,0.00174,0.00093,0.34422
478,489472,72.09058,131.0,1.0,0.95,0.873509,-0.001589,0.007037,0.002018,0.221151,0.021694,0.881584,63.33609,6.859072,63.784145,7.314789,4.0,0.00025116,11,825,0.06742,0.08087,0.04,0.0,0.18182,1.0,,,-0.01,0.01739,6e-05,0.00218,-0.00046,0.90826
479,490496,72.47378,121.4,1.0,0.96,0.846231,-0.002291,0.006184,0.00272,0.248272,0.021694,0.938664,62.638123,8.998176,61.9744,9.349508,4.0,0.00025105,5,847,0.07431,0.08268,0.04,0.0,0.2,0.0,,,-0.01,0.01504,0.0005,0.00213,5e-05,0.445
480,491520,63.78036,146.125,0.875,0.96,0.868833,-0.002201,0.003866,0.002616,0.300404,0.030169,0.952778,63.001041,8.111323,63.044868,8.718898,4.0,0.00025095,8,820,0.07553,0.08744,0.04,0.0,0.0,0.75,,,-0.01,0.01667,-0.0,0.00081,0.00171,0.57534
481,492544,72.39301,121.27273,1.0,0.98,0.973853,-0.002253,0.00857,0.003024,0.204355,0.034633,0.646321,65.982933,5.455982,66.313622,4.931893,4.0,0.00025085,11,787,0.06567,0.07847,0.02,0.0,0.09091,1.0,,,-0.01,0.01889,0.00031,0.0025,0.00042,0.80897
482,493568,73.33347,96.6,1.0,0.98,0.916717,-0.003014,0.002459,0.002341,0.253268,0.016288,0.921674,65.857933,4.694038,65.826408,5.402225,4.0,0.00025075,10,790,0.06957,0.0831,0.02,0.0,0.0,0.0,,,-0.01,0.02086,0.00041,0.00212,6e-05,0.75109
