iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,root_report_close_n,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_bunching,comp_terminal
23,23552,-5.9269,275.0,0.0,0.0,0.97175,-0.00424,0.025141,0.001747,0.430206,0.015991,0.938918,-3.680339,3.200328,-3.915376,3.539094,4.0,0.00029807,4,1435,0.32442,0.4874,0.16,nan,0,0.75,0.0,0.14286,8.21128,-0.01,-0.009,-0.00402,-0.01778,-0.00522,-0.0017,-0.00823
24,24576,-10.23361,234.5,0.0,0.0,1.320976,-0.006553,0.039283,0.004712,0.530018,0.084229,0.934464,-4.344222,3.697488,-4.636619,4.040826,4.0,0.00029798,4,1305,0.3368,0.51407,0.17,nan,0,1.0,1.0,0.25547,5.33125,-0.01,0.00716,-0.00318,-0.02873,-0.00543,-0.00518,-0.00925
25,25600,-9.74436,286.83333,0.0,0.0,1.471521,-0.005713,0.035488,0.002842,0.323792,0.021423,0.900723,-3.692326,3.121841,-3.644015,3.146101,4.0,0.00029789,6,1250,0.35077,0.52859,0.2,nan,0,0.83333,1.0,0.40541,6.25549,-0.01,0.01998,-0.00188,-0.02477,-0.00481,-0.0035,-0.00837
26,26624,8.13205,113.6,0.2,0.01,1.207979,-0.003167,1.309707,0.004095,1.532789,0.067444,0.17291,-3.489543,2.62323,-2.153923,6.780681,4.0,0.00029781,5,1345,0.33124,0.52548,0.2,1.0,1,0.8,0.0,0.48649,4.41591,-0.01,0.02072,-0.00117,-0.01782,-0.00125,-0.00207,0.08754
27,27648,4.34973,158.28571,0.14286,0.02,1.114213,-0.001558,0.33277,0.002192,0.538014,0.033081,0.419444,-1.711675,3.122522,-1.733733,4.034856,4.0,0.00029772,7,1382,0.33499,0.51245,0.21,1.0,2,0.85714,0.0,0.44882,3.68536,-0.01,0.02188,-0.00171,-0.01785,-0.00555,-0.00432,0.0773
28,28672,5.59594,220.71429,0.14286,0.03,1.491384,-0.005741,1.283465,0.00473,1.227726,0.065857,0.224976,-1.129309,3.276221,-0.065235,7.482831,4.0,0.00029763,7,1238,0.35533,0.53638,0.22,1.0,3,0.85714,1.0,0.47391,4.7073,-0.01,0.02525,-0.00236,-0.02482,-0.00157,-0.0035,0.07849
29,29696,24.10934,156.85714,0.42857,0.06,1.764123,-0.00362,2.240408,0.005224,1.778087,0.085144,0.156819,0.289172,3.564466,3.40201,10.921742,4.0,0.00029754,7,1160,0.34127,0.5178,0.23,0.66667,6,0.71429,1.0,0.53356,4.04489,-0.01,0.02419,-0.0012,-0.02774,-0.0006,-0.00319,0.20411
30,30720,46.38916,105.0,0.75,0.09,1.617755,-0.004206,1.382918,0.00386,1.295276,0.046753,0.298088,4.242998,5.201046,7.008859,11.216152,4.0,0.00029745,4,1204,0.33681,0.51319,0.23,0.66667,9,0.75,0.0,0.44151,4.99815,-0.01,0.01944,-0.0019,-0.02438,0.00288,-0.00413,0.2294
31,31744,-6.31777,218.33333,0.0,0.09,1.434764,-0.002253,0.174528,0.003111,0.68218,0.021973,0.715669,5.409847,6.966386,4.915048,6.45499,4.0,0.00029737,3,1278,0.3542,0.54203,0.23,0.66667,9,1.0,1.0,0.30992,4.45622,-0.01,0.01576,-0.00262,-0.0213,-0.00413,-0.00476,-0.00553
32,32768,14.31195,219.33333,0.33333,0.11,1.319836,-0.002747,0.631404,0.004555,0.426651,0.058472,0.370271,6.291221,5.424199,7.409007,8.719064,4.0,0.00029728,6,1274,0.35249,0.52892,0.24,0.72727,11,0.83333,0.0,0.38095,3.86543,-0.01,0.01829,-0.00243,-0.0236,0.00191,-0.00211,0.15565
33,33792,6.84548,311.6,0.2,0.12,1.518251,-0.004852,0.312513,0.004591,0.62764,0.081848,0.393761,7.916769,5.010284,8.146961,6.482095,4.0,0.00029719,5,1210,0.36918,0.5624,0.27,0.66667,12,0.8,0.0,0.38953,4.00647,-0.01,0.0241,-0.00276,-0.02216,0.00125,-0.00352,0.07523
34,34816,43.09727,110.33333,0.66667,0.14,1.385709,-0.003107,0.630458,0.00404,0.49447,0.062561,0.349168,8.031572,4.62079,9.494001,9.673198,4.0,0.0002971,3,1274,0.35204,0.5427,0.27,0.64286,14,0.66667,1.0,0.52117,3.16278,-0.01,0.02412,-0.00274,-0.02155,0.0054,-0.00362,0.17892
35,35840,22.62185,242.0,0.4,0.16,1.27938,-0.003614,0.454881,0.003088,0.693528,0.033813,0.568118,8.521656,6.87141,9.564903,10.577763,4.0,0.00029702,5,1300,0.34698,0.55398,0.29,0.625,16,0.8,1.0,0.41509,3.63832,-0.01,0.02122,-0.00351,-0.02268,0.00311,-0.00201,0.19117
36,36864,28.66582,233.83333,0.5,0.19,1.421986,-0.002772,0.47633,0.002274,0.720825,0.025269,0.375266,12.198061,6.770005,13.635592,9.641488,4.0,0.00029693,6,1239,0.34997,0.56865,0.29,0.63158,19,0.83333,1.0,0.4386,4.49496,-0.01,0.02863,-0.00259,-0.02249,0.00107,-0.00579,0.23953
37,37888,32.8118,173.8,0.6,0.22,1.62147,-0.003359,0.329254,0.004467,0.441682,0.055054,0.445295,15.915694,5.708007,17.723915,9.381773,4.0,0.00029684,5,1165,0.34779,0.56054,0.29,0.63636,22,0.8,1.0,0.49083,3.30299,-0.01,0.02626,-0.00182,-0.02603,0.00212,-0.0031,0.19708
38,38912,10.56019,158.66667,0.22222,0.24,1.64065,-0.003177,0.507415,0.003771,0.904082,0.055481,0.028522,17.656052,6.833103,17.385941,9.483949,4.0,0.00029675,9,1131,0.34541,0.53724,0.28,0.66667,24,0.77778,0.0,0.53793,3.25383,-0.01,0.02736,-0.00075,-0.02388,-0.00064,-0.00762,0.13233
39,39936,41.53671,148.55556,0.66667,0.3,1.822346,-0.00554,0.542203,0.006875,0.532862,0.107971,0.142237,20.40922,6.140969,23.499203,11.472322,4.0,0.00029666,9,1106,0.35392,0.53523,0.25,0.66667,30,0.44444,1.0,0.69338,3.22023,-0.01,0.03453,-0.00168,-0.02349,0.00251,-0.00709,0.40319
40,40960,41.17096,103.55556,0.66667,0.36,1.787509,-0.005485,0.371735,0.007656,0.494904,0.135498,0.230761,26.38974,5.096857,29.086887,11.099132,4.0,0.00029658,9,1103,0.3554,0.53677,0.21,0.69444,36,0.66667,1.0,0.65013,3.29778,-0.01,0.03251,-0.00138,-0.02285,0.00618,-0.0044,0.39138
41,41984,39.83576,125.16667,0.66667,0.4,1.523263,-0.003945,0.276036,0.004156,0.955203,0.044006,0.125063,29.371191,6.381777,30.049231,9.031981,4.0,0.00029649,6,1175,0.34185,0.52943,0.19,0.725,40,0.5,1.0,0.63265,3.45967,-0.01,0.02778,-0.0011,-0.0214,0.00455,-0.00636,0.28833
42,43008,49.89371,101.125,0.75,0.46,1.500911,-0.004563,0.24563,0.005306,0.490683,0.073486,0.336587,31.592203,6.212944,33.88308,11.021708,4.0,0.0002964,8,1184,0.32507,0.52465,0.17,0.73913,46,0.375,1.0,0.74519,3.74603,-0.01,0.03054,-0.00126,-0.02011,0.0107,-0.00623,0.47499
43,44032,30.06431,199.5,0.5,0.46,1.477845,-0.003058,0.117884,0.002866,0.800248,0.025879,0.509242,34.957027,7.598727,34.839893,8.965117,4.0,0.00029631,4,1194,0.36972,0.56553,0.18,0.75,48,0.5,0.0,0.46711,2.69797,-0.01,0.02805,-0.00225,-0.02209,0.00424,-0.00629,0.15168
44,45056,40.72325,182.66667,0.66667,0.5,1.574681,-0.005186,0.107398,0.002986,0.523454,0.042847,0.356271,36.715904,6.441669,37.690552,8.362895,4.0,0.00029623,6,1147,0.37009,0.58132,0.17,0.76923,52,0.66667,0.0,0.63021,3.24264,-0.01,0.02953,-0.00207,-0.02399,0.0037,-0.00647,0.28339
45,46080,20.85777,158.0,0.33333,0.51,1.489187,-0.004534,0.149998,0.0042,0.690538,0.061523,0.298415,37.363274,5.293067,36.069496,9.824407,4.0,0.00029614,6,1173,0.35786,0.5484,0.16,0.75926,54,0.5,1.0,0.62911,3.11914,-0.01,0.03031,-0.00191,-0.02211,0.00186,-0.00493,0.1613
46,47104,40.67776,165.0,0.66667,0.52,1.465307,-0.003317,0.098747,0.003682,0.392471,0.047607,0.466197,34.250366,6.963714,34.522644,9.458709,4.0,0.00029605,6,1179,0.37086,0.57454,0.17,0.77586,58,0.5,0.0,0.74459,2.57566,-0.01,0.03467,-0.00211,-0.02122,0.00454,-0.00776,0.30287
47,48128,30.6731,218.33333,0.5,0.52,1.545657,-0.003928,0.089708,0.005003,0.440367,0.058472,0.431708,36.956116,7.017257,37.013908,9.099305,4.0,0.00029596,6,1160,0.3556,0.56768,0.18,0.7541,61,0.66667,0.0,0.70992,2.43618,-0.01,0.03671,-0.00233,-0.02281,0.00651,-0.00697,0.22039
48,49152,44.91552,175.6,0.8,0.54,1.442538,-0.003488,0.039782,0.003303,0.338712,0.03595,0.471036,38.490795,5.798769,39.075516,6.613358,4.0,0.00029587,5,1202,0.36215,0.55758,0.18,0.76923,65,0.6,0.0,0.65994,2.89142,-0.01,0.03195,-0.00232,-0.02338,0.00526,-0.00719,0.28592
49,50176,50.46567,114.33333,0.83333,0.58,1.424682,-0.002368,0.076264,0.002982,0.364748,0.036865,0.283188,38.596664,5.021783,38.607994,7.920394,4.0,0.00029579,6,1217,0.38484,0.5643,0.15,0.77143,70,1.0,0.0,0.64068,2.68449,-0.01,0.03224,-0.00311,-0.02196,0.00493,-0.00913,0.38559
50,51200,29.04867,280.5,0.5,0.58,1.512116,-0.003293,0.018898,0.002994,0.329083,0.026489,0.76278,40.202591,5.628479,40.910141,7.037073,4.0,0.0002957,6,1175,0.39737,0.5775,0.17,0.78082,73,0.0,0.0,0.71903,2.97317,-0.01,0.02993,-0.00341,-0.01989,0.00461,-0.00528,0.22234
51,52224,34.4295,129.8,0.6,0.59,1.343455,-0.003063,0.078877,0.004764,0.531695,0.053101,0.5018,40.912231,7.111032,39.612766,10.046083,4.0,0.00029561,5,1218,0.4022,0.60581,0.14,0.78947,76,0.8,1.0,0.50605,3.16566,-0.01,0.02418,-0.00326,-0.01884,0.00379,-0.00421,0.23401
52,53248,46.23627,176.0,0.8,0.61,1.252394,-0.003264,0.033338,0.004398,0.34825,0.043579,0.758065,37.895321,8.728075,37.994293,9.671608,4.0,0.00029552,5,1252,0.41331,0.58103,0.13,0.7875,80,0.8,1.0,0.73664,3.2703,-0.01,0.02765,-0.00302,-0.01772,0.00244,-0.00173,0.32492
53,54272,48.77351,201.71429,0.71429,0.63,1.416552,-0.006556,0.041382,0.004022,0.325045,0.047913,0.74372,38.000896,8.583035,39.377686,11.581695,4.0,0.00029544,7,1182,0.42622,0.59795,0.15,0.78824,85,0.42857,1.0,0.59603,2.10269,-0.01,0.03167,-0.00362,-0.02186,0.01076,-0.00869,0.42293
54,55296,39.86924,161.16667,0.66667,0.65,1.494388,-0.002399,0.047101,0.003257,0.342725,0.030701,0.695823,41.85268,8.473619,41.711578,10.814425,4.0,0.00029535,6,1158,0.42325,0.59319,0.15,0.79775,89,0.83333,0.0,0.64319,3.03077,-0.01,0.03193,-0.00347,-0.01743,0.00348,-0.00685,0.28871
55,56320,40.73431,145.5,0.625,0.64,1.506216,-0.00362,0.079456,0.004624,0.426444,0.053528,0.412756,46.347515,6.270242,45.500412,10.38109,4.0,0.00029526,8,1126,0.4193,0.5628,0.15,0.80851,94,0.5,0.0,0.76923,3.11491,-0.01,0.0348,-0.00339,-0.01978,0.00897,-0.01155,0.36387
56,57344,35.85539,150.14286,0.57143,0.63,1.465326,-0.003078,0.068206,0.003157,0.424878,0.035034,0.553209,44.154808,7.387655,42.957664,11.114285,4.0,0.00029517,7,1138,0.44347,0.58027,0.16,0.81633,98,0.42857,0.0,0.65257,2.59113,-0.01,0.03787,-0.00364,-0.02095,0.00817,-0.0148,0.29268
57,58368,55.69263,104.77778,0.88889,0.66,1.502004,-0.003692,0.071534,0.003002,0.353783,0.040161,0.409312,46.200306,8.334697,46.291519,10.098743,4.0,0.00029508,9,1104,0.43868,0.58833,0.16,0.84,100,0.55556,1.0,0.83252,2.59017,-0.01,0.04117,-0.00335,-0.02146,0.00724,-0.01447,0.53631
58,59392,52.42864,149.57143,0.85714,0.67,1.53444,-0.003112,0.024715,0.003695,0.315838,0.033264,0.595973,46.870064,7.279862,47.397758,7.531404,4.0,0.000295,7,1119,0.42372,0.5817,0.17,0.86,100,0.42857,0.0,0.83268,2.88407,-0.01,0.03787,-0.00366,-0.01924,0.00969,-0.01828,0.4021
59,60416,44.32762,142.85714,0.71429,0.69,1.53818,-0.003954,0.066682,0.004396,0.389266,0.04718,0.416635,46.812149,6.375304,46.189472,10.204476,4.0,0.00029491,7,1116,0.44474,0.61698,0.15,0.87,100,0.42857,1.0,0.70423,2.55687,-0.01,0.04094,-0.00409,-0.02031,0.00376,-0.03044,0.35371
60,61440,58.88948,151.0,0.88889,0.71,1.535997,-0.002999,0.032702,0.003436,0.276623,0.045044,0.491628,47.960609,7.099427,49.83886,7.906302,4.0,0.00029482,9,1081,0.40233,0.58446,0.15,0.89,100,0.44444,1.0,0.8006,2.42743,-0.01,0.04234,-0.00275,-0.02142,0.01313,-0.01308,0.5458
61,62464,64.01635,125.66667,1.0,0.74,1.521621,-0.003995,0.017312,0.003488,0.366009,0.046448,0.391192,51.871639,4.366299,52.387947,5.22306,4.0,0.00029473,6,1099,0.38496,0.549,0.14,0.92,100,0.16667,0.0,0.82274,2.90625,-0.01,0.03721,-0.00278,-0.02171,0.01061,-0.01103,0.40269
62,63488,59.51289,116.85714,0.85714,0.76,1.414409,-0.002973,0.043234,0.00451,0.329319,0.062012,0.518606,49.949646,5.917399,49.703098,9.496616,4.0,0.00029465,7,1138,0.3844,0.56008,0.12,0.92,100,0.42857,0.0,0.82051,2.4751,-0.01,0.03333,-0.00362,-0.01898,0.01046,-0.01425,0.46813
63,64512,63.34004,100.75,1.0,0.77,1.384441,-0.004403,0.008834,0.005093,0.367245,0.057251,0.881029,49.633785,8.049167,49.481598,8.656648,4.0,0.00029456,4,1159,0.40573,0.58053,0.11,0.92,100,0.75,1.0,0.79125,2.51151,-0.01,0.03333,-0.00444,-0.01694,0.00703,-0.01451,0.29021
64,65536,40.85144,244.77778,0.66667,0.76,1.474115,-0.004905,0.012525,0.006721,0.362405,0.099792,0.814738,52.196663,7.588258,52.77961,8.435972,4.0,0.00029447,9,1101,0.37128,0.54574,0.13,0.93,100,0.44444,0.0,0.85981,2.71064,-0.01,0.04155,-0.00337,-0.01949,0.0077,-0.00969,0.41019
65,66560,67.33404,125.6,1.0,0.78,1.490081,-0.00534,0.012066,0.006175,0.363639,0.069641,0.545571,55.176132,4.738069,55.253098,5.312569,4.0,0.00029438,5,1094,0.37089,0.55999,0.11,0.93,100,0.2,0.0,0.93038,1.92355,-0.01,0.04005,-0.00332,-0.0208,0.00949,-0.0165,0.34536
66,67584,62.92118,170.42857,1.0,0.8,1.356747,-0.005034,0.010381,0.004875,0.36573,0.037781,0.394246,55.777813,4.215801,56.517399,4.411168,4.0,0.00029429,7,1116,0.39846,0.58038,0.11,0.95,100,0.28571,1.0,0.95543,2.30274,-0.01,0.0365,-0.00433,-0.01674,0.01088,-0.01796,0.49517
67,68608,69.00109,123.54545,1.0,0.84,1.45067,-0.004641,0.009197,0.002809,0.29868,0.03125,0.628431,57.398201,4.433888,59.103363,5.398807,4.0,0.00029421,11,1067,0.3549,0.52004,0.08,0.96,100,0.36364,1.0,0.93985,2.63423,-0.01,0.04782,-0.00302,-0.0161,0.01399,-0.01362,0.74723
68,69632,68.86147,102.85714,1.0,0.86,1.344497,-0.003773,0.006091,0.003538,0.285456,0.023193,0.77674,58.788895,5.149276,59.02092,5.650413,4.0,0.00029412,7,1115,0.36561,0.54169,0.06,0.97,100,0.28571,0.0,0.92574,2.33181,-0.01,0.04259,-0.00338,-0.01728,0.01326,-0.01396,0.51016
69,70656,66.83079,139.14286,1.0,0.88,1.361483,-0.002987,0.0046,0.003845,0.341647,0.047485,0.87304,58.249043,6.099995,58.801949,6.824265,4.0,0.00029403,7,1119,0.3889,0.57127,0.06,0.98,100,0.0,1.0,0.93333,2.19882,-0.01,0.04682,-0.00357,-0.01772,0.00909,-0.01493,0.51179
70,71680,60.74846,140.22222,0.88889,0.9,1.310198,-0.005291,0.004959,0.004698,0.300595,0.053467,0.880973,59.608742,6.727904,60.19772,7.200786,4.0,0.00029394,9,1108,0.38106,0.562,0.06,0.97,100,0.22222,0.0,0.89892,2.58662,-0.01,0.04475,-0.00308,-0.01874,0.01433,-0.00667,0.58207
71,72704,75.03509,99.625,1.0,0.92,1.384038,-0.003763,0.004923,0.002563,0.268237,0.017761,0.680772,62.076008,3.599315,62.836975,4.654688,4.0,0.00029386,8,1076,0.35044,0.52769,0.05,0.96,100,0.0,0.0,0.96716,2.28949,-0.01,0.04445,-0.00301,-0.01783,0.01863,-0.01067,0.57687
72,73728,68.31955,117.16667,1.0,0.93,1.441128,-0.006774,0.003741,0.006469,0.373313,0.078979,0.807537,61.935852,4.406641,61.601063,4.966387,4.0,0.00029377,6,1081,0.36579,0.54779,0.05,0.96,100,0.0,0.0,0.9872,3.09102,-0.01,0.04347,-0.00361,-0.01744,0.01134,-0.01678,0.41171
73,74752,57.57839,173.11111,0.88889,0.93,1.420277,-0.006289,0.007747,0.006552,0.369507,0.082214,0.483823,62.079044,4.503289,61.664154,4.396026,4.0,0.00029368,9,1063,0.36345,0.54162,0.06,0.96,100,0.44444,0.0,0.93151,2.7916,-0.01,0.04144,-0.004,-0.01576,0.00994,-0.01575,0.52088
74,75776,67.05244,118.125,1.0,0.94,1.339405,-0.004055,0.005435,0.003338,0.322347,0.050171,0.612153,63.56366,4.026506,63.387447,4.335459,4.0,0.00029359,8,1082,0.35975,0.5414,0.05,0.96,100,0.125,0.0,0.9145,2.58025,-0.01,0.04541,-0.00336,-0.01673,0.01148,-0.01014,0.53901
75,76800,69.15673,128.25,1.0,0.95,1.314576,-0.003155,0.004144,0.006463,0.298267,0.058105,0.660657,63.793449,4.085345,63.572533,4.016087,4.0,0.0002935,8,1086,0.36584,0.5351,0.05,0.96,100,0.375,1.0,0.83571,2.44135,-0.01,0.04927,-0.00375,-0.01649,0.01265,-0.00837,0.54045
76,77824,69.51427,115.5,1.0,0.96,1.44142,-0.003233,0.002609,0.005908,0.399472,0.058533,0.570628,65.097534,2.673787,65.064331,2.889045,4.0,0.00029342,8,1063,0.364,0.523,0.04,0.96,100,0.125,0.0,0.94465,2.27439,-0.01,0.04629,-0.00311,-0.01807,0.01409,-0.01427,0.52932
77,78848,70.77808,146.25,1.0,0.98,1.480999,-0.006875,0.003055,0.004683,0.346354,0.06012,0.529038,65.523308,2.66549,65.17894,2.965048,4.0,0.00029333,8,1052,0.37005,0.53627,0.02,0.95,100,0.0,1.0,0.96515,3.18402,-0.01,0.04154,-0.00333,-0.01717,0.01372,-0.01924,0.54366
78,79872,32.80894,126.16667,0.5,0.95,1.346182,-0.002243,0.066666,0.005806,0.564882,0.078125,0.283248,64.591339,4.032637,60.4464,12.039257,4.0,0.00029324,6,1095,0.35001,0.51251,0.02,0.95,100,0.66667,0.0,0.9085,2.83293,-0.01,0.04185,-0.00404,-0.0165,0.0061,-0.01526,0.20468
