iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
145,148480,55.81265,79.33333,1.0,0.92,0.931094,-0.001227,24.307585,0.002751,2185,0.22566,-0.01,0.04779,0.00039,-0.00177,-0.00401,0.465
146,149504,43.40452,78.0,1.0,0.92,0.949444,0.000525,21.934492,0.002196,2213,0.21933,-0.01,0.04561,-0.00095,-0.00258,-0.03418,0.35182
147,150528,46.63461,108.625,0.875,0.91,0.942748,0.105638,28.64691,0.001212,2115,0.22806,-0.01,0.04781,-0.00072,-0.00274,-0.03528,0.36047
148,151552,44.18302,163.9,0.7,0.89,0.914271,-0.001915,32.76125,0.001675,2242,0.22314,-0.01,0.04901,-0.00026,-0.00249,-0.0327,0.40045
149,152576,43.95274,90.18182,0.90909,0.88,0.907341,-0.000648,26.181079,0.002873,2232,0.21681,-0.01,0.04786,0.00236,-0.00178,0.02024,0.52217
150,153600,54.18234,97.13333,0.93333,0.89,0.909135,-0.047241,33.3175,0.002646,2090,0.21012,-0.01,0.05204,0.00155,-0.00197,-0.04976,0.78851
151,154624,44.40075,73.33333,1.0,0.9,0.845719,-0.006019,25.092374,0.001369,2084,0.20875,-0.01,0.05162,0.00339,-0.00203,-0.02965,0.45543
152,155648,55.2722,77.91667,1.0,0.92,0.882274,0.000309,17.069491,0.001304,2131,0.21483,-0.01,0.05266,0.00138,-0.00214,0.02454,0.61423
153,156672,55.14704,105.7,0.9,0.91,0.88587,-0.001801,18.027911,0.001375,2148,0.19904,-0.01,0.05255,0.00139,-0.0019,-0.00035,0.49512
154,157696,50.55196,87.92857,0.92857,0.92,0.98335,-0.004661,30.541544,0.003015,2071,0.21681,-0.01,0.05091,0.00113,-0.00171,-0.02984,0.69049
155,158720,51.90391,81.0,1.0,0.92,0.91199,-0.001,22.354716,0.001903,2200,0.22868,-0.01,0.05206,-0.00018,-0.00284,-0.02748,0.49033
156,159744,51.37976,100.61538,0.92308,0.94,0.895733,-0.05396,37.035085,0.000575,2250,0.22806,-0.01,0.04831,-1e-05,-0.00281,-0.05803,0.67878
157,160768,43.73699,85.15385,1.0,0.96,0.884868,-0.00274,19.868522,0.000902,2344,0.21829,-0.01,0.0509,-6e-05,-0.00174,-0.02059,0.63904
158,161792,55.97188,80.83333,1.0,0.96,1.03115,0.01061,14.218493,0.004625,2271,0.23284,-0.01,0.04885,-0.00011,-0.00309,-0.00788,0.32518
