iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
65,66560,51.36943,111.45455,0.90909,0.93,1.044665,-0.00017,27.300449,0.000305,2020,0.08146,0.27273,0.79063,-0.01,0.00704,-0.00409,-0.01779,-0.00155,0.70854
66,67584,68.72526,74.36364,1.0,0.95,1.000724,0.00017,22.016745,0.000776,1921,0.05711,0.0,0.54545,-0.01,0.00755,0.00423,-0.01903,-0.00101,0.75504
67,68608,69.55074,127.0,1.0,0.95,1.069485,-0.010528,29.508156,0.002185,1969,0.08097,0.0,0.12676,-0.01,0.00779,0.00247,-0.0186,-0.02264,0.42876
68,69632,45.41706,97.6,1.0,0.95,1.010223,-0.000565,75.674689,0.000735,2004,0.07213,0.4,0.735,-0.01,0.00759,0.00065,-0.01486,-0.10023,0.60591
69,70656,57.21355,122.84615,0.84615,0.95,0.974485,-0.121114,31.490758,0.000495,1956,0.0524,0.07692,0.3,-0.01,0.00888,0.00543,-0.01868,-0.00083,0.79286
70,71680,62.70504,98.1,1.0,0.95,0.914015,-0.014599,27.037205,0.001072,1978,0.04513,0.1,0.67532,-0.01,0.00779,0.00053,-0.02154,-0.02271,0.67677
71,72704,71.81499,75.91667,1.0,0.95,0.963754,-0.06984,29.365663,0.002411,1983,0.03636,0.0,0.35,-0.01,0.00893,0.00715,-0.01884,-0.05267,0.88503
72,73728,68.58906,79.33333,1.0,0.95,0.963089,-0.001354,8.923051,0.003043,2112,0.03225,0.08333,0.46988,-0.01,0.00816,0.00248,-0.01854,-3e-05,0.92916
73,74752,71.55284,76.66667,1.0,0.96,1.032554,-0.000199,9.104416,0.003279,2128,0.04672,0.0,0.56757,-0.01,0.00696,0.00307,-0.01757,-2e-05,0.9386
74,75776,60.63399,113.81818,0.90909,0.96,0.968236,-0.000468,29.697563,0.000742,2010,0.03845,0.09091,0.32394,-0.01,0.00929,0.00513,-0.02012,-0.02693,0.7355
