iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
114,116736,7.54829,214.0,0.42857,0.51,1.585155,-0.001013,23.945547,0.003211,3629,-0.01,0.00888,-0.00285,-0.00017,-0.0231,0.16248
115,117760,-8.01939,188.0,0.0,0.51,1.585156,-0.002754,16.948068,0.006968,5508,-0.01,0.00548,-0.00543,0.00087,-0.07662,-0.00085
116,118784,-7.81711,294.4,0.2,0.5,1.488953,0.016639,10.386469,0.007609,5251,-0.01,0.00626,-0.00268,0.00077,-0.03107,0.03771
117,119808,8.38106,275.75,0.25,0.5,1.506622,0.070631,8.754257,0.00459,4032,-0.01,0.00625,-0.00227,-0.00092,3e-05,0.06713
118,120832,23.19225,266.66667,0.66667,0.51,1.428544,-0.000418,9.728181,0.00392,4324,-0.01,0.00624,-0.00147,0.00026,0.00032,0.10322
119,121856,6.13258,218.14286,0.28571,0.49,1.367699,-0.079528,12.209313,0.003736,3794,-0.01,0.00759,-0.00027,0.00049,-0.02599,0.09116
120,122880,20.21021,214.0,0.5,0.48,1.363726,-0.003487,8.810802,0.005204,4049,-0.01,0.00748,-0.0015,-7e-05,0.0001,0.05397
121,123904,9.56825,274.4,0.2,0.48,1.395483,-0.000373,6.855075,0.002891,4264,-0.01,0.00578,-0.00096,-0.00012,0.0015,0.07407
122,124928,16.62338,232.2,0.4,0.48,1.360086,-0.000197,18.347167,0.00111,3739,-0.01,0.00732,-0.00445,-0.00088,-0.03006,0.11286
123,125952,18.37977,203.75,0.5,0.49,1.369581,-0.069804,31.454296,0.004375,3803,-0.01,0.00702,-0.00213,-0.00114,0.00072,0.12046
124,126976,18.16271,225.0,0.33333,0.49,1.455883,-0.002231,13.648962,0.007119,4101,-0.01,0.00782,-0.00501,-0.00048,0.00474,0.0754
125,128000,25.82544,185.55556,0.55556,0.48,1.47639,0.062635,28.82489,0.004977,3885,-0.01,0.00701,-0.00942,0.00046,0.00223,0.28762
126,129024,36.33663,130.2,0.8,0.49,1.460854,0.002484,40.389941,0.006476,4034,-0.01,0.00785,-0.00508,-6e-05,-0.05427,0.23251
127,130048,-24.13606,300.0,0.0,0.47,1.480777,-0.008854,13.974748,0.008623,5365,-0.01,0.00553,-0.0253,0.00066,-0.06115,0.0
128,131072,-10.85951,233.375,0.125,0.43,1.579919,0.069463,21.516069,0.007842,4354,-0.01,0.00765,-0.03053,0.00069,-0.08622,0.03332
129,132096,21.03427,142.57143,0.71429,0.45,1.567311,0.004559,40.42254,0.005427,3895,-0.01,0.00815,-0.01107,0.0003,-0.00877,0.25352
130,133120,33.98789,118.875,0.75,0.45,1.496516,-0.035298,50.517423,0.00863,3979,-0.01,0.0085,-0.00962,-0.00022,-0.00268,0.34455
131,134144,22.80285,143.14286,0.57143,0.45,1.627277,0.188075,62.190356,0.005613,3919,-0.01,0.00862,-0.00873,0.00041,-0.13494,0.24777
132,135168,30.97412,75.66667,0.66667,0.46,1.62004,0.000704,26.329463,0.009748,5146,-0.01,0.00717,-0.03175,0.00104,-0.03272,0.15891
