iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
21,21504,-5.42059,330.6,0.0,0.05085,0.847287,-0.00551,0.028726,0.002762,0.307641,0.042097,0.950315,1.515756,6.455435,1.6449,6.254075,4.0,0.00029795,5,908,0.28911,0.36719,0.55932,0.0,1.0,0.625,,,-0.01,0.0079,0.00195,-0.02062,-0.00755,-0.00854
22,22528,nan,nan,0.0,0.05085,0.810563,-0.006412,0.025206,0.00442,0.30438,0.06529,0.941934,2.923056,5.865923,3.124259,5.737099,4.0,0.00029785,0,922,0.28479,0.37341,0.55932,0.0,0.0,0.0,,,-0.01,0.00645,-0.00164,-0.02603,-0.00527,0.0
23,23552,-5.38288,450.0,0.0,0.04839,0.82589,-0.004661,0.021323,0.002222,0.375039,0.026367,0.953483,4.31048,6.351055,4.267599,6.16952,4.0,0.00029775,3,924,0.32902,0.40945,0.58065,0.0,0.66667,0.59375,,,-0.01,0.00546,-0.00084,-0.02975,-0.00065,0.0
24,24576,-8.96872,450.0,0.0,0.04615,0.823298,-0.004614,0.016267,0.002513,0.385487,0.030064,0.965397,4.36549,6.265357,4.146887,6.405221,4.0,0.00029764,3,935,0.39234,0.47143,0.6,0.0,1.0,0.71698,,,-0.01,0.00563,-0.00323,-0.03011,-0.00106,0.0
25,25600,-7.13765,342.33333,0.0,0.04412,0.894871,-0.004376,0.029873,0.002883,0.283522,0.032087,0.942151,2.231717,6.276441,2.146659,6.341058,4.0,0.00029754,3,911,0.30892,0.39729,0.60294,0.0,1.0,0.62162,,,-0.01,0.0074,-0.00165,-0.02364,-0.01123,-0.00372
26,26624,-6.39438,368.0,0.0,0.04225,0.603172,-0.002535,0.018104,0.001518,0.28464,0.015555,0.951503,2.844228,5.599646,2.789653,5.423452,4.0,0.00029744,3,967,0.26159,0.32514,0.60563,0.0,1.0,0.5,,,-0.01,0.00545,-0.00329,-0.0197,-0.00551,-0.00492
27,27648,-8.75827,442.0,0.0,0.04167,0.693864,-0.003558,0.01979,0.002055,0.237472,0.025739,0.946906,3.120564,5.308904,3.094573,5.447746,4.0,0.00029734,1,932,0.23133,0.29896,0.59722,0.0,1.0,0.9,,,-0.01,0.00698,-0.00308,-0.0133,-0.00375,-0.00428
28,28672,-5.1714,450.0,0.0,0.04,0.744557,-0.004389,0.013742,0.001781,0.267553,0.020403,0.973275,4.090614,6.43126,3.945454,6.646021,4.0,0.00029724,3,954,0.27034,0.32457,0.61333,0.0,1.0,0.88636,,,-0.01,0.00436,-0.00174,-0.01914,-0.00166,0.0
29,29696,-4.01963,450.0,0.0,0.03947,0.997998,-0.003955,0.030489,0.003238,0.365629,0.032994,0.954453,4.176588,7.270783,3.916096,7.625791,4.0,0.00029713,1,913,0.28831,0.35488,0.61842,0.0,1.0,0.76923,,,-0.01,0.00504,-0.00276,-0.02556,0.00165,0.0
30,30720,-9.08471,450.0,0.0,0.0375,1.172909,-0.003284,0.027484,0.003172,0.320699,0.034215,0.964575,4.204175,7.897037,3.99761,8.361275,4.0,0.00029703,4,859,0.29686,0.37505,0.6375,0.0,0.75,0.66154,,,-0.01,0.00573,-0.00053,-0.02573,-0.00019,0.0
31,31744,-11.76653,450.0,0.0,0.03704,1.199002,-0.004649,0.015392,0.003869,0.366817,0.042515,0.978066,4.119472,8.497564,3.699272,9.246062,4.0,0.00029693,1,877,0.31132,0.3818,0.64198,0.0,1.0,0.62963,,,-0.01,0.00332,-0.00069,-0.03039,0.00015,0.0
32,32768,-11.39227,450.0,0.0,0.03571,1.348779,-0.00533,0.026364,0.004091,0.375313,0.043039,0.973752,3.925308,9.546965,3.481765,10.30437,4.0,0.00029683,3,827,0.32108,0.40433,0.65476,0.0,0.66667,0.65957,,,-0.01,0.00605,-0.00074,-0.02797,-0.0017,0.0
33,33792,-11.93771,450.0,0.0,0.03448,1.369661,-0.005232,0.015221,0.00347,0.388143,0.044155,0.981869,3.2745,10.209899,2.850597,11.153241,4.0,0.00029672,3,839,0.33057,0.41023,0.66667,0.0,0.66667,0.5,,,-0.01,0.00539,0.00072,-0.03185,0.0,0.0
34,34816,-11.94947,450.0,0.0,0.03409,1.390896,-0.005102,0.039841,0.004752,0.318802,0.075474,0.968752,2.923938,11.115396,2.523725,11.738924,4.0,0.00029662,1,855,0.33288,0.41968,0.67045,0.0,0.0,0.34615,,,-0.01,0.00551,0.00281,-0.02645,-0.00199,0.0
35,35840,-12.86334,450.0,0.0,0.03297,1.34727,-0.005505,0.021579,0.003776,0.281836,0.048375,0.980725,2.267888,11.26587,1.902108,12.036086,4.0,0.00029652,3,839,0.29822,0.37389,0.68132,0.0,0.66667,0.53125,,,-0.01,0.00576,0.00093,-0.02463,-0.00016,0.0
36,36864,-12.43192,450.0,0.0,0.03261,1.293602,-0.005473,0.031164,0.002813,0.284293,0.033936,0.971225,1.612204,10.940117,1.260939,11.610288,4.0,0.00029642,1,874,0.31516,0.39823,0.68478,0.0,0.0,0.28125,,,-0.01,0.00556,0.00037,-0.02193,-0.00284,0.0
37,37888,-8.86937,450.0,0.0,0.03125,1.322252,-0.005856,0.012816,0.003757,0.265489,0.039237,0.9873,1.212699,11.239787,0.963297,11.799535,4.0,0.00029631,4,858,0.31098,0.38197,0.69792,0.0,0.5,0.44048,,,-0.01,0.00669,0.0008,-0.02336,7e-05,0.0
38,38912,-10.98835,450.0,0.0,0.03093,1.369365,-0.007823,0.043239,0.004876,0.32706,0.072824,0.963206,1.420649,11.576394,0.99993,12.313618,4.0,0.00029621,1,865,0.32672,0.40901,0.70103,0.0,1.0,0.40741,,,-0.01,0.00456,0.00274,-0.02372,-0.00118,0.0
39,39936,-8.60667,450.0,0.0,0.03,1.326251,-0.006116,0.070522,0.006031,0.275941,0.084787,0.933863,1.241178,11.620245,0.823982,11.810179,4.0,0.00029611,3,850,0.28512,0.36865,0.71,0.0,0.33333,0.50847,,,-0.01,0.00688,0.00467,-0.02271,-0.00325,0.0
40,40960,-8.42595,450.0,0.0,0.03,1.233124,-0.005349,0.026268,0.00323,0.271749,0.033308,0.974969,-0.100902,11.799847,-0.3704,12.321004,4.0,0.00029601,2,866,0.31562,0.40169,0.71,0.0,0.5,0.45,,,-0.01,0.00461,0.00442,-0.0261,-0.00208,0.0
41,41984,-10.3491,450.0,0.0,0.03,1.060382,-0.003733,0.033581,0.00182,0.226376,0.017997,0.955962,-0.519233,10.280725,-0.773743,10.470977,4.0,0.0002959,2,893,0.27349,0.35822,0.71,0.0,0.5,0.36508,,,-0.01,0.0062,-0.00111,-0.02162,-0.00344,0.0
42,43008,-9.24533,450.0,0.0,0.03,0.963761,-0.00568,0.013949,0.003006,0.251794,0.048096,0.98211,-0.660976,10.333338,-0.85749,10.625501,4.0,0.0002958,2,957,0.31784,0.38852,0.71,0.0,1.0,0.54717,,,-0.01,0.00491,0.00185,-0.01987,-0.00133,0.0
43,44032,-7.6383,450.0,0.0,0.03,0.936157,-0.003419,0.031255,0.001686,0.225869,0.013602,0.953645,-1.069872,9.809376,-1.39252,10.055696,4.0,0.0002957,2,914,0.30336,0.3741,0.71,0.0,0.5,0.5,,,-0.01,0.00535,-0.00075,-0.0201,-0.00572,0.0
44,45056,-7.18049,450.0,0.0,0.03,0.792882,-0.004105,0.010095,0.00226,0.241246,0.027065,0.983012,-1.330892,9.264962,-1.453166,9.313618,4.0,0.0002956,4,931,0.28146,0.34573,0.74,0.0,0.75,0.67164,,,-0.01,0.00652,-0.001,-0.01654,-0.00566,0.0
45,46080,-10.1153,450.0,0.0,0.03,0.766593,-0.005214,0.023253,0.002605,0.229032,0.031285,0.969884,-1.034519,10.190366,-1.218608,10.590382,4.0,0.00029549,1,965,0.29742,0.36436,0.74,0.0,1.0,0.44,,,-0.01,0.00487,0.00105,-0.01999,-0.00159,0.0
46,47104,-5.89891,450.0,0.0,0.03,0.819895,-0.005375,0.033125,0.003187,0.232494,0.050851,0.949045,-0.867611,10.04116,-1.069531,9.910194,4.0,0.00029539,3,943,0.28822,0.36753,0.74,0.0,0.66667,0.53333,,,-0.01,0.00614,0.00172,-0.01796,-0.00391,0.0
47,48128,-5.63347,450.0,0.0,0.03,0.730463,-0.004629,0.024523,0.002091,0.250191,0.025042,0.95624,-1.860543,8.874463,-2.080655,9.031885,4.0,0.00029529,2,979,0.33488,0.40483,0.76,0.0,1.0,0.5,,,-0.01,0.00622,-0.00112,-0.02213,-0.0022,0.0
48,49152,-5.21697,450.0,0.0,0.03,0.827669,-0.003441,0.026138,0.003459,0.248617,0.045445,0.91488,-2.495256,6.699336,-2.545681,6.827363,4.0,0.00029519,2,938,0.28518,0.37467,0.78,0.0,0.5,0.48387,,,-0.01,0.00823,0.00065,-0.01351,-0.00139,0.0
49,50176,-2.3073,450.0,0.0,0.03,0.839501,-0.005268,0.016269,0.002888,0.259726,0.041539,0.968896,-2.256629,8.462976,-2.422826,8.894517,4.0,0.00029508,2,956,0.30173,0.38866,0.8,0.0,1.0,0.45455,,,-0.01,0.00587,0.00061,-0.02207,-0.00037,0.0
50,51200,30.97481,283.75,0.5,0.05,0.895865,-0.002792,0.672485,0.001868,1.025669,0.021868,0.360723,-2.591591,7.874489,-0.07303,12.650387,4.0,0.00029498,4,896,0.2974,0.40116,0.78,0.0,0.25,0.56863,,,-0.01,0.00661,0.00653,-0.01705,-3e-05,0.25266
51,52224,-5.07242,450.0,0.0,0.05,0.776379,-0.004456,0.037764,0.002019,0.377278,0.022775,0.93578,1.332034,8.34194,1.130066,8.680527,4.0,0.00029488,3,968,0.30124,0.38201,0.78,0.0,1.0,0.4898,,,-0.01,0.00652,0.00357,-0.02046,-0.00427,0.0
52,53248,21.49293,213.0,0.33333,0.06,0.856502,-0.001987,0.33033,0.001777,0.293526,0.014579,0.598631,1.552004,8.644599,2.494551,11.297227,4.0,0.00029478,3,876,0.35683,0.43953,0.78,0.0,1.0,0.44737,,,-0.01,0.00805,0.0049,-0.02047,0.00088,0.13267
53,54272,25.58846,317.4,0.4,0.07,0.859878,-0.003054,0.489433,0.002817,0.700214,0.036482,0.534402,2.337611,9.019936,4.319789,12.975889,4.0,0.00029468,5,931,0.34324,0.43748,0.77,0.0,0.6,0.48052,,,-0.01,0.00841,0.00523,-0.02444,-0.00342,0.26554
54,55296,25.77185,229.2,0.4,0.08,0.921878,-0.002748,0.475772,0.002643,0.826275,0.033168,0.523978,5.804183,8.85769,8.017066,13.039636,4.0,0.00029457,5,889,0.2742,0.36761,0.79,0.0,0.8,0.33803,,,-0.01,0.0072,0.00618,-0.01874,-0.00165,0.24049
55,56320,25.58108,185.4,0.4,0.1,0.887746,-0.00331,0.45892,0.002309,0.592773,0.023089,0.487371,7.189792,8.801143,9.246163,12.518474,4.0,0.00029447,5,900,0.25629,0.33973,0.79,0.0,0.8,0.43478,,,-0.01,0.00874,0.00508,-0.0171,-0.0067,0.24478
56,57344,8.91066,194.16667,0.16667,0.1,0.878556,-0.004298,0.216051,0.004281,0.347868,0.04984,0.718577,11.006937,9.828107,11.193945,12.210264,4.0,0.00029437,6,902,0.2328,0.31994,0.76,0.0,0.66667,0.2,,,-0.01,0.00643,0.00375,-0.01654,-0.01129,0.11339
57,58368,-4.93039,197.33333,0.0,0.1,0.783126,-0.006235,0.083958,0.003757,0.56307,0.05549,0.811777,11.247272,9.807607,10.46888,9.613601,4.0,0.00029427,3,937,0.24699,0.33477,0.76,0.0,0.66667,0.31579,,,-0.01,0.00904,0.00322,-0.02308,-0.00819,-0.00803
58,59392,-5.80361,450.0,0.0,0.1,0.664948,-0.007794,0.020985,0.004715,0.384817,0.075963,0.953832,8.535458,9.948204,8.055585,10.11729,4.0,0.00029416,2,978,0.26839,0.35923,0.76,0.0,1.0,0.75,,,-0.01,0.00572,0.00903,-0.02981,-0.00124,0.0
59,60416,-6.48766,450.0,0.0,0.1,0.695955,-0.005094,0.0253,0.003336,0.303833,0.049421,0.947579,7.433326,9.708786,6.987695,10.049129,4.0,0.00029406,2,999,0.2169,0.29241,0.77,0.0,0.0,0.2381,,,-0.01,0.00856,0.00726,-0.0233,-0.00186,0.0
60,61440,30.02091,371.5,0.5,0.13,0.851482,-0.001796,0.570558,0.001582,0.998156,0.012556,0.35114,8.884973,9.926978,11.854097,12.991868,4.0,0.00029396,6,905,0.17873,0.25587,0.74,0.0,0.66667,0.31746,,,-0.01,0.00823,0.00583,-0.02054,0.00182,0.34406
61,62464,nan,nan,0.0,0.13,1.312275,-0.006775,0.051157,0.004175,0.562028,0.066825,0.914201,14.139608,10.274667,13.30028,10.431784,4.0,0.00029386,0,891,0.28944,0.38098,0.74,0.0,0.0,0.0,,,-0.01,0.00474,0.00446,-0.01911,-0.00217,0.0
62,63488,nan,nan,0.0,0.13,1.085508,-0.004581,0.030297,0.002722,0.493662,0.030308,0.941827,10.317398,9.765093,9.59411,9.919137,4.0,0.00029375,0,973,0.34202,0.42997,0.74,0.0,0.0,0.0,,,-0.01,0.0052,0.00425,-0.02444,-0.00325,0.0
63,64512,7.69785,435.2,0.2,0.14,1.129548,-0.003709,0.143047,0.001816,0.296781,0.019287,0.751662,9.624453,9.28426,10.12626,10.788092,4.0,0.00029365,5,907,0.27093,0.34714,0.75,0.0,0.8,0.3352,,,-0.01,0.00865,0.00392,-0.02167,-0.00259,0.09749
64,65536,8.75168,319.4,0.2,0.15,1.197107,-0.004298,0.212114,0.001698,0.370647,0.015451,0.622195,10.845481,8.80715,11.245056,10.861716,4.0,0.00029355,5,824,0.24128,0.33529,0.74,0.0,0.8,0.57798,,,-0.01,0.00795,0.00184,-0.01801,-0.00632,0.09514
65,66560,37.28445,252.66667,0.66667,0.17,1.00474,-0.003179,0.332392,0.001886,0.45962,0.020089,0.43989,10.550905,8.810264,11.626782,11.24277,4.0,0.00029345,3,897,0.25189,0.33797,0.71,0.0,1.0,0.57143,,,-0.01,0.00743,-0.00012,-0.02008,-0.00673,0.21996
66,67584,18.03819,238.66667,0.33333,0.18,1.093668,-0.002816,0.112832,0.002794,0.252144,0.028495,0.755708,12.701225,8.348604,12.295731,9.705657,4.0,0.00029334,3,880,0.24051,0.31241,0.68,0.0,1.0,0.52273,,,-0.01,0.00753,0.0027,-0.02145,-0.00426,0.09858
67,68608,-7.16572,385.66667,0.0,0.18,0.961168,-0.004099,0.030373,0.002565,0.332315,0.030866,0.921664,12.99525,8.814999,12.35858,9.066454,4.0,0.00029324,3,908,0.23695,0.31757,0.67,0.0,1.0,0.49351,,,-0.01,0.00725,0.00386,-0.02687,-0.00414,-0.00343
68,69632,26.04496,362.5,0.5,0.19,0.887687,-0.001957,0.137798,0.002384,0.257258,0.025914,0.667426,12.125921,8.236951,11.990232,9.380937,4.0,0.00029314,2,919,0.26316,0.33971,0.66,0.0,0.5,0.3871,,,-0.01,0.00756,0.00334,-0.02493,-0.00816,0.12324
69,70656,7.10602,344.0,0.2,0.2,0.972659,-0.002634,0.147321,0.001402,0.207009,0.012939,0.61018,10.961251,7.460449,11.279177,9.296183,4.0,0.00029304,5,868,0.26906,0.36158,0.63,0.0,1.0,0.50617,,,-0.01,0.00782,0.00082,-0.02058,-0.00551,0.10116
70,71680,17.36096,287.33333,0.33333,0.21,1.004355,-0.00173,0.163201,0.001505,0.230496,0.016392,0.56368,10.640472,7.32039,10.535692,9.014591,4.0,0.00029293,3,857,0.29679,0.39471,0.6,0.0,1.0,0.43902,,,-0.01,0.0062,0.00414,-0.01829,-0.00775,0.10292
71,72704,58.87297,298.66667,1.0,0.24,0.998946,-0.0024,0.391839,0.001541,0.641336,0.01695,0.347318,10.088273,7.808459,12.601598,11.82576,4.0,0.00029283,3,880,0.30444,0.39613,0.57,0.0,1.0,0.58974,,,-0.01,0.0077,0.00024,-0.02463,-0.00364,0.32816
72,73728,nan,nan,0.0,0.24,0.92788,-0.004833,0.02161,0.00237,0.376879,0.026297,0.946633,12.308049,8.50826,11.974431,8.733694,4.0,0.00029273,0,925,0.36757,0.45939,0.57,0.0,0.0,0.0,,,-0.01,0.00522,-0.00119,-0.02429,-0.00391,0.0
73,74752,4.68421,337.5,0.16667,0.25,0.824916,-0.002259,0.158478,0.001758,0.234957,0.015102,0.6039,11.555206,7.995731,12.043913,9.644811,4.0,0.00029263,6,887,0.24877,0.33816,0.54,0.0,1.0,0.49162,,,-0.01,0.00867,0.00152,-0.02032,-0.00968,0.12011
74,75776,10.65326,168.8,0.2,0.26,0.945815,-0.002218,0.173776,0.0015,0.25824,0.015799,0.604468,12.816623,8.238627,13.574232,10.118321,4.0,0.00029252,5,864,0.21521,0.30612,0.5,0.03571,1.0,0.39286,,,-0.01,0.00861,0.0035,-0.01833,-0.0098,0.10932
75,76800,16.06557,363.33333,0.33333,0.27,0.946036,-0.001686,0.124473,0.002393,0.260133,0.028355,0.70171,15.167552,8.27494,15.936584,9.9783,4.0,0.00029242,3,900,0.25902,0.34908,0.49,0.03448,0.66667,0.58667,,,-0.01,0.00567,-0.0004,-0.02266,-0.0043,0.12548
76,77824,9.57736,208.6,0.2,0.28,0.974364,-0.003459,0.167238,0.002143,0.249833,0.028878,0.682913,16.00638,9.481046,15.792979,11.382484,4.0,0.00029232,5,905,0.25666,0.34796,0.45,0.03333,0.6,0.38596,,,-0.01,0.00595,6e-05,-0.02975,-0.00943,0.11699
77,78848,-7.82115,367.75,0.0,0.28,0.880186,-0.006114,0.026197,0.003957,0.342866,0.060093,0.922168,16.122095,8.579992,15.467224,9.191607,4.0,0.00029222,4,923,0.27117,0.35669,0.44,0.03333,0.25,0.47191,,,-0.01,0.0066,0.00395,-0.0283,-0.00374,-0.00386
78,79872,32.47742,223.25,0.5,0.29,0.699875,-0.001789,0.266387,0.001084,0.418,0.007115,0.417696,14.901228,6.864274,16.637186,10.565029,4.0,0.00029212,4,922,0.22242,0.30515,0.42,0.03125,0.5,0.45652,,,-0.01,0.00874,0.00204,-0.01708,-0.00824,0.30008
79,80896,31.66398,274.0,0.5,0.29,0.719207,-0.003457,0.11116,0.00178,0.362947,0.01702,0.665018,15.545878,7.006423,16.246168,9.183866,4.0,0.00029201,2,949,0.24631,0.31911,0.42,0.0303,0.0,0.5,,,-0.01,0.00634,-0.00105,-0.01705,-0.00052,0.15844
80,81920,51.99458,214.5,0.75,0.31,0.825362,-0.003125,0.205591,0.002544,0.476533,0.035261,0.584034,15.859551,8.061937,17.864878,11.373591,4.0,0.00029191,4,929,0.23742,0.31509,0.4,0.02778,0.5,0.54545,,,-0.01,0.00858,7e-05,-0.01761,0.00055,0.41133
81,82944,19.42047,333.83333,0.33333,0.31,1.005609,-0.002642,0.190422,0.002443,0.399133,0.02424,0.660144,19.608088,9.892189,21.108677,12.486881,4.0,0.00029181,6,877,0.23429,0.32983,0.4,0.02632,0.83333,0.57025,,,-0.01,0.00786,0.00481,-0.01954,-0.00341,0.22712
82,83968,66.27343,217.0,1.0,0.32,1.018783,-0.002723,0.084781,0.002455,0.272681,0.026332,0.815354,24.564194,10.348196,24.32785,11.34759,4.0,0.00029171,1,927,0.26758,0.3518,0.4,0.02564,1.0,0.54545,,,-0.01,0.00526,-0.00348,-0.02252,-0.00541,0.12068
83,84992,-6.53752,350.0,0.0,0.31,1.147875,-0.004629,0.058034,0.00357,0.360736,0.042934,0.83989,22.465548,10.645558,21.781673,10.888039,4.0,0.0002916,2,873,0.25261,0.34125,0.4,0.02564,0.5,0.57692,,,-0.01,0.00757,0.00253,-0.02115,-0.0011,-0.00305
84,86016,36.15238,342.66667,0.66667,0.32,1.075789,-0.003105,0.141369,0.002477,0.294829,0.02832,0.654061,21.788879,9.186699,23.134077,11.039882,4.0,0.0002915,3,884,0.23673,0.31752,0.39,0.02439,1.0,0.60241,,,-0.01,0.00795,-0.00485,-0.01737,-0.00159,0.21624
85,87040,-6.34791,387.0,0.0,0.3,1.194965,-0.003924,0.04894,0.003122,0.390364,0.042446,0.869172,24.343891,10.291558,23.351236,10.708959,4.0,0.0002914,4,835,0.22507,0.30997,0.42,0.02439,1.0,0.61628,,,-0.01,0.00738,0.00262,-0.01965,-0.00208,-0.00292
86,88064,36.81604,236.4,0.6,0.32,1.270908,-0.004001,0.212608,0.002314,0.26595,0.024484,0.529827,25.253782,9.468737,25.774759,11.89237,4.0,0.0002913,5,814,0.22355,0.31143,0.41,0.02273,0.8,0.4,,,-0.01,0.00808,-0.00073,-0.01415,-0.00673,0.26863
87,89088,41.45167,276.33333,0.66667,0.34,1.099487,-0.004012,0.129905,0.003165,0.206128,0.037005,0.628135,24.706987,8.556508,25.529385,10.553354,4.0,0.00029119,3,863,0.23721,0.32276,0.42,0.02174,0.66667,0.5,,,-0.01,0.00745,0.00073,-0.01903,-0.00338,0.21603
