iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,root_report_close_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
526,538624,66.94723,106.78571,0.92857,0.98,0.741433,-0.001358,0.001176,0.002409,0.240712,0.02553,0.969736,66.899551,6.298016,66.834343,6.942786,4.0,0.00024624,14,689,0.04752,0.06208,0.02,0.0,0.0,0.0,,,-0.01,0.00112,0.00097,0.00252,-0.00106,1.05881
527,539648,72.28812,79.66667,1.0,0.98,0.850744,-0.004585,0.001533,0.003444,0.262346,0.041399,0.686015,68.780876,2.236422,68.623184,2.399932,4.0,0.00024614,9,672,0.0629,0.07091,0.02,0.0,0.0,0.0,,,-0.01,0.00092,9e-05,0.00171,0.00071,0.65517
528,540672,65.79068,99.91667,0.91667,0.97,0.692389,-0.001273,0.018413,0.002219,0.32522,0.026053,0.746111,66.479454,6.168997,65.004997,10.410435,4.0,0.00024604,12,696,0.05435,0.07124,0.02,0.0,0.08333,0.0,,,-0.01,0.00098,0.00064,0.00322,-0.00198,0.9324
529,541696,71.94717,89.45455,1.0,0.97,0.7224,-0.001221,0.003351,0.001696,0.199326,0.018276,0.696494,67.47718,3.942183,68.046547,3.508618,4.0,0.00024593,11,686,0.04382,0.05562,0.02,0.0,0.09091,0.0,,,-0.01,-0.00096,0.00091,0.00284,0.00178,0.85446
530,542720,72.24135,75.33333,1.0,0.98,0.845548,-0.004165,0.001486,0.003058,0.280261,0.040597,0.802314,68.228104,2.489934,68.303658,2.744452,4.0,0.00024583,12,673,0.05458,0.06732,0.01,0.0,0.0,0.0,,,-0.01,-0.00051,0.00035,0.00109,0.00054,0.88644
531,543744,71.60458,99.1,1.0,0.98,0.79761,-0.002745,0.003659,0.002685,0.232379,0.031424,0.713195,67.406631,3.038363,67.068588,3.597584,4.0,0.00024573,10,688,0.07297,0.0823,0.01,0.0,0.0,0.8,,,-0.01,0.00349,0.0006,8e-05,0.00068,0.79879
532,544768,71.90033,90.27273,1.0,0.98,0.765065,-0.001509,0.003193,0.002015,0.182302,0.021101,0.846868,66.32016,4.717138,66.684341,4.929022,4.0,0.00024563,11,697,0.06897,0.08276,0.01,0.0,0.18182,0.0,,,-0.01,0.00045,0.00047,0.00287,0.00332,0.894
533,545792,71.62767,105.66667,1.0,0.98,0.751467,-0.002548,0.001989,0.002004,0.185856,0.018032,0.741173,68.113152,2.822807,68.344536,2.849465,4.0,0.00024552,12,680,0.06152,0.08014,0.01,0.0,0.08333,0.71429,,,-0.01,-0.00054,0.00121,0.00277,-0.0007,0.95247
534,546816,71.64198,89.55556,1.0,0.98,0.676458,-0.002636,0.002738,0.001837,0.190841,0.018764,0.663756,67.749939,2.784609,67.520737,2.914867,4.0,0.00024542,9,704,0.0763,0.08987,0.01,0.0,0.0,0.5,,,-0.01,-0.0006,0.00082,0.00115,-0.00218,0.8039
535,547840,72.04518,84.90909,1.0,0.98,0.759346,-0.003452,0.001488,0.002547,0.215652,0.029227,0.864241,67.524399,2.870818,67.618439,3.428812,4.0,0.00024532,11,689,0.07642,0.08776,0.01,0.0,0.0,0.66667,,,-0.01,0.00013,0.00066,0.00276,0.0027,0.90477
536,548864,64.59794,86.8,0.9,0.98,0.683912,-0.000817,0.038616,0.001909,0.257857,0.019915,0.359614,67.000954,4.471275,65.777344,8.481333,4.0,0.00024522,10,626,0.07682,0.09307,0.0,0.0,0.1,1.0,,,-0.01,-0.00089,0.00073,0.00165,-0.00062,0.77972
537,549888,65.5828,125.83333,0.91667,0.97,0.748846,-0.004326,0.007866,0.0037,0.262014,0.046526,0.647447,67.090263,4.606297,66.818016,4.748611,4.0,0.00024511,12,675,0.07763,0.07959,0.01,0.0,0.0,0.4,,,-0.01,-0.00021,0.0015,-0.00045,0.00184,0.91033
538,550912,62.06245,107.25,0.875,0.97,0.707597,-0.001121,0.027156,0.001298,0.27274,0.012521,0.548068,66.156364,4.210432,64.989693,8.758586,4.0,0.00024501,8,693,0.07083,0.07935,0.01,0.0,0.125,0.0,,,-0.01,0.00018,0.00111,0.00182,0.00011,0.59849
539,551936,71.71822,91.08333,1.0,0.97,0.772971,-0.002706,0.015688,0.002953,0.211084,0.035645,0.429712,65.720169,6.661267,66.209793,5.791119,4.0,0.00024491,12,661,0.05926,0.0764,0.01,0.0,0.08333,0.5,,,-0.01,-0.00088,0.00114,0.00265,0.00305,0.93073
540,552960,72.20888,85.91667,1.0,0.97,0.697639,-0.002354,0.006634,0.00282,0.236696,0.036342,0.565157,65.661049,4.713088,66.335983,4.415211,4.0,0.00024481,12,672,0.0572,0.07452,0.01,0.0,0.08333,0.0,,,-0.01,-0.00172,0.00162,0.00304,0.00033,0.96807
541,553984,71.86698,89.75,1.0,0.97,0.631349,-0.002292,0.004377,0.002517,0.206831,0.03254,0.606715,65.851089,3.312771,66.451958,3.492016,4.0,0.0002447,12,679,0.05925,0.07793,0.01,0.0,0.08333,1.0,,,-0.01,0.00072,0.00146,0.00189,-0.00067,1.02378
542,555008,71.83466,92.11111,1.0,0.97,0.743898,-0.002988,0.001745,0.002784,0.231582,0.03826,0.794421,66.845352,2.911012,67.318733,2.93743,4.0,0.0002446,9,677,0.05567,0.065,0.01,0.0,0.11111,0.6,,,-0.01,-0.00089,-6e-05,0.00338,0.00168,0.70856
543,556032,72.01483,80.3,1.0,0.97,0.777629,-0.002221,0.002459,0.002138,0.239292,0.025739,0.686346,66.917976,2.546863,66.942101,2.934566,4.0,0.0002445,10,675,0.05382,0.06618,0.01,0.0,0.2,0.66667,,,-0.01,0.0003,0.00089,0.00308,-0.00142,0.79641
544,557056,72.0194,89.14286,1.0,0.97,0.733729,-0.002969,0.001414,0.00252,0.271548,0.031599,0.891578,66.157173,3.336111,66.103104,4.032115,4.0,0.0002444,7,688,0.0553,0.06416,0.01,0.0,0.0,0.0,,,-0.01,0.0016,0.00135,0.00206,0.00309,0.58238
545,558080,60.17921,144.41667,0.83333,0.96,0.758353,-0.00261,0.001714,0.003414,0.280024,0.047154,0.924563,65.932899,4.467742,65.819153,5.142832,4.0,0.00024429,12,689,0.06512,0.08003,0.03,0.0,0.08333,0.5,,,-0.01,0.00036,0.00058,9e-05,0.00064,0.81534
546,559104,71.95726,86.125,1.0,0.97,0.803962,-0.003858,0.001973,0.002788,0.240536,0.037388,0.876984,67.318115,3.629296,67.254555,4.196261,4.0,0.00024419,8,680,0.06235,0.06723,0.02,0.0,0.125,0.0,,,-0.01,0.00108,0.0005,-0.0005,0.00146,0.61915
547,560128,70.90434,110.58333,1.0,0.97,0.806102,-0.003875,0.001252,0.00249,0.229845,0.02996,0.898788,67.717018,3.648738,67.804626,3.668644,4.0,0.00024409,12,668,0.05601,0.06669,0.02,0.0,0.0,0.0,,,-0.01,-0.0003,0.00038,0.00098,0.00135,0.88095
548,561152,71.21343,105.5,1.0,0.98,0.893092,-0.003298,0.001063,0.002448,0.27239,0.024065,0.877549,68.501839,2.831491,68.328728,3.089348,4.0,0.00024399,10,666,0.05452,0.06394,0.02,0.0,0.0,0.5,,,-0.01,0.00226,0.00087,0.00173,0.00037,0.71812
549,562176,71.42732,98.9,1.0,0.98,0.816417,-0.003054,0.002573,0.002059,0.226749,0.019915,0.59672,68.75959,2.128386,68.181633,2.530178,4.0,0.00024388,10,667,0.05832,0.07105,0.02,0.0,0.0,0.33333,,,-0.01,0.00014,0.00104,0.00168,-0.00204,0.74707
550,563200,71.53603,95.75,1.0,0.98,0.663543,-0.002191,0.002949,0.001932,0.20932,0.025426,0.815413,66.511597,3.865595,66.250732,4.199193,4.0,0.00024378,8,701,0.05364,0.06391,0.02,0.0,0.125,0.0,,,-0.01,-0.0001,0.00075,0.00318,0.00219,0.71582
551,564224,71.34605,116.66667,1.0,0.98,0.781353,-0.003655,0.002132,0.002847,0.249787,0.037772,0.921334,66.108223,4.947596,65.80365,5.395417,4.0,0.00024368,9,683,0.05693,0.06854,0.02,0.0,0.0,0.0,,,-0.01,0.00126,0.00041,0.00089,0.00348,0.72653
552,565248,65.24476,122.18182,0.90909,0.97,0.7112,-0.002156,0.002392,0.002294,0.228494,0.023054,0.913691,66.485153,4.974755,66.657967,5.444391,4.0,0.00024358,11,672,0.04621,0.05857,0.03,0.0,0.09091,0.4,,,-0.01,-0.00013,-0.00011,0.0018,0.0027,0.7834
553,566272,71.61348,92.0,1.0,0.97,0.692509,-0.002057,0.002327,0.002049,0.198267,0.021449,0.631468,67.743881,2.481621,68.026695,2.553001,4.0,0.00024348,12,685,0.04431,0.05913,0.03,0.0,0.0,0.0,,,-0.01,-0.00101,0.00107,0.00286,-0.00208,0.98974
554,567296,71.75878,90.75,1.0,0.97,0.805166,-0.003215,0.001317,0.002291,0.234643,0.022845,0.737701,68.457191,2.104365,68.294243,2.248694,4.0,0.00024337,8,675,0.05018,0.0581,0.03,0.0,0.0,0.0,,,-0.01,-0.00079,0.00045,0.00257,0.00311,0.59463
555,568320,71.99835,91.46667,1.0,0.99,0.749605,-0.003011,0.001168,0.001983,0.200878,0.020089,0.769208,68.273796,2.043571,68.600708,2.269394,4.0,0.00024327,15,666,0.04399,0.05836,0.01,0.0,0.06667,1.0,,,-0.01,-0.00199,0.00085,0.00237,0.00281,1.1253
556,569344,72.30523,79.0,1.0,0.99,0.770403,-0.003798,0.000813,0.002485,0.265733,0.029157,0.862631,68.4244,2.183792,68.664757,2.517129,4.0,0.00024317,11,614,0.04276,0.04996,0.01,0.0,0.0,0.0,,,-0.01,-0.00201,0.00119,0.00253,0.0021,0.80666
557,570368,71.73902,83.75,1.0,0.99,0.761135,-0.004622,0.000728,0.003913,0.300888,0.05106,0.878039,68.497856,2.468435,68.71315,2.489848,4.0,0.00024307,12,665,0.04528,0.06047,0.01,0.0,0.0,0.0,,,-0.01,-0.00153,0.00036,0.00257,-0.00051,0.86573
558,571392,72.2162,85.0,1.0,0.99,0.776489,-0.002813,0.001553,0.002534,0.251949,0.027274,0.816664,68.645103,2.649297,68.562965,2.993315,4.0,0.00024296,12,676,0.03989,0.05525,0.01,0.0,0.08333,0.0,,,-0.01,0.00138,0.00093,0.0033,0.00028,0.94608
559,572416,72.07913,84.14286,1.0,0.99,0.713748,-0.003645,0.000722,0.003335,0.244623,0.044922,0.952396,67.490456,3.978492,67.132004,4.536083,4.0,0.00024286,7,703,0.03977,0.04905,0.01,0.0,0.0,0.0,,,-0.01,0.00018,-0.00031,0.00226,0.00036,0.58942
560,573440,64.09289,114.8,0.9,0.98,0.702103,-0.001025,0.026131,0.002209,0.340539,0.022879,0.708334,65.562057,6.780305,63.97802,10.355578,4.0,0.00024276,10,703,0.04289,0.05737,0.01,0.0,0.2,1.0,,,-0.01,0.00165,0.00079,0.00344,-0.00097,0.80248
561,574464,65.05902,124.4,0.9,0.98,0.720815,-0.002533,0.003079,0.0017,0.250689,0.016183,0.732945,67.417542,3.226079,67.419357,3.357906,4.0,0.00024266,10,670,0.03603,0.04989,0.01,0.0,0.1,0.0,,,-0.01,-3e-05,0.00091,0.0038,0.00218,0.70295
562,575488,71.61298,113.66667,1.0,0.98,0.760667,-0.003,0.002299,0.002321,0.244674,0.021449,0.504064,67.473167,2.094474,67.319077,2.204381,4.0,0.00024255,9,687,0.03683,0.04737,0.01,0.0,0.11111,0.0,,,-0.01,0.00336,0.00128,0.00367,0.00569,0.73191
563,576512,72.47217,92.875,1.0,0.98,0.753299,-0.00372,0.001671,0.003452,0.282844,0.038121,0.810817,66.981522,2.431755,66.792633,3.058564,4.0,0.00024245,8,680,0.03147,0.04158,0.01,0.0,0.0,0.0,,,-0.01,0.00109,0.0014,0.00348,0.00571,0.6602
564,577536,71.59976,115.2,1.0,0.98,0.797163,-0.003166,0.001943,0.003415,0.268906,0.045724,0.901706,65.877876,4.062747,65.835587,4.677996,4.0,0.00024235,10,688,0.03691,0.04824,0.01,0.0,0.0,1.0,,,-0.01,0.00142,0.00069,0.00346,0.00265,0.81081
565,578560,65.31471,115.4,0.9,0.97,0.694556,-0.002165,0.000967,0.002135,0.253241,0.020264,0.951192,66.88633,4.420925,66.86631,4.990651,4.0,0.00024225,10,686,0.03019,0.04092,0.02,0.0,0.0,0.0,,,-0.01,-0.00158,0.00071,0.00317,0.00073,0.71354
566,579584,71.71589,90.30769,1.0,0.97,0.735022,-0.00214,0.001993,0.001837,0.214685,0.021449,0.637137,68.364204,2.75364,68.653671,2.45265,4.0,0.00024214,13,652,0.03118,0.04362,0.02,0.0,0.07692,0.0,,,-0.01,-0.00148,0.00078,0.00301,0.00102,0.96435
567,580608,71.70914,96.4,1.0,0.97,0.812375,-0.003443,0.000905,0.002568,0.321039,0.026542,0.829102,68.929466,2.182754,68.760178,2.344177,4.0,0.00024204,10,681,0.02993,0.03967,0.02,0.0,0.0,0.0,,,-0.01,0.00172,0.00038,0.00176,0.0006,0.72373
568,581632,72.13628,78.72727,1.0,0.97,0.792049,-0.001676,0.001168,0.001911,0.242711,0.014474,0.826904,68.632683,2.24878,68.398239,2.805228,4.0,0.00024194,11,666,0.02469,0.03541,0.02,0.0,0.0,0.0,,,-0.01,-0.00052,0.0005,0.00134,3e-05,0.79059
569,582656,72.2796,82.9,1.0,0.97,0.880314,-0.003142,0.001378,0.002598,0.276529,0.029367,0.938591,67.272072,4.376049,66.909203,4.965853,4.0,0.00024184,10,662,0.03716,0.04727,0.02,0.0,0.0,1.0,,,-0.01,0.00263,0.0007,0.00188,0.00093,0.72388
570,583680,62.97102,145.55556,0.88889,0.97,0.724386,-0.001943,0.002172,0.002454,0.282518,0.025181,0.895292,67.361473,4.188653,67.055038,4.602965,4.0,0.00024173,9,667,0.03034,0.0399,0.03,0.0,0.0,0.0,,,-0.01,-0.00112,0.00056,0.00192,0.00157,0.61009
571,584704,72.06427,84.58333,1.0,0.98,0.651677,-0.002501,0.001222,0.002202,0.213,0.024309,0.960312,66.774239,5.485219,66.79142,6.143937,4.0,0.00024163,12,677,0.02959,0.04312,0.02,0.0,0.0,0.0,,,-0.01,-0.00182,0.00082,0.00346,0.00134,0.95952
572,585728,70.76664,117.88889,1.0,0.98,0.681387,-0.001715,0.005635,0.002321,0.199197,0.026542,0.902485,66.228165,8.616986,66.151176,8.016274,4.0,0.00024153,9,693,0.02849,0.04061,0.02,0.0,0.11111,0.0,,,-0.01,0.0004,0.00064,0.00248,-0.0008,0.70874
573,586752,72.01311,79.36364,1.0,0.98,0.759719,-0.002062,0.002107,0.002437,0.246176,0.031808,0.740912,67.911415,2.551328,67.954811,2.940852,4.0,0.00024143,11,662,0.0292,0.04168,0.02,0.0,0.0,0.0,,,-0.01,0.0002,0.00043,0.00354,7e-05,0.79417
574,587776,72.26447,77.38462,1.0,0.99,0.746174,-0.002188,0.00231,0.003036,0.267982,0.038435,0.890474,67.093803,4.1565,67.089928,4.745104,4.0,0.00024132,13,657,0.02748,0.0423,0.01,0.0,0.07692,0.0,,,-0.01,-0.0009,0.00084,0.00307,-0.00101,0.95348
575,588800,66.20778,113.33333,0.91667,0.98,0.800763,-0.002065,0.001162,0.003153,0.359397,0.03847,0.902085,68.573593,3.267146,68.647713,3.470573,4.0,0.00024122,12,658,0.02724,0.03915,0.02,0.0,0.0,0.0,,,-0.01,-0.00124,0.00063,0.00338,0.00146,0.79351
576,589824,72.26654,75.85714,1.0,0.98,0.760474,-0.003276,0.000983,0.003182,0.262005,0.039795,0.776233,69.172401,2.03615,69.31942,2.160631,4.0,0.00024112,14,589,0.03086,0.04615,0.02,0.0,0.07143,0.0,,,-0.01,-0.00084,0.00085,0.00307,-0.00083,1.02035
577,590848,72.30787,79.41667,1.0,0.98,0.856133,-0.00368,0.001193,0.002856,0.260393,0.031634,0.747998,69.228264,2.084113,69.174515,2.197563,4.0,0.00024102,12,628,0.0364,0.04962,0.02,0.0,0.0,0.0,,,-0.01,0.00074,0.0005,0.00206,0.00081,0.86894
578,591872,71.72676,93.83333,1.0,0.98,0.653856,-0.002919,0.001927,0.002413,0.252033,0.027274,0.80961,67.935463,2.675844,67.273621,3.150213,4.0,0.00024092,6,721,0.03089,0.04174,0.02,0.0,0.16667,0.0,,,-0.01,0.00119,0.00093,0.00127,0.00208,0.55809
579,592896,70.88664,123.08333,1.0,0.99,0.784819,-0.00335,0.00268,0.003079,0.273804,0.041922,0.723797,67.114258,3.353226,67.271477,3.235513,4.0,0.00024081,12,670,0.03584,0.05182,0.01,0.0,0.08333,0.0,,,-0.01,0.00143,0.00071,0.00296,0.00158,0.92924
580,593920,72.05092,87.18182,1.0,0.99,0.867643,-0.002594,0.001185,0.002333,0.287105,0.019357,0.75079,68.558762,1.929454,68.635643,2.172426,4.0,0.00024071,11,647,0.03528,0.04662,0.01,0.0,0.0,0.0,,,-0.01,0.0017,-4e-05,0.00328,0.00129,0.79099
581,594944,71.54678,106.3,1.0,0.99,0.823074,-0.002766,0.001549,0.002894,0.251413,0.030552,0.730893,67.951103,2.185029,67.990364,2.389238,4.0,0.00024061,10,653,0.03937,0.0543,0.01,0.0,0.2,0.0,,,-0.01,0.00094,0.00063,0.00259,-0.00011,0.73613
582,595968,72.04401,86.38462,1.0,0.99,0.738151,-0.001679,0.001891,0.00152,0.182295,0.010149,0.725096,68.261772,2.56413,68.463486,2.675859,4.0,0.00024051,13,656,0.03884,0.05393,0.01,0.0,0.07692,0.66667,,,-0.01,0.0009,0.00069,0.00255,-0.00034,0.98586
583,596992,72.31504,85.76923,1.0,1.0,0.738192,-0.002742,0.001537,0.002315,0.217489,0.027274,0.7455,68.553757,2.143866,68.662483,2.485296,4.0,0.0002404,13,646,0.0376,0.05378,0.0,0.0,0.07692,1.0,,,-0.01,0.00376,0.00092,0.00353,0.001,1.0173
584,598016,72.24656,87.0,1.0,1.0,0.781499,-0.002135,0.001162,0.002813,0.271948,0.033901,0.743495,68.57415,2.232217,68.774345,2.153334,4.0,0.0002403,10,647,0.03806,0.04918,0.0,0.0,0.2,0.0,,,-0.01,-0.00102,0.00074,0.00323,0.00118,0.74283
585,599040,72.04502,84.58333,1.0,1.0,0.825678,-0.002577,0.000869,0.002936,0.26356,0.034459,0.817943,69.36364,2.058282,69.282707,2.186396,4.0,0.0002402,12,642,0.03507,0.048,0.0,0.0,0.0,1.0,,,-0.01,0.00296,0.00081,0.00316,-0.0007,0.87622
586,600064,72.23787,87.83333,1.0,1.0,0.753184,-0.002206,0.001212,0.002148,0.200879,0.01838,0.753221,68.68853,2.197026,68.963661,2.248941,4.0,0.0002401,12,618,0.03902,0.05279,0.0,0.0,0.08333,0.0,,,-0.01,0.00145,0.00035,0.00303,0.00222,0.87328
587,601088,72.17758,86.72727,1.0,1.0,0.756231,-0.002548,0.000571,0.001652,0.237368,0.016218,0.86622,69.275215,1.930348,69.335373,2.051521,4.0,0.00023999,11,621,0.03191,0.04461,0.0,0.0,0.09091,0.0,,,-0.01,-0.0003,0.00065,0.00345,0.00178,0.80612
588,602112,72.34243,80.64286,1.0,1.0,0.74455,-0.00256,0.000581,0.002463,0.232902,0.02546,0.880479,69.110962,2.045464,69.300392,2.20739,4.0,0.00023989,14,640,0.03122,0.04647,0.0,0.0,0.14286,0.0,,,-0.01,-0.00051,0.00098,0.00326,0.00171,1.02529
589,603136,72.22834,83.91667,1.0,1.0,0.776367,-0.003127,0.000743,0.003768,0.29421,0.049526,0.825311,69.62999,2.109812,69.564171,2.075674,4.0,0.00023979,12,653,0.03107,0.04424,0.0,0.0,0.08333,0.0,,,-0.01,0.00175,0.00103,0.00374,0.00179,0.8731
590,604160,72.62879,74.71429,1.0,1.0,0.878419,-0.00276,0.00085,0.00287,0.34962,0.036028,0.839182,69.044533,1.866282,68.557793,2.313912,4.0,0.00023969,7,682,0.03241,0.0411,0.0,0.0,0.0,0.0,,,-0.01,0.00423,0.00038,0.00356,0.00072,0.52623
591,605184,72.18708,87.125,1.0,1.0,0.886582,-0.002325,0.00095,0.00296,0.343774,0.035191,0.91637,67.660881,2.985688,67.105141,3.63868,4.0,0.00023958,8,678,0.03602,0.04425,0.0,0.0,0.0,0.0,,,-0.01,0.00261,-0.00017,0.00416,0.00069,0.60684
592,606208,71.44766,111.11111,1.0,1.0,0.786234,-0.003204,0.000921,0.003633,0.426726,0.046073,0.968731,66.419075,5.239384,66.065506,5.895819,4.0,0.00023948,9,660,0.03568,0.0449,0.0,0.0,0.0,0.0,,,-0.01,0.00056,0.0005,0.00327,-0.00042,0.66055
593,607232,62.13756,128.14286,0.85714,0.98,0.753646,-0.003032,0.000724,0.002351,0.297968,0.025809,0.911936,68.723412,2.65082,68.778419,2.967727,4.0,0.00023938,14,651,0.03553,0.04761,0.02,0.0,0.07143,0.0,,,-0.01,-4e-05,0.00036,0.00285,-0.00029,0.86025
594,608256,71.78429,89.81818,1.0,0.98,0.804254,-0.004297,0.001417,0.002815,0.298684,0.036237,0.913383,68.405869,3.762525,68.055168,4.217274,4.0,0.00023928,11,662,0.04492,0.05771,0.02,0.0,0.0,0.5,,,-0.01,0.0015,-0.0,0.00089,-0.00078,0.81048
595,609280,72.38515,78.4,1.0,0.98,0.705757,-0.002722,0.001291,0.001565,0.247196,0.013951,0.966618,67.178841,6.033728,67.01458,6.627483,4.0,0.00023917,10,664,0.03343,0.04588,0.02,0.0,0.0,0.0,,,-0.01,0.00208,0.00078,0.00355,0.00036,0.76388
596,610304,66.02452,112.33333,0.91667,0.97,0.737479,-0.002969,0.00099,0.002296,0.251901,0.028669,0.984892,66.320755,8.294868,66.172325,8.866707,4.0,0.00023907,12,667,0.03384,0.04687,0.03,0.0,0.08333,0.8,,,-0.01,0.00142,0.00018,0.00268,2e-05,0.83802
597,611328,71.90091,91.3,1.0,0.97,0.841344,-0.003317,0.00146,0.002566,0.21866,0.028111,0.888921,68.12265,3.297621,68.009819,3.750723,4.0,0.00023897,10,633,0.03637,0.04845,0.03,0.0,0.0,1.0,,,-0.01,0.0027,0.00055,0.00362,-0.00078,0.71966
598,612352,72.53768,74.55556,1.0,0.97,0.803632,-0.003362,0.00134,0.002575,0.305623,0.029681,0.955244,67.015068,5.654282,66.826683,6.341167,4.0,0.00023887,9,663,0.03838,0.05015,0.03,0.0,0.0,0.0,,,-0.01,0.00203,0.0006,0.00293,1e-05,0.67553
599,613376,71.72299,99.63636,1.0,0.97,0.848702,-0.002909,0.002034,0.003485,0.36964,0.046631,0.976991,64.737724,9.316071,64.382423,9.849503,4.0,0.00023876,11,664,0.04898,0.06385,0.03,0.0,0.0,0.0,,,-0.01,0.00466,4e-05,0.00139,0.0,0.83384
600,614400,64.23487,116.88889,0.88889,0.96,0.865294,-0.004041,0.001226,0.003098,0.29729,0.03969,0.975368,67.232613,7.046513,66.861206,7.330387,4.0,0.00023866,9,659,0.03248,0.04245,0.04,0.0,0.0,1.0,,,-0.01,0.00437,0.00025,0.00299,0.0,0.58147
601,615424,71.67663,104.76923,1.0,0.96,0.776931,-0.003007,0.001676,0.002646,0.309426,0.033203,0.589612,68.814842,2.702964,68.982803,2.221755,4.0,0.00023856,13,648,0.03211,0.04593,0.04,0.0,0.0,1.0,,,-0.01,0.00048,0.00024,0.00232,0.00071,0.91353
602,616448,71.90147,90.66667,1.0,0.98,0.881432,-0.002777,0.001555,0.003305,0.344011,0.039132,0.827438,69.056511,2.610699,68.524666,2.945339,4.0,0.00023846,9,661,0.03517,0.04584,0.02,0.0,0.0,0.0,,,-0.01,0.00463,0.00046,0.00329,-4e-05,0.65732
603,617472,70.91559,120.11111,1.0,0.98,0.902704,-0.002003,0.002273,0.001582,0.267678,0.012102,0.512245,68.524139,2.009787,68.0448,2.142735,4.0,0.00023836,9,656,0.0352,0.04656,0.02,0.0,0.11111,0.0,,,-0.01,0.00176,0.00034,0.003,-0.00115,0.63076
604,618496,71.79039,93.53846,1.0,0.98,0.893532,-0.003238,0.001624,0.004975,0.260023,0.061384,0.489418,68.508133,1.437192,68.518196,1.862649,4.0,0.00023825,13,649,0.03315,0.04769,0.02,0.0,0.0,0.0,,,-0.01,0.00127,0.00028,0.00275,-0.00036,0.91995
605,619520,72.23402,83.0,1.0,0.98,0.955847,-0.002814,0.0012,0.003002,0.293948,0.029646,0.832128,68.114609,2.154865,67.731453,2.711512,4.0,0.00023815,7,652,0.02999,0.03781,0.02,0.0,0.0,0.0,,,-0.01,0.00313,0.00029,0.00274,0.0,0.49652
606,620544,70.19289,140.0,1.0,0.98,1.004346,-0.002696,0.002518,0.003319,0.331632,0.03847,0.851764,66.236694,3.926532,65.796623,4.100585,4.0,0.00023805,9,650,0.03937,0.04994,0.02,0.0,0.0,0.0,,,-0.01,0.00327,0.00029,0.00346,-0.00071,0.64508
607,621568,70.84301,121.66667,1.0,0.99,0.918712,-0.002154,0.004973,0.002071,0.237181,0.020438,0.687853,65.266045,3.938061,65.120003,4.082291,4.0,0.00023795,9,666,0.04045,0.05212,0.01,0.0,0.11111,0.0,,,-0.01,0.0035,0.00022,0.00287,-0.00157,0.71858
608,622592,71.78835,103.75,1.0,0.99,0.940474,-0.00364,0.003255,0.002714,0.246314,0.031948,0.619325,65.952583,2.251275,65.635612,2.935076,4.0,0.00023784,8,652,0.05137,0.06407,0.01,0.0,0.25,0.0,,,-0.01,0.0041,0.00038,0.00146,0.00133,0.60166
609,623616,70.9266,119.16667,1.0,0.99,0.981371,-0.002746,0.003213,0.003422,0.31194,0.039342,0.712346,65.414261,2.931645,65.912788,3.403667,4.0,0.00023774,12,648,0.05278,0.06663,0.01,0.0,0.16667,0.8,,,-0.01,0.00436,-0.00014,0.00117,0.0009,0.87475
610,624640,72.51669,79.8,1.0,1.0,0.956398,-0.002444,0.00192,0.003338,0.301117,0.032227,0.717363,66.911049,2.088697,67.279427,2.572908,4.0,0.00023764,10,607,0.04151,0.05267,0.0,0.0,0.0,0.0,,,-0.01,0.00409,0.00033,0.0022,0.00109,0.71898
611,625664,71.96734,96.83333,1.0,1.0,1.017821,-0.005228,0.00218,0.003878,0.316935,0.045933,0.620155,67.322098,2.275819,67.612411,2.435267,4.0,0.00023754,12,646,0.05301,0.06821,0.0,0.0,0.0,0.83333,,,-0.01,0.00457,-0.0007,0.00327,0.00161,0.86151
612,626688,72.03124,98.66667,1.0,1.0,0.939261,-0.00242,0.001526,0.002757,0.26041,0.026053,0.736292,67.744705,2.083555,67.768036,2.374622,4.0,0.00023743,9,653,0.04192,0.05491,0.0,0.0,0.0,1.0,,,-0.01,0.00376,0.00018,0.00126,0.00257,0.6635
613,627712,72.32169,78.7,1.0,1.0,0.955825,-0.003273,0.001848,0.003861,0.280746,0.048165,0.774846,67.539162,2.43367,67.339821,3.073393,4.0,0.00023733,10,671,0.04268,0.05494,0.0,0.0,0.1,1.0,,,-0.01,0.00456,0.0001,0.00154,0.00035,0.77106
614,628736,69.51848,152.66667,1.0,1.0,1.03034,-0.003583,0.001759,0.004445,0.406983,0.05549,0.912526,66.014992,4.125333,65.607155,4.592587,4.0,0.00023723,6,654,0.04758,0.0561,0.0,0.0,0.0,0.5,,,-0.01,0.00303,0.0002,0.00143,0.0,0.44181
615,629760,60.0904,151.83333,0.83333,0.99,1.024572,-0.004318,0.002268,0.005016,0.338315,0.057826,0.943774,65.528069,5.887639,64.594894,6.346525,4.0,0.00023713,6,600,0.05061,0.05905,0.01,0.0,0.0,0.75,,,-0.01,0.00547,0.00031,0.00307,0.00125,0.3813
