iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
143,146432,16.67358,341.5,1.0,0.95,1.66366,0.040445,0.782817,0.002344,1136,-0.01,0.00598,-0.00112,0.00152,0.00226,0.07185
144,147456,24.09581,262.5,1.0,0.95,1.485117,-0.160926,3.825683,0.002502,1216,-0.01,0.00758,-0.00101,0.00136,0.00163,0.05192
145,148480,19.81545,291.2,1.0,0.95,1.603445,0.035753,0.908607,0.001861,1186,-0.01,0.00556,-0.00079,0.00199,0.00276,0.10464
146,149504,19.82063,288.66667,1.0,0.95,1.462368,-0.015857,1.749168,0.001076,1197,-0.01,0.0066,-0.00079,0.00171,0.00279,0.06399
147,150528,21.57535,264.6,1.0,0.95,1.596476,0.056518,2.187239,0.00126,1218,-0.01,0.00556,-0.00037,0.00166,-0.00068,0.11808
148,151552,18.5062,229.6,0.8,0.94,1.485702,-0.000436,2.627273,0.00083,1201,-0.01,0.00714,-0.00128,0.00207,0.00499,0.09924
149,152576,23.53932,229.5,1.0,0.94,1.596758,-0.000324,1.524442,0.00026,1154,-0.01,0.00581,-0.00065,0.00179,0.00223,0.09471
150,153600,20.40083,226.42857,1.0,0.95,1.535178,1.9e-05,4.103825,0.001656,1214,-0.01,0.00533,-0.00077,0.00139,0.00147,0.15756
151,154624,23.44609,231.5,1.0,0.95,1.648192,0.034476,0.43958,0.00112,1153,-0.01,0.0055,-0.00124,0.00187,0.00223,0.04768
152,155648,23.16474,241.6,1.0,0.95,1.537014,-0.000476,4.29791,0.002718,1282,-0.01,0.00608,-0.00188,0.00138,0.00211,0.1321
153,156672,15.45586,240.33333,1.0,0.95,1.668007,0.039369,1.190164,0.000475,1140,-0.01,0.00664,-0.00134,0.00168,0.00301,0.04962
154,157696,20.87601,223.28571,0.85714,0.95,1.566575,-0.000285,3.455632,0.000765,1179,-0.01,0.00557,-0.0014,0.00114,0.00215,0.15758
155,158720,23.14665,221.0,1.0,0.95,1.636241,-0.002433,1.060349,0.002004,1102,-0.01,0.00719,-0.0019,0.00217,0.00342,0.04674
156,159744,23.5294,234.5,1.0,0.96,1.5584,6.3e-05,1.81372,0.000654,1081,-0.01,0.00603,-0.00168,0.00177,0.00336,0.14517
157,160768,21.66915,267.5,1.0,0.96,1.556415,0.029283,2.106812,0.000553,1059,-0.01,0.00683,-0.00183,0.00223,0.00061,0.04608
158,161792,17.80955,247.66667,0.83333,0.95,1.542864,0.059425,2.656277,0.000624,1124,-0.01,0.00487,-0.00121,0.00135,0.00239,0.1198
159,162816,24.1703,256.0,1.0,0.96,1.579771,0.025125,2.797691,0.000794,1138,-0.01,0.00773,-0.00193,0.00211,-0.0002,0.05267
160,163840,17.05324,253.83333,0.83333,0.95,1.585166,-0.000462,1.583563,0.002023,1152,-0.01,0.0048,-0.00094,0.0013,0.00307,0.11407
161,164864,22.85688,225.0,1.0,0.95,1.507565,-0.00067,2.919225,0.002029,1177,-0.01,0.00678,-0.00166,0.00189,0.00218,0.0963
162,165888,15.78691,215.0,0.66667,0.94,1.625802,-0.147305,1.250813,0.000926,1195,-0.01,0.00638,-0.00127,0.00182,-0.0001,0.05224
163,166912,15.87,282.5,0.75,0.93,1.485099,-0.000201,2.210628,0.000725,1238,-0.01,0.00594,-0.00163,0.00182,0.00411,0.0709
164,167936,16.82834,279.0,0.75,0.92,1.575972,-0.00016,1.285129,0.000616,1160,-0.01,0.00578,-0.00093,0.00154,0.00137,0.0709
165,168960,21.90045,241.6,1.0,0.93,1.514435,-0.000578,2.923398,0.001489,1211,-0.01,0.00618,-0.0014,0.00175,0.00466,0.1168
166,169984,23.88099,242.25,1.0,0.93,1.574907,-0.000845,1.217899,0.000809,1164,-0.01,0.00565,-0.00079,0.00164,0.00345,0.09787
167,171008,16.94425,205.4,0.8,0.92,1.585904,0.055469,3.47592,0.000386,1224,-0.01,0.00629,-0.00106,0.00108,0.00056,0.09436
168,172032,22.72367,246.6,1.0,0.92,1.50958,0.031926,2.646868,0.001697,1182,-0.01,0.00586,-0.00117,0.00107,0.00154,0.11948
169,173056,21.31591,221.0,1.0,0.92,1.503321,-0.000665,1.911057,0.000425,1205,-0.01,0.00567,-0.00142,0.00174,0.00304,0.09294
170,174080,18.62691,225.25,1.0,0.92,1.450917,-0.018999,1.54675,0.000777,1189,-0.01,0.0063,-0.00139,0.00125,0.00214,0.08152
171,175104,24.08928,226.8,1.0,0.93,1.469784,-0.000353,1.631288,0.000954,1107,-0.01,0.00538,-0.00131,0.00093,0.00323,0.1233
172,176128,11.83915,236.6,0.8,0.92,1.435745,1e-05,4.68432,0.000902,1229,-0.01,0.00569,-0.00164,0.00112,-0.00322,0.07581
173,177152,19.11713,241.25,1.0,0.92,1.509928,0.056367,1.813274,0.000266,1217,-0.01,0.00478,-0.00088,0.00046,0.00122,0.08679
174,178176,17.55039,226.0,1.0,0.92,1.498161,-0.000884,2.839324,0.001222,1252,-0.01,0.00547,-0.00119,0.00093,0.00245,0.06086
175,179200,22.41537,240.5,1.0,0.92,1.504892,-0.000852,2.156797,0.00044,1200,-0.01,0.00565,-0.00043,0.00102,0.00354,0.09538
