iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
406,415744,11.50983,260.33333,0.33333,0.35,1.369549,-0.000373,9.791083,0.002091,2217,0.07123,1.0,0.0,,,-0.01,0.01166,0.00209,-0.00231,-0.00014,0.04693
407,416768,16.41817,226.0,0.5,0.38,1.470796,0.005724,10.778569,0.002257,1951,0.07956,0.33333,0.0,,,-0.01,0.01239,0.00222,-0.00286,-0.00174,0.1239
408,417792,12.47538,210.75,0.5,0.39,1.433935,-0.000375,11.918889,0.004134,2247,0.07771,0.75,0.0,,,-0.01,0.01389,0.00215,-0.00397,0.00015,0.07176
409,418816,34.33123,205.0,0.71429,0.44,1.393918,0.006038,30.298571,0.006059,2082,0.08044,0.0,0.0,,,-0.01,0.01333,0.00186,-0.00293,0.00539,0.31787
410,419840,34.94203,194.66667,1.0,0.46,1.449233,-0.05887,17.584237,0.002162,2108,0.07167,0.33333,0.0,,,-0.01,0.01764,0.00262,-0.00159,-0.00059,0.13622
411,420864,14.14554,205.2,0.4,0.48,1.454937,-0.000971,14.808535,0.001265,2718,0.08259,0.8,0.0,,,-0.01,0.01166,0.00171,-0.0033,-0.00199,0.12009
412,421888,8.94096,235.0,0.25,0.48,1.416567,-0.086262,11.512933,0.001583,2051,0.07791,0.5,0.0,,,-0.01,0.01399,0.00252,-0.00292,0.0025,0.04445
413,422912,30.78074,184.0,0.85714,0.52,1.545426,0.030392,20.849254,0.003123,1836,0.11333,0.28571,0.0,,,-0.01,0.01498,0.00235,-0.00645,-0.00106,0.24697
414,423936,37.61903,164.4,0.8,0.56,1.49112,0.011518,27.921036,0.007125,2162,0.10791,0.2,0.0,,,-0.01,0.01378,0.00139,-0.00606,0.00342,0.25618
415,424960,2.94876,264.2,0.2,0.56,1.474997,0.000512,9.340002,0.005162,2150,0.09295,0.4,0.0,,,-0.01,0.01261,0.00196,-0.00415,-0.00126,0.02115
416,425984,26.32091,222.5,0.5,0.57,1.449356,0.002137,11.293464,0.007219,2147,0.09038,0.5,0.0,,,-0.01,0.01259,0.00189,-0.00435,0.00294,0.0669
417,427008,12.40725,239.0,0.25,0.57,1.330333,0.038617,11.458698,0.005094,2161,0.06935,0.75,0.0,,,-0.01,0.01403,0.00244,-0.0034,0.00102,0.06886
418,428032,23.64966,240.71429,0.57143,0.59,1.508002,0.000137,23.491038,0.004241,2039,0.07299,0.57143,0.0,,,-0.01,0.01443,0.00146,-0.00374,0.00162,0.21745
419,429056,30.76392,165.0,0.8,0.61,1.494872,0.001518,21.409601,0.002977,1916,0.08293,0.4,0.0,,,-0.01,0.01484,0.00262,-0.00315,0.00047,0.18036
420,430080,26.76884,180.6,0.6,0.62,1.529383,0.053126,37.180391,0.007812,2132,0.09532,0.4,0.0,,,-0.01,0.01348,0.00199,-0.00462,0.00135,0.1716
421,431104,18.85656,228.0,0.66667,0.61,1.50673,0.000995,14.962235,0.003024,2063,0.10692,0.5,0.0,,,-0.01,0.01414,0.00137,-0.00496,0.00116,0.14551
422,432128,17.33977,257.0,0.5,0.6,1.563401,0.00108,5.945897,0.002353,1891,0.12938,0.0,0.0,,,-0.01,0.01145,0.0013,-0.00842,0.00327,0.03826
423,433152,40.07679,253.0,0.75,0.61,1.533145,-0.000471,20.047525,0.001758,2045,0.11108,0.0,0.0,,,-0.01,0.00987,0.00099,-0.00739,0.00118,0.20612
424,434176,-2.148,260.75,0.0,0.58,1.479031,0.024234,5.042022,0.007578,2028,0.10256,1.0,0.0,,,-0.01,0.01065,0.00187,-0.00599,-0.00184,-0.00063
425,435200,15.81699,254.83333,0.5,0.56,1.468086,-0.0001,13.145041,0.00166,1858,0.11679,0.5,0.0,,,-0.01,0.01207,0.00142,-0.00835,0.00295,0.11436
426,436224,-1.28451,235.0,0.0,0.54,1.483629,0.009074,5.381515,0.007261,1975,0.12197,1.0,0.0,,,-0.01,0.01231,0.0018,-0.0097,-8e-05,-0.00062
427,437248,7.5083,287.75,0.25,0.53,1.37696,0.00033,10.274646,0.001569,2227,0.09419,0.5,0.0,,,-0.01,0.01115,0.00143,-0.00394,0.00135,0.04415
428,438272,1.93373,251.0,0.2,0.52,1.570487,-0.002933,5.474079,0.002055,1803,0.15346,0.6,0.0,,,-0.01,0.01258,0.00128,-0.01309,0.0012,0.01819
429,439296,4.64539,190.6,0.4,0.52,1.505047,-0.014922,6.601147,0.008607,2003,0.09641,0.8,0.0,,,-0.01,0.01092,0.00224,-0.005,-0.00203,0.03885
430,440320,31.40263,266.66667,0.66667,0.52,1.507842,0.021422,12.598739,0.004343,2074,0.10703,0.0,0.0,,,-0.01,0.01178,0.00132,-0.0067,0.00044,0.11883
431,441344,-0.33296,300.0,0.0,0.5,1.36378,-0.020764,1.767537,0.002736,2495,0.06311,0.66667,0.0,,,-0.01,0.01037,0.00121,-0.0016,-0.00086,0.0
432,442368,-0.87387,277.0,0.0,0.45,1.497576,-0.000843,1.214075,0.001718,1959,0.10593,1.0,0.0,,,-0.01,0.01303,0.00194,-0.00783,0.00137,-0.00061
433,443392,nan,nan,0.0,0.45,1.395737,0.000884,1.253573,0.0015,2061,0.0734,0.0,0.0,,,-0.01,0.00986,0.00067,-0.00295,-0.00234,0.0
434,444416,-0.43011,300.0,0.0,0.42,1.343446,-0.002379,0.717122,0.003112,2260,0.09663,1.0,0.0,,,-0.01,0.0104,0.00107,-0.00501,-0.00068,0.0
435,445440,-1.317,300.0,0.0,0.42,1.480413,-0.001637,0.749785,0.001296,2258,0.08901,1.0,0.0,,,-0.01,0.01028,-7e-05,-0.00558,-0.00205,0.0
436,446464,-0.91273,280.5,0.0,0.38,1.421532,0.023476,0.561859,0.002495,2363,0.0882,0.83333,1.0,,,-0.01,0.01075,0.00074,-0.00232,-0.00019,-0.00074
437,447488,-1.20766,300.0,0.0,0.36,1.533234,4.2e-05,0.53284,0.002341,1924,0.1321,0.5,0.0,,,-0.01,0.01325,0.00071,-0.00688,-0.00064,0.0
438,448512,-0.09481,300.0,0.0,0.35,1.49321,-0.004766,0.370937,0.003927,2630,0.06685,0.0,0.0,,,-0.01,0.00531,-0.00186,0.00088,0.00038,0.0
439,449536,-0.92242,300.0,0.0,0.31,1.635438,-0.004248,0.326908,0.005177,1962,0.11884,0.85714,1.0,,,-0.01,0.01497,0.00045,-0.00644,-0.00158,0.0
440,450560,-1.61923,152.0,0.0,0.31,1.62909,-0.004093,0.284472,0.004241,2088,0.08521,1.0,0.0,,,-0.01,0.01224,0.0001,-0.00154,0.00445,-0.00064
441,451584,7.57894,287.0,0.2,0.3,1.583142,0.036211,6.510474,0.003367,2033,0.10753,0.8,0.0,,,-0.01,0.01313,3e-05,-0.00101,0.00037,0.04075
442,452608,15.57256,281.33333,0.33333,0.3,1.595789,0.000101,11.041055,0.005854,2393,0.11107,1.0,0.0,,,-0.01,0.01245,0.0004,-0.00197,2e-05,0.0726
443,453632,-0.19176,274.5,0.0,0.27,1.579368,0.038153,0.774599,0.002423,2341,0.13037,1.0,1.0,,,-0.01,0.01001,-0.00084,-0.00552,-0.00062,-0.00075
444,454656,29.85502,222.5,0.5,0.26,1.622317,-0.000879,34.476668,0.004976,1846,0.12725,0.5,0.0,,,-0.01,0.01422,0.00134,-0.00456,0.00111,0.13613
445,455680,-2.22157,300.0,0.0,0.25,1.56327,0.038186,2.019757,0.00467,2419,0.10226,1.0,0.0,,,-0.01,0.00906,-0.00046,0.00056,-0.00121,0.0
446,456704,-0.22298,300.0,0.0,0.21,1.66442,-0.043105,0.390336,0.004462,2219,0.12487,0.83333,0.0,,,-0.01,0.01113,-0.0002,-0.00165,0.0002,0.0
447,457728,0.24715,300.0,0.0,0.21,1.58174,-0.017055,0.625168,0.007329,2266,0.12947,1.0,0.0,,,-0.01,0.01458,-0.00023,0.00095,0.00104,0.0
448,458752,16.54032,253.5,0.5,0.19,1.666434,0.0062,21.803136,0.009038,2131,0.11916,1.0,0.0,,,-0.01,0.01448,0.00015,-0.00236,-0.00096,0.1319
449,459776,0.24415,227.25,0.0,0.16,1.564847,-0.007078,1.468306,0.003589,2277,0.12671,1.0,0.0,,,-0.01,0.01345,-0.00012,-0.00122,-0.00044,-0.00148
450,460800,5.62563,248.66667,0.16667,0.17,1.612536,-0.002735,10.322393,0.002095,2215,0.11551,0.83333,0.0,,,-0.01,0.0105,0.00016,-0.00267,-0.0003,0.04676
451,461824,13.42057,218.4,0.4,0.16,1.671572,0.061468,12.428523,0.001214,2000,0.10545,0.6,0.0,,,-0.01,0.01358,-0.00031,-0.00041,0.00293,0.08388
452,462848,17.98607,253.33333,0.33333,0.17,1.663428,0.001994,12.310696,0.002709,1851,0.09682,0.33333,0.0,,,-0.01,0.01253,0.00075,0.00024,0.00522,0.05708
453,463872,27.10223,215.0,0.6,0.19,1.680253,-0.001197,23.892418,0.002784,1918,0.10694,1.0,0.0,,,-0.01,0.01409,-0.0008,-0.00032,-0.00045,0.15363
454,464896,15.32974,190.25,0.25,0.19,1.689607,-0.074755,2.544761,0.003616,2033,0.1239,0.5,0.0,,,-0.01,0.01584,0.0002,-0.00373,-0.00109,0.07695
455,465920,26.80633,218.4,0.6,0.19,1.705119,0.059468,23.41748,0.004422,2031,0.12488,0.8,0.0,,,-0.01,0.01419,2e-05,-0.00191,0.00261,0.17151
456,466944,26.47612,187.6,0.6,0.21,1.733561,-0.068384,22.128999,0.001287,2025,0.11666,0.8,0.0,,,-0.01,0.01118,0.00026,-0.00326,0.00052,0.16857
457,467968,-0.01128,300.0,0.0,0.21,1.659947,6.7e-05,3.996938,0.001996,2027,0.10938,1.0,0.0,,,-0.01,0.01072,-0.0004,-0.00105,-0.00044,0.0
458,468992,12.79386,285.8,0.4,0.23,1.708578,0.028428,9.729937,0.005446,2250,0.13503,0.8,0.0,,,-0.01,0.01262,-0.00079,-0.00271,-0.00029,0.0918
459,470016,23.86662,239.66667,0.33333,0.24,1.652638,0.017829,18.143091,0.002501,2177,0.12887,0.66667,0.0,,,-0.01,0.01258,-0.00059,-0.00179,0.00045,0.09704
460,471040,15.03581,283.25,0.5,0.26,1.654728,-0.005505,8.634978,0.002533,2240,0.1426,1.0,0.0,,,-0.01,0.01551,-0.0013,-0.00477,0.00368,0.08913
461,472064,-0.80068,240.66667,0.0,0.26,1.596663,0.00646,4.777601,0.003082,2113,0.11798,0.66667,0.0,,,-0.01,0.01105,-0.00144,-0.00042,0.0017,-0.00066
462,473088,0.28076,300.0,0.0,0.26,1.672586,0.017706,2.160337,0.005298,2025,0.11759,1.0,0.0,,,-0.01,0.01072,-0.00056,-0.00119,0.00351,0.0
463,474112,35.80828,223.16667,0.83333,0.31,1.605617,-0.011219,33.033636,0.006367,2301,0.11321,0.66667,0.0,,,-0.01,0.01198,0.00054,0.00019,-0.00139,0.31422
464,475136,29.33005,224.75,0.75,0.33,1.644501,0.053817,16.328495,0.001775,2498,0.11886,0.75,0.0,,,-0.01,0.01478,-0.00015,-0.00222,0.00702,0.18851
465,476160,26.03131,193.0,0.66667,0.36,1.659325,-0.032352,19.909337,0.000884,2080,0.1278,0.83333,0.0,,,-0.01,0.01632,-0.00016,-0.00199,0.00178,0.20658
466,477184,12.40701,229.0,0.5,0.38,1.681559,0.064416,14.308115,0.003496,2219,0.15127,1.0,0.0,,,-0.01,0.01275,-0.00145,-0.00092,-0.00111,0.07017
467,478208,15.70787,190.33333,0.33333,0.39,1.666091,-0.000495,12.604516,0.002574,2024,0.13809,1.0,0.0,,,-0.01,0.01505,-0.00063,-0.00146,-0.00597,0.12364
468,479232,20.57852,171.85714,0.57143,0.42,1.630884,0.001319,16.532427,0.002358,2136,0.11704,1.0,1.0,,,-0.01,0.01409,-0.0005,-0.00324,-0.00433,0.20166
469,480256,3.43585,182.5,0.25,0.43,1.633908,-0.001853,10.50958,0.002967,2414,0.12264,0.75,0.0,,,-0.01,0.01401,0.00033,-0.00172,-0.00183,0.02472
470,481280,13.58341,216.2,0.4,0.42,1.568742,-0.003382,10.01506,0.002097,2002,0.11579,1.0,0.0,,,-0.01,0.01586,0.0006,-0.00348,-0.00049,0.0864
471,482304,21.10765,172.0,0.75,0.45,1.589422,9e-06,13.091184,0.001039,2234,0.10591,1.0,0.0,,,-0.01,0.01251,-0.00012,-0.00166,0.00229,0.11997
472,483328,10.95477,213.66667,0.33333,0.46,1.569666,0.026,8.553573,0.003035,1913,0.11422,0.83333,0.0,,,-0.01,0.01283,0.00021,-0.00351,-0.00033,0.07798
473,484352,16.57655,196.2,0.4,0.46,1.563306,-0.002523,10.784937,0.001476,1937,0.09669,0.8,0.0,,,-0.01,0.01591,0.00093,-0.00159,-5e-05,0.10038
474,485376,27.51048,165.25,0.625,0.46,1.567058,0.002335,23.828744,0.00609,2020,0.10239,0.875,0.0,,,-0.01,0.01575,0.00118,-0.0014,-0.00384,0.27888
475,486400,22.31099,155.14286,0.57143,0.48,1.642423,-0.042102,17.538008,0.00327,2122,0.10717,1.0,0.0,,,-0.01,0.01605,0.00126,-0.00266,0.00322,0.21634
476,487424,33.01036,158.875,0.75,0.5,1.658008,0.000286,25.592368,0.001685,1994,0.10901,0.75,1.0,,,-0.01,0.01495,0.00115,-0.00229,-0.00018,0.3337
477,488448,25.70073,118.25,0.5,0.52,1.550319,-0.065856,19.228532,0.00372,2033,0.10742,1.0,0.0,,,-0.01,0.01337,0.00174,-0.00062,-2e-05,0.13545
478,489472,21.77501,142.57143,0.42857,0.51,1.605488,0.06295,24.442585,0.002764,2075,0.1192,0.71429,0.0,,,-0.01,0.01498,0.0011,-0.00248,0.00246,0.20771
479,490496,15.03551,147.5,0.375,0.53,1.60649,0.027649,14.540398,0.002918,2076,0.10624,0.875,0.0,,,-0.01,0.01661,0.00185,-0.00596,-0.00264,0.1646
480,491520,26.77484,218.75,0.5,0.53,1.646093,-0.012634,20.481819,0.002558,2109,0.10655,0.75,0.0,,,-0.01,0.0151,0.00071,-0.0002,0.00261,0.13992
481,492544,27.67771,158.77778,0.66667,0.51,1.63379,-0.000969,25.906156,0.005797,1895,0.10321,0.66667,0.0,,,-0.01,0.01931,0.00191,-0.00266,0.0023,0.29574
482,493568,27.80167,123.85714,0.57143,0.52,1.719953,-0.008396,17.521377,0.0038,1893,0.10488,0.85714,0.0,,,-0.01,0.01892,0.00189,-0.00441,0.00029,0.22664
483,494592,29.42069,140.16667,0.83333,0.54,1.687734,-0.000733,19.406264,0.001191,1954,0.11464,0.83333,0.0,,,-0.01,0.01594,0.00151,-0.00671,0.00259,0.21341
484,495616,13.26436,195.0,0.4,0.54,1.679472,-0.045055,21.324798,0.004934,1948,0.10858,0.8,0.0,,,-0.01,0.01751,0.0018,-0.00334,-0.00228,0.08594
485,496640,0.34409,207.5,0.0,0.52,1.712107,-0.052573,10.140694,0.007769,2346,0.10942,0.75,0.0,,,-0.01,0.01261,0.00039,-0.00334,0.00215,-0.00229
486,497664,36.99426,235.33333,0.66667,0.54,1.683849,-0.019958,26.149824,0.004672,1796,0.11775,0.5,0.0,,,-0.01,0.02172,0.00118,-0.00529,0.00541,0.25205
487,498688,26.43176,130.6,0.6,0.55,1.680994,0.045574,24.91831,0.002351,1829,0.10882,1.0,0.0,,,-0.01,0.0203,0.00156,-0.00296,-0.00215,0.30779
488,499712,30.84128,178.0,0.6,0.55,1.6746,-0.002686,14.309118,0.00525,1842,0.10349,0.8,1.0,,,-0.01,0.01549,-4e-05,-0.00312,0.00282,0.17584
489,500736,31.42183,150.66667,0.66667,0.56,1.58957,-0.024298,25.356977,0.003345,2014,0.12361,0.33333,0.0,,,-0.01,0.0156,0.0019,-0.00328,-0.00174,0.24203
490,501760,13.49514,144.8,0.6,0.57,1.604434,-0.060742,19.761938,0.002424,2210,0.112,1.0,0.0,,,-0.01,0.01685,0.00211,-0.00702,-0.00111,0.09629
491,502784,19.01068,169.77778,0.44444,0.55,1.551589,-0.000984,23.419963,0.002572,2340,0.10471,0.77778,0.0,,,-0.01,0.01609,0.00166,-0.00306,-0.0015,0.26331
492,503808,25.60038,170.5,0.75,0.55,1.574447,-0.001514,19.257038,0.002441,2360,0.11255,1.0,0.0,,,-0.01,0.01431,0.00138,-0.0032,0.00134,0.15313
493,504832,25.40764,223.0,0.75,0.55,1.605125,0.014952,13.50539,0.002883,2287,0.12431,1.0,0.0,,,-0.01,0.01177,0.00091,-0.00573,-5e-05,0.14601
494,505856,18.37712,187.125,0.5,0.56,1.546211,0.030973,11.863968,0.002304,2004,0.11611,0.875,0.0,,,-0.01,0.01443,0.00174,-0.00524,0.0007,0.19579
495,506880,27.0778,120.71429,0.57143,0.57,1.513994,0.000123,17.06951,0.000652,1947,0.10342,0.85714,0.0,,,-0.01,0.01626,0.00139,-0.00562,0.00123,0.22984
496,507904,31.37784,132.0,0.8,0.59,1.558435,0.056461,20.800789,0.001489,2209,0.11895,0.6,0.0,,,-0.01,0.01178,0.00039,-0.00278,0.00105,0.2166
497,508928,13.87114,198.85714,0.42857,0.58,1.551023,-0.04774,17.91435,0.005518,2235,0.11966,0.85714,1.0,,,-0.01,0.01295,0.0001,-0.00338,-0.00194,0.14139
498,509952,26.06524,185.66667,0.5,0.57,1.555779,0.210387,29.440333,0.005285,1993,0.11731,0.5,0.0,,,-0.01,0.01495,0.00152,-0.00379,0.00361,0.19624
499,510976,34.6863,143.0,0.85714,0.57,1.577735,0.106122,30.00642,0.005909,2130,0.12596,1.0,0.0,,,-0.01,0.01618,0.0008,-0.0016,-0.00103,0.33137
500,512000,14.3407,132.42857,0.42857,0.57,1.55958,0.014189,13.983207,0.004223,2123,0.12648,1.0,0.0,,,-0.01,0.01525,0.00156,-0.00559,-0.00434,0.138
501,513024,18.71491,188.16667,0.66667,0.59,1.623919,0.001298,11.671455,0.001675,2081,0.13174,1.0,0.0,,,-0.01,0.01553,0.00144,-0.00844,0.00163,0.15298
502,514048,15.9063,146.0,0.33333,0.59,1.659281,-0.001009,12.191046,0.000704,1974,0.14049,1.0,0.0,,,-0.01,0.01213,0.00097,-0.00698,0.00223,0.05936
503,515072,30.2895,214.83333,0.83333,0.59,1.674955,0.035812,12.839032,0.002787,2049,0.14244,0.83333,0.0,,,-0.01,0.01291,0.00051,-0.00578,0.00309,0.23508
504,516096,24.44372,181.71429,0.42857,0.59,1.640787,0.00049,23.448068,0.004797,1904,0.14423,0.71429,0.0,,,-0.01,0.01745,0.00093,-0.00555,0.00095,0.20471
505,517120,22.73273,146.3,0.6,0.59,1.638724,-0.000634,27.82849,0.001497,2000,0.11378,0.8,0.0,,,-0.01,0.01882,0.0015,-0.00507,0.00081,0.29301
506,518144,32.86,137.28571,0.85714,0.61,1.623909,-0.09757,28.794149,0.00186,1899,0.12661,0.85714,0.0,,,-0.01,0.02085,0.00226,-0.00464,0.00149,0.27908
507,519168,35.58599,122.4,0.8,0.62,1.63793,-0.004837,18.853121,0.001721,1893,0.14439,0.8,0.0,,,-0.01,0.01519,0.00031,-0.00528,-0.00084,0.21338
508,520192,20.63692,158.0,0.6,0.62,1.685523,0.009532,14.771927,0.004996,1943,0.13585,1.0,0.0,,,-0.01,0.01435,0.00013,-0.00347,0.0055,0.12937
509,521216,45.59702,179.42857,0.71429,0.63,1.677567,0.076757,16.611211,0.006505,1722,0.12944,0.14286,1.0,,,-0.01,0.01466,0.0009,-0.00288,0.00677,0.33973
510,522240,21.32294,152.0,0.625,0.63,1.548798,-0.010689,39.649904,0.007634,2159,0.12939,0.875,0.0,,,-0.01,0.01479,0.00107,-0.0041,-0.004,0.2372
511,523264,35.48757,154.375,0.875,0.65,1.548267,0.00172,21.17926,0.004582,1959,0.11665,0.625,0.0,,,-0.01,0.01578,0.00113,-0.00337,0.00525,0.34782
512,524288,27.96438,108.6,0.6,0.66,1.568029,-0.001142,28.253182,0.000997,2073,0.12645,0.8,0.0,,,-0.01,0.01233,0.00026,-0.0041,0.00091,0.18409
513,525312,31.61077,188.83333,0.66667,0.67,1.627503,-0.027518,16.847557,0.006177,2089,0.14276,0.83333,1.0,,,-0.01,0.01395,-0.00145,-0.00448,0.00491,0.25579
514,526336,21.2071,154.71429,0.42857,0.65,1.496432,-0.003378,26.543654,0.003703,1905,0.12843,0.42857,1.0,,,-0.01,0.01221,0.00159,-0.00457,-0.00111,0.18492
515,527360,33.02945,130.0,0.88889,0.67,1.569751,0.027677,25.247339,0.005122,2024,0.13353,0.77778,0.0,,,-0.01,0.01617,0.00093,-0.00306,0.00085,0.39014
516,528384,19.91444,128.33333,0.33333,0.65,1.617532,-0.023852,16.241338,0.004182,1882,0.14933,0.83333,0.0,,,-0.01,0.01116,-0.00068,-0.00415,0.00235,0.14472
517,529408,24.5146,181.6,0.4,0.65,1.504979,0.076352,32.135158,0.004246,1871,0.15127,0.6,0.0,,,-0.01,0.01344,-0.00072,-0.00388,0.0025,0.14333
518,530432,36.40838,148.66667,0.66667,0.66,1.51392,0.06128,24.559068,0.00622,1874,0.12792,0.77778,0.0,,,-0.01,0.01311,0.00095,-0.0023,0.00173,0.39574
519,531456,32.31762,137.14286,0.85714,0.69,1.527815,0.007099,17.426403,0.005182,1943,0.13555,0.85714,0.0,,,-0.01,0.01396,0.00118,-0.00597,0.00403,0.28042
520,532480,40.79156,144.125,0.875,0.69,1.635196,0.005176,16.615642,0.004732,2130,0.15076,0.625,0.0,,,-0.01,0.01223,0.00024,-0.00446,0.00288,0.41914
521,533504,34.48309,150.33333,1.0,0.7,1.576019,0.104818,14.715391,0.002822,2283,0.17539,1.0,0.0,,,-0.01,0.01027,-0.00061,-0.00466,0.00344,0.15031
522,534528,26.65027,177.85714,0.57143,0.68,1.554305,-0.000731,18.519544,0.003095,1915,0.16235,0.71429,0.0,,,-0.01,0.01283,0.00048,-0.00937,0.00042,0.23213
523,535552,26.02786,194.4,0.6,0.68,1.566634,0.000537,19.747899,0.002887,2118,0.1586,0.8,0.0,,,-0.01,0.01231,0.0006,-0.00481,0.00125,0.18399
524,536576,25.06465,182.16667,0.83333,0.69,1.608498,0.002258,14.482906,0.003914,2055,0.16425,0.83333,0.0,,,-0.01,0.01596,0.00032,-0.0122,0.00076,0.20068
525,537600,26.00658,168.28571,0.71429,0.69,1.692188,-0.079198,15.394365,0.002864,1857,0.16141,0.85714,0.0,,,-0.01,0.01194,0.00097,-0.00965,0.00186,0.22365
526,538624,36.51123,140.83333,0.83333,0.69,1.436207,0.075103,20.629052,0.001373,1867,0.16417,1.0,0.0,,,-0.01,0.01614,0.00058,-0.01049,0.00216,0.26526
527,539648,40.00317,165.83333,0.83333,0.7,1.560109,-0.000898,15.839496,0.001156,1895,0.15554,0.83333,0.0,,,-0.01,0.0119,0.00017,-0.00955,0.0031,0.2892
528,540672,18.48414,161.33333,0.33333,0.67,1.551365,0.144353,28.179498,0.006348,1962,0.14787,0.83333,0.0,,,-0.01,0.01251,0.00094,-0.01053,0.00208,0.14637
529,541696,32.17844,165.88889,0.66667,0.7,1.548417,0.019359,28.00051,0.00099,1895,0.14955,0.77778,0.0,,,-0.01,0.01266,0.00059,-0.00638,0.00352,0.36368
530,542720,34.79498,102.6,0.7,0.68,1.599861,-0.008547,37.583011,0.00415,1713,0.1345,0.6,0.0,,,-0.01,0.01478,0.00173,-0.00707,-1e-05,0.38712
531,543744,24.47613,148.0,0.5,0.69,1.641048,0.057816,17.960676,0.005864,2173,0.19579,1.0,0.0,,,-0.01,0.00984,-0.0023,-0.00674,0.00248,0.06825
532,544768,23.0045,195.25,0.5,0.69,1.632264,-0.085507,21.429441,0.005111,1982,0.17906,0.5,1.0,,,-0.01,0.01334,-0.00284,-0.00898,0.00079,0.23032
533,545792,13.16182,172.2,0.4,0.69,1.558303,0.002152,23.283674,0.003698,2234,0.17339,0.8,0.0,,,-0.01,0.01483,0.00018,-0.00756,-0.00548,0.09842
534,546816,9.60642,177.33333,0.33333,0.66,1.57638,0.098835,8.994634,0.004121,1961,0.15997,1.0,0.0,,,-0.01,0.01413,0.00113,-0.00754,0.00457,0.08273
535,547840,39.17748,154.83333,1.0,0.67,1.58689,-3.9e-05,18.210409,0.004247,1968,0.17168,1.0,0.0,,,-0.01,0.01249,-0.00035,-0.00593,0.00236,0.30065
536,548864,34.57403,153.5,0.625,0.65,1.600808,-0.044256,18.252602,0.005288,1902,0.15956,0.625,1.0,,,-0.01,0.01357,-0.00084,-0.00683,0.00551,0.32487
537,549888,43.42797,163.5,0.83333,0.65,1.49993,0.098831,20.155142,0.005355,2013,0.16571,0.5,0.0,,,-0.01,0.0108,-8e-05,-0.00375,0.00395,0.31219
538,550912,42.88997,153.25,1.0,0.68,1.533279,-0.087343,18.430671,0.006498,1894,0.16873,0.75,0.0,,,-0.01,0.01561,-0.0008,-0.00512,0.00786,0.42228
539,551936,31.6396,124.71429,0.57143,0.67,1.543935,-0.000213,27.493518,0.001381,1917,0.17452,0.57143,0.0,,,-0.01,0.01247,-0.0008,-0.00431,0.00245,0.27171
540,552960,53.54251,158.0,1.0,0.69,1.593106,0.002303,20.104599,0.003672,1763,0.17467,0.14286,1.0,,,-0.01,0.01218,-0.00223,-0.00382,0.00336,0.41556
541,553984,37.55966,129.16667,0.83333,0.69,1.589331,-0.008183,24.471102,0.003676,1838,0.18342,0.66667,0.0,,,-0.01,0.01156,-0.00102,-0.0061,0.00172,0.26261
542,555008,15.8355,163.71429,0.57143,0.68,1.572715,0.071061,14.504268,0.00625,1983,0.17054,0.57143,0.0,,,-0.01,0.01161,0.00032,-0.00639,0.00326,0.1536
543,556032,27.44872,137.0,0.5,0.67,1.549567,-0.160517,17.893824,0.002019,1928,0.16467,0.75,1.0,,,-0.01,0.01385,-0.00093,-0.00942,-0.00114,0.28087
544,557056,27.86232,152.33333,0.66667,0.68,1.565044,0.087474,20.18219,0.002482,2187,0.16206,1.0,1.0,,,-0.01,0.01265,-0.00107,-0.00671,0.00093,0.24443
545,558080,31.92127,162.625,0.875,0.69,1.575243,0.020457,27.804423,0.005806,2198,0.15782,0.875,1.0,,,-0.01,0.01619,0.00064,-0.00765,0.00225,0.37627
546,559104,42.92533,133.25,1.0,0.71,1.586419,-0.00183,29.127222,0.003114,2260,0.1655,0.25,0.0,,,-0.01,0.01245,-5e-05,-0.0072,0.00472,0.25369
547,560128,30.38793,181.625,0.75,0.73,1.544899,-0.041851,18.992544,0.001588,1920,0.1551,0.5,0.0,,,-0.01,0.01341,0.00026,-0.00354,0.00513,0.3
548,561152,37.19352,128.57143,0.85714,0.77,1.549529,0.073513,23.356687,0.003166,2045,0.18182,0.71429,1.0,,,-0.01,0.01384,-4e-05,-0.00754,0.002,0.35265
549,562176,35.18766,140.125,0.75,0.77,1.599776,0.000741,26.39093,0.00228,1842,0.14311,0.75,0.0,,,-0.01,0.0171,0.0005,-0.00593,0.0063,0.33575
550,563200,34.94387,117.0,0.75,0.78,1.660807,0.020557,23.56969,0.006602,2111,0.16133,0.75,0.0,,,-0.01,0.01411,-0.00021,-0.00566,0.00081,0.38093
551,564224,23.83683,188.2,0.4,0.76,1.607984,0.009748,22.023443,0.002693,1903,0.16817,0.2,1.0,,,-0.01,0.01576,-0.00105,-0.00891,0.00352,0.14884
552,565248,26.39241,147.57143,0.57143,0.73,1.612427,0.000987,25.680029,0.003635,2041,0.14875,0.85714,0.0,,,-0.01,0.01571,-0.00058,-0.00648,0.00165,0.24885
553,566272,22.10419,161.16667,0.5,0.7,1.607936,0.020222,18.724574,0.003155,2057,0.15186,0.66667,1.0,,,-0.01,0.01656,0.00035,-0.00782,-0.00459,0.18337
