iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
159,162816,37.98831,195.0,1.0,0.87,1.591129,-0.090115,16.615065,0.00065,792,-0.01,0.00747,0.00319,0.00894,0.00087,0.20419
160,163840,37.58615,193.2,1.0,0.88,1.617334,-5.4e-05,18.487182,0.000571,815,-0.01,0.00706,-0.00017,0.00901,-0.00089,0.21536
161,164864,45.45464,185.66667,1.0,0.89,1.616423,-0.000405,9.398753,0.00036,806,-0.01,0.00653,-0.00224,0.00862,0.00194,0.152
162,165888,38.66908,271.2,1.0,0.92,1.682225,-0.001967,13.363318,0.001034,843,-0.01,0.00633,0.00027,0.00982,0.00066,0.23472
163,166912,37.64879,209.0,1.0,0.93,1.653623,-0.000615,10.862686,0.000612,962,-0.01,0.0047,-0.00611,0.00954,-0.0013,0.09412
164,167936,37.09685,262.0,1.0,0.93,1.647613,-0.000115,12.062842,0.000194,926,-0.01,0.00813,-0.00281,0.01006,-0.00165,0.21767
165,168960,36.12574,252.6,1.0,0.93,1.632444,-0.000322,15.409123,0.000511,894,-0.01,0.00667,-0.00179,0.0091,0.00104,0.21732
166,169984,35.37494,258.25,1.0,0.94,1.639803,-0.00039,11.270602,0.000153,840,-0.01,0.00628,0.00291,0.00973,0.00313,0.15574
167,171008,47.19631,216.5,1.0,0.94,1.655222,-0.000707,11.34929,0.000553,851,-0.01,0.00574,0.00524,0.00995,0.00109,0.19887
168,172032,42.61961,247.33333,1.0,0.95,1.648666,-8.2e-05,14.881813,0.000202,754,-0.01,0.00786,0.00162,0.0086,0.001,0.25515
169,173056,43.31769,210.25,1.0,0.95,1.658855,0.071387,10.834926,0.000999,821,-0.01,0.006,0.00392,0.00944,-0.00098,0.18947
170,174080,33.46906,208.33333,1.0,0.96,1.593644,-0.036955,7.12386,0.000409,827,-0.01,0.00685,0.00209,0.00908,0.00043,0.11494
171,175104,38.58586,201.0,1.0,0.96,1.680748,0.020873,21.254571,0.002013,880,-0.01,0.00569,-0.0032,0.00909,0.00011,0.28208
172,176128,4.45311,538.5,0.5,0.95,1.624497,-0.002252,12.506871,0.0006,887,-0.01,0.00638,-0.00163,0.00944,-0.04621,0.03502
173,177152,33.80889,197.25,1.0,0.96,1.679563,0.004135,7.923311,0.000238,897,-0.01,0.00879,0.00064,0.00911,0.00056,0.17336
174,178176,32.84463,215.25,0.75,0.94,1.647837,0.000223,17.542507,0.000449,832,-0.01,0.00826,0.0009,0.00855,0.00048,0.30142
175,179200,42.35198,183.0,1.0,0.94,1.655386,-0.000178,16.519625,0.000208,870,-0.01,0.00665,0.00024,0.00863,-0.00068,0.2286
